health_facility:type,healthcare:speciality,building:part,social_facility,payment:cash,housenumer,addr:housenumber,description,fenced,addr:state,ele,source,covered,image,fax,emergency,jastrzebiegis:opis,contact:facebook,leisure,historic,addr:street,fixme,name:en,contact:fax,name,designation,website:operator,addr:postcode,ref:nid,name:etymology:wikidata,internet_access,int_name,fence,ewmapa:warstwa,parking,loc_name,name:ru,building:fireproof,phone_1,note:official_name,wikipedia,access,mapillary,operator:centre,boundary,addr:street:sym_ul,ref,email,fixme2,barrier,contact:email,addr:province,jastrzebiegis:id,phone1,addr:city:simc,source:geometry,addr:city,building:use:pl,toilets:wheelchair,source_ref,building:type:pl,lon,contact:website,roof:colour,layer,height,email_1,alt_name,construction_date,operator,name:pl,name:de,boat,fee,protect_class,heritage:since,opening_hours,contact:phone,addr:housename,contact:mobile,heritage,start_date,website,addr:province:en,phone,old_name,smoking,aeroway,dispensing,note:name,landuse,roof:levels,amenity,operator:type,reg_name,addr:suburb,official_name,wikidata,waterway,short_name,building:levels,note,building:usage:pl,data_zmiany,source:addr,building:material,addr:full,fence_type,lat,medical_system:western,building,building:colour,url,wheelchair,addr:place,healthcare,addr:country,heritage:operator
,,,,,,27,,,,,,,,,,,,,,Ludwika Waryńskiego,,,,Przychodnia Rejonowa Nr 1,,,16-400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suwałki,,,,,22.9380130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,54.0996418,,yes,,,,,,,
,,,,,,1,,,,,,,,,yes,,,,,Konstantego Ildefonsa Gałczyńskiego,,,,Przychodnia Rejonowa nr 1,,,42-400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zawiercie,,,,,19.4380805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,2,,,,,,,,50.4934977,,yes,,,yes,,,,
,,,,,,33a,,,,,,,,,yes,,,,,Borowa,,,,Przychodnia Rejonowa nr 4 ZLA,,,42-400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zawiercie,,,,,19.4030924,,,,,,,,,,,,,,,,,,,,,,,326714131,,,,,,,,hospital,,,,,,,,,,,,,,,,50.5104758,,yes,,,,,,,
,,,,,,,,,,,Geoportal 2: Ortofotomapa (aerial image),,,,,,,,,,,,,Przychodnia Rejonowa nr 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.6184991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,2,,,,,,,,50.8527842,,hospital,,,,,,,
,,,,,,80,,,,,,,,,,,,,,Marszałka Józefa Piłsudskiego,,,,Przychodnia Rejonowo-Specjalistyczna nr 5,,,42-400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zawiercie,,,,,19.4476747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,50.4911993,,yes,,,,,,,
,,,,,,7,,,,,,,,,,,,,,Szkolna,,,,Przychodnia Zdrowia,,,22-460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Szczebrzeszyn,,,,,22.9812793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,szczebrzeszyn.e-mapa.net,,,,50.6977531,,public,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Przychodnia lekarska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.8819378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,50.5629244,,,,,,,,,
,,,,,,4,,,,,,,,,yes,,,,,Stanisława Staszica,,,,Przychodnia rejonowa,,,26-500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Szydłowiec,,,,,20.8685910,,,,,,,,,,,,,,,,,,,,,,,48 617 12 95,,,,,,,,hospital,,,,,,,,,,,,,,,,51.2271051,,yes,,,,,,,
,,,,,,8,,,,,,,,,yes,,,,,Powstańców Śląskich,,,,Przychodnia specjalistyczna,,,42-400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zawiercie,,,,,19.4249070,,,,,,,,,,,,,,,,,,,,,,,326723445,,,,,,,,hospital,,,,,,,,,,,,,,,,50.4851136,,hospital,,,,,,,
,,,,,,21,,,,,,,,,no,,,,,,,,,Przychodnia w Jeziorsku,,,98-290,,,,,,,,,,,,,,,,,,,,,,,,,,,0715331,,,,,,,18.6477569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,warta.e-mapa.net,,,,51.7941248,,yes,,,,Jeziorsko,,,
,,,,,,,,,,,Bing,,,,no,,,,,,,,,Pszczyńskie Centrum Okulistyczne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.9440948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,49.9696987,,,,,,,hospital,,
,,,,,,,,,,,,,,,,,,,,,,,,Radomski Szpital Specjalistyczny im. dr. Tytusa Chałubińskiego,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.1448902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,51.4008774,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Radomski Szpital Specjalistyczny im. dr. Tytusa Chałubińskiego,,,,,,,,,,,,,,,,,,,,,,,sekretariat@rszs.regiony.pl,,,,,,+48 48 361 51 42,,,,,,,,21.1481098,,,,,,,,,,,,,,,,,,,,,www.szpital.radom.pl,,+48 48 361 51 00,,,,,,,,hospital,,,,,,,,,,,,,,,,51.3980734,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Radomskie Centrum Onkologii im. Bohaterów Radomskiego Czerwca '76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.1122309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,51.4128033,,,,,,,,,
,,,,,,17/25,,,,,bing,,,,,,,,,Franciszkańska,,,,Regionalne Centrum Krwiodawstwa i Krwiolecznictwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.4611172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,2,,,,,,,,51.7823883,,yes,,,,,,,
,,,,,,55,,,,,,,,,,,,,,Łęgska,,,,Regionalne Centrum Onkologii - Zakład Teleradioterapii,,,87-800,,,,,,,,,,,,,,,,,,,,,,fence,,,,,,,Włocławek,,,,,19.0747086,,,,,,,,,,,,,,,,,,,,,http://www.co.bydgoszcz.pl/?page_id=7397,,,,,,,,,,hospital,,,,,,,,,,,,,,,,52.6578606,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Regionalne Centrum Zdrowia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.1965219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,51.4021880,,,,,,,,,
,,,,,,31-33,,,,,,,,+48 943523982,yes,,,,,Podporucznika Edmunda Łopuskiego,,Regional Hospital,,Regionalny Szpital w Kołobrzegu,,,78-100,,,,,,,,,,,,,,,,,,,,kancelaria@szpital.kolobrzeg.pl,,,,,,,,WMS EGIB powiat kołobrzeski : Działki ewidencyjne - https://kolobrzeski.webewid.pl/wms/wms-egib.php,Kołobrzeg,,,,,15.5660185,,,,,,,,Samorząd Województwa Zachodniopomorskiego,,Regionkrankenhaus,,,,,,,,,,,http://www.szpital.kolobrzeg.pl/,,+48 943530200,,,,,,,,hospital,,,,,,,,,,,,,,,,54.1738361,,,,,yes,,,PL,
,,,,,,15-17,,,,,,,,,,,,,,Doktora Ludwika Rydygiera,,,,Regionalny szpital specjalistyczny im. doktora Władysława Biegańskiego,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grudziądz,,,,,18.7838686,,,,,,,,,,,,,,,,+48566414444,,,,,http://bieganski.org/,,,,,,,,,,hospital,,,,,,,,,,,,,,,,53.4538157,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,SOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.1106975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,52.0465301,,hospital,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,SP SP ZOZ Oddział Psychiatryczny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0252592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,54.4729724,,hospital,,,,,,,
,general;paediatrics;emergency;radiology;gynaecology;surgery;dermatology;cardiology;internal,,,,,31,,,,,,,,,yes,,,,,Krakowska,,,,"SP ZOZ ""Szpital Powiatowy"" w Bochni im Bł. Marty Wieckiej",,,32-700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bochnia,,,,,20.4215027,,,,,,,,,,,,,,,,,,,,,http://www.szpital-bochnia.pl/,,+48 14 615 3 400,,,,,,,,hospital,,,,,,,,,,,,EMUiA (emuia.geoportal.gov.pl),,,,49.9668561,,yes,,,,,hospital,,
,general;paediatrics;emergency;radiology;gynaecology;surgery;dermatology;cardiology;internal,,,,,31,,,,,,,,,yes,,,,,Krakowska,,,,"SP ZOZ ""Szpital Powiatowy"" w Bochni im Bł. Marty Wieckiej",,,32-700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bochnia,,,,,20.4215027,,,,,,,,,,,,,,,,,,,,,http://www.szpital-bochnia.pl/,,+48 14 615 3 400,,,,,,,,hospital,,,,,,,,,,,,EMUiA (emuia.geoportal.gov.pl),,,,49.9668561,,yes,,,,,hospital,,
,,,,,,1/3,,,,,,,,,,,,,,Królowej Bony,,,,SP ZOZ Miejski Szpital Zespolony im. dr Tytusa Chałubińskiego,,,42-226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Częstochowa,,,,,19.0950308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,50.8078149,,yes,,,,,,,
,,,,,,11,,,,,,,,,,,,,,Hoża,,,,SP ZOZ Szpital im. Andrzeja Wolańczyka,,,59-500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Złotoryja,,,,,15.9104055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,51.1164812,,,,,,,hospital,,
,,,,,,28,,,,,,,,,ambulance_station,,,,,Cmentarna,,,,SP ZOZ Wojewódzka Stacja Pogotowia Ratunkowego w Łapach,,,18-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Łapy,,,,,22.8874341,,,,,,,,,,,,,,,,,,,,,,,85 715 23 69,,,,,,,,hospital,,,,,,,,,,,,EMUiA (lapy.e-mapa.net),,,,52.9864466,,hospital,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,SP ZOZ w Wolsztynie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.1179053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,52.1173855,,,,,,,,,
,,,,,,,,,,,"survey, Bing",,,,,,,,,,,,,SPZOZ Państwowy Szpital dla Nerwowo i Psychicznie Chorych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.5469764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,50.1047425,,,,,,,,,
,,,,,,,,,,,,,,,yes,,,,,,,,,SPZOZ Szpital Specjalistyczny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.9724068,,,,,,,,,,,,,,,,,,,,,http://szpitalpulawy.pl/,,,,,,,,,,hospital,,,,Samodzielny Publiczny Zakład Opieki Zdrowotnej - Szpital Specjalistyczny w Puławach,,,,,,,,,,,,51.4204490,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,SPZOZ Szpital im. dr. Z. Patryna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.5649571,,,,,,,,,,,,,,,,,,,,,http://www.szpital.powiat.wielun.pl,,+48 43 84-06-700,,,,,,,,hospital,,,,,,,,,,,,,,,,51.2142758,,,,,,,,,
,,,,,,97,,,,,,,,,,,,,,,,,,"SPZOZ w Kępnie, Oddział Leczniczo-Rehabilitacyjny",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0193520,,,,,,,17.9716837,,,,,,,,,,,,,,,,,,,,,http://www.szpital.kepno.pl/index.php/oddzialy-szpitalne/oddzial-leczniczo-rehabilitacyjny/26-oddzial-leczniczo-rehabilitacyjny-w-grebaninie,,,,,,,,,,hospital,,,,,,,,,,,,baranowkepinski.e-mapa.net,,,,51.2454292,,yes,,,,Grębanin,,,
,,,,,,,,,,,,,,,,,,,,Komisji Edukacji Narodowej,,Wyszkow Regional Hospital,,SPZZOZ Wyszków,,,07-200,,,,,,,,,,,,,,,,,,09066,,,,,,,,,0966470,,Wyszków,,,,,21.4421565,,,,,,,,,,,,,,,24/7,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,wyszkow.e-mapa.net,,,,52.5858871,,,,,,,,,
,,,,,,37,,,,,,,,,,,,,,29 Listopada,,,,SZPITAL SPECJALISTA Sp. z o.o.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kutno,,,,,19.3503165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,EMUiA (emuia.geoportal.gov.pl),,,,52.2349356,,hospital,,,,,,,
,,,,,,,,,,,bing,,,,,,,,,,,,,SZPZOZ im. Dzieci Warszawy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.8466111,,,,,,,,,,,,,,,,,,,,,https://www.szpital-dziekanow.waw.pl/,,,,,,,,,,hospital,,,,Samodzielny Zespół Publicznych Zakładów Opieki Zdrowotnej im. Dzieci Warszawy,,,Szpital Dziecięcy,,,,,,,,,52.3391835,,,,,,,,,
,orthopaedics;neurology,,,,,1,,,,,,,,,,,,,,Sanatoryjna,,,,Samodzielne Publiczne Sanatorium Rehabilitacyjne im. Janusza Korczaka,,,22-440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Krasnobród,,,,,23.1982075,,,,,,,,,,,,,,,,,,,,,http://sanatorium-krasnobrod.pl/,,,,,,,,,,hospital,,,,,,,,,,,,,,,,50.5496739,,,,,,,hospital,,
,,,,,,90,,,,,,,,,,,,,,Lubelska,,,,Samodzielnego Publicznego Zakładu Opieki Zdrowotnej Nr 1 w Bełżycach,,,24-200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bełżyce,,,,,22.2930923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,51.1771078,,yes,,,,,,,
,,,,,,28,,,,,,,,,,,,,,Nadstawie,,,,Samodzielny Gminny Ośrodek Zdrowia,,,28-220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oleśnica,,,,,21.0603546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,50.4521589,,yes,,,,,,,
,,,,,,,,,,,Bing,,,,,,,,,,,,,Samodzielny Ośrodek Rehabilitacyjno-Oświatowy dla Dzieci Niepełnosprawnych,,,,,,,,,,,,,,,,,,,,,,,,,fence,,,,,,,,,,,,18.9709738,,,,,,,,,,,,,,,,,,,,,http://www.osrodek.katowice.pl/,,,,,,,,,,hospital,,,,,,,,,,,,,,,,50.2839681,,,,,,,rehabilitation,,
,,,,,,1a,,,,,,,,,,,,,,Stefana Banacha,,,,Samodzielny Publiczny Centralny Szpital Kliniczny,,,02-097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Warszawa,,,,,20.9833578,,,,,,,,,,,,,,,,,,,,,http://spcsk.amwaw.edu.pl/,,,,,,,,,,hospital,,,,,,,,,,,,,,,,52.2102165,,,,,,,hospital,,
,,,,,,14,,,,,,,,,,,,,,Medyków,,,,Samodzielny Publiczny Centralny Szpital Kliniczny im. prof. Kornela Gibińskiego,,,40-752,,,,,,,,,,,,,,,,,,,,informacje@csk.katowice.pl,,,,,,,,,Katowice,,,,,18.9526760,,,,,,,,,,,,,,,,,,,,,http://www.cks.katowice.pl,,+ 48 32 7894000,,,,,,,,hospital,,,,,,,,,,,,,,,,50.2238808,,,,,,,,,
,,,,,,26,,,,,,,,,,,,,,Szkolna,,,,Samodzielny Publiczny Gminny Ośrodek Zdrowia,,,16-515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Puńsk,,,,,23.1863287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,54.2486944,,,,,,,hospital,,
,,,,,,13,,,,,,,,,,,,,,Józefa Sierakowskiego,,,,Samodzielny Publiczny Kliniczny Szpital Okulistyczny,,,03-709,,,,,,,,,,,,,,,,,,19850,,spkso@spkso.waw.pl,,,,,,,0918123,,Warszawa,,,,,21.0298830,,,,,,,,,,,,,,,,,,,,,http://www.spkso.waw.pl/,,22 511 62 00,,,,,,,,hospital,,,,,,,,,,,,mapa.um.warszawa.pl,,,,52.2512824,,hospital,,,,,,,
,,,,,,68,,,,,,,,+48 81 882 04 49,,,,,,,,,,Samodzielny Publiczny Psychiatryczny Zakład Opiekuńczo-Leczniczy w Celejowie,,,24-160,,,,,,,,,,,,,,,,,,,,sekretariat@spzolcelejow.pl,,,,,,,,,,,,,,22.0695156,,,,,,,,,,,,,,,,,,,,,http://www.spzolcelejow.pl,,+48 81 881 02 11,,,,,,,,hospital,,,,,,,,,,,,,,,,51.3299041,,yes,,,,Celejów,,,
,,,,,,,,,,,,,,,,,,,,,,,,Samodzielny Publiczny Specjalistyczny  Zakład Opieki Zdrowotnej “ZDROJE”,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5485841,,,,,,,,,,,,,,,,,,,,,http://www.szpital-zdroje.szczecin.pl/,,,,,,,,,,hospital,,,,,,,,,,,,,,,,53.4282456,,,,,,,hospital,,
,,,,,,11,,,,,,,,,,,,,,Daleka,,,,Samodzielny Publiczny Specjalistyczny Szpital Zachodni imienia Jana Pawła II,,,05-825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grodzisk Mazowiecki,,,,,20.6171621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,52.0942318,,,,,,,,,
,,,,,,10,,,,,,,,,,,,,,Spacerowa,,,,Samodzielny Publiczny Specjalistyczny Zakład Opieki Zdrowotnej w Białobrzegach,,,26-800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białobrzegi,,,,,20.9629098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,2,,,,EMUiA (emuia.gugik.gov.pl),,,,51.6467501,,yes,,,,,,,
,,,,,,13,,,,,,,,,yes,,,,,Juliana Węgrzynowicza,,,,Samodzielny Publiczny Specjalistyczny Zakład Opieki Zdrowotnej w Lęborku,,,84-300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lębork,,,,,17.7531523,,,,,,,,,,,,,,,,,,,,,,,+48 59 863 52 83,,,,,,,,hospital,,,,,,,,,,,,,,,,54.5387619,,,,,,,hospital,,
,,,,,,,,,,,,,,,,,,,,Mączna,,,,Samodzielny Publiczny Specjalistyczny Zakład Opieki Zdrowotnej “Zdroje”,,,70-780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Szczecin,,,,,14.6446647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,53.3699484,,,,,,,,PL,
,,,,,,,,,,,,,,,,,,,,,,,,Samodzielny Publiczny Szpital Kliniczny Nr 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0659648,,,,,,,,,,,,,,,24/7,,,,,,http://www.spsk1.com.pl/,,,,,,,,,,hospital,,,,,,,,,,,,,,,,51.1096818,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Samodzielny Publiczny Szpital Kliniczny Nr 4 w Lublinie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5630442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,51.2573959,,,,,,,,,
,,,,,,20-24,,,,,,,,+48 32 255-46-33,,,,,,Francuska,,,,Samodzielny Publiczny Szpital Kliniczny im. Andrzeja Mielęckiego Śląskiego Uniwersytetu Medycznego,,,40-027,,,,,,,,,,,,,,,,,,,,spskm@spskm.katowice.pl,,,,,,,,,Katowice,,,,,19.0300849,,,,,,,,,,,,,,,,,,,,,http://www.spskm.katowice.pl,,+48 32 259-12-00,,,,,,,,hospital,,,,,,,,,,,,,,,,50.2534912,,,,,,,hospital,,
,orthopaedics;emergency,,,,,13,,,,,,,,,no,,,,,Konarskiego,,,,Samodzielny Publiczny Szpital Kliniczny im. Prof. Adama Grucy,,,05-400,,,,,,,,,,,,,,,,,,,,,,fence,,,,,,,Otwock,,,,,21.2789552,,,,,,,,,,,,,,,,,,,,,https://www.spskgruca.pl/,,,,,,,,,,hospital,,,,,,,,,,,,,,,concrete,52.1231919,,,,,yes,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Samodzielny Publiczny Szpital Kliniczny nr 1 Pomorskiego Uniwersytetu Medycznego,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5038663,,,,,,Samodzielny Publiczny Szpital Kliniczny Nr 1 PUM im. prof. Tadeusza Sokołowskiego w Szczecinie,,Pomorski Uniwersytet Medyczny w Szczecinie,,,,,,,,,,,,,https://www.spsk1.szn.pl/,,+48 91 425-3000,,,,,,,,hospital,,,,Samodzielny Publiczny Szpital Kliniczny nr 1 Pomorskiego Uniwersytetu Medycznego im. prof. Tadeusza Sokołowskiego,,,SPSK1 PUM,,,,,,,,,53.4470522,,,,,,,,,
,psychiatry;gynaecology;dermatology;radiology;internal;chirurgia;neonatologia,,,,,,,,,,,,,,,,,,,,,,,Samodzielny Publiczny Szpital Kliniczny nr 1 Pomorskiego Uniwersytetu Medycznego w Szczecinie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5605168,,,,,,,,SPSK1 PUM Szczecin,,,,,,,,,,,,,www.spsk1.szn.pl,,+48 91 425 38 00,,,,,,,,hospital,university,,,,,,,,,,,,,,,53.5464916,,,,,,,hospital,,
,,,,,,,,,,,,,,,,,,,,,,,,Samodzielny Publiczny Szpital Kliniczny nr 1 imienia Prof. Stanisława Szyszko Śląskiego Uniwersytetu Medycznego w Katowicach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.7833181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,50.3022595,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Samodzielny Publiczny Szpital Kliniczny nr 2 Pomorskiego Uniwersytetu Medycznego,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5326808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,53.4093126,,,,,,,,,
,,,,,,10,,,,,,,,,,,,,,Marii Curie-Skłodowskiej,,,,Samodzielny Publiczny Szpital Kliniczny nr 2 Śląskiego Uniwersytetu Medycznego,,,41-800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zabrze,,,,,18.7799887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,50.3142347,,,,,,,,,
,,,,,,1,,,,,,,,,,,,,,Księdza Karola Koziołka,,,,Samodzielny Publiczny Szpital Kliniczny nr 3 Śląskiego Uniwersytetu Medycznego,,,41-803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zabrze,,,,,18.8085059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,50.3217493,,,,,,,,,
,,,,,,7,,,,,,,,,,,,,,Wojska Polskiego,,,,Samodzielny Publiczny Szpital Rejonowy,,,72-200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nowogard,,,,,15.1104861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,4,,,,,,,,53.6728563,,yes,,,,,,,
,,,,,,10,,,,,,,,,,,,,,Aleje Jana Pawła II,,,,Samodzielny Publiczny Szpital Wojewódzki im. Papieża Jana Pawła II,,,22-400,,,,,,,,,,,,,,,,,,35344,,,,,,,,,0987510,,Zamość,,,,,23.2872282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,50.7121299,,hospital,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Samodzielny Publiczny Szpital dla Nerwowo i Psychicznie Chorych,,,,,,,,,,,,,,,,,,,,,,,,,fence,,,,,,,,,,,,15.6167411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,mix,52.4512583,,,,,,,,,
,,,,,,4,,,,,,,,,,,,,,Wincentego Witosa,,,,Samodzielny Publiczny Szpital w Sulęcinie,,,69-200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sulęcin,,,,,15.1168810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,52.4370979,,,,,,,hospital,,
,,,,,,,,,,,,,,,yes,,,,,,,,,Samodzielny Publiczny Wojewódzki Szpital Zespolony - Zdunowo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.7707011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,53.3770738,,,,,yes,,,,
,,,,,,,,,,,,,,+48 91 813 90 09,,,https://www.facebook.com/SPWSZ/,,,Arkońska,,,,Samodzielny Publiczny Wojewódzki Szpital Zespolony w Szczecinie,,,71-445,,,,,,,,,,,,,,,,,,,,spwsz@spwsz.szczecin.pl,,,,,,,,,Szczecin,,,,,14.5250212,,,,,,Szpital Wojewódzki w Szczecinie,,,,,,,,,,,,,,,http://www.spwsz.szczecin.pl/,,+48 91 813 90 00; +48 91 813 90 10; +48 91 813 90 21,,,,,,,,hospital,,,,,,,SPWSZ,,,,,,,,,53.4525619,,,,,,,,,
,,,,,,12,,,,,,,,,,,,,,,,,,Samodzielny Publiczny Zakład Opieki Zdrowotnej,,,26-652,,,,,,,,,,,,,,,,,,,,,,,,,,,0642684,,,,,,,20.9970847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,emuia.gugik.gov.pl,,,,51.4394615,,yes,,,,Zakrzew-Kolonia,,,
,,,,,,,,,,,,,,,,,,,,,,,,"Samodzielny Publiczny Zakład Opieki Zdrowotnej ""Szpital w Łowiczu""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9286569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,52.0990510,,,,,,,,,
,,,,,,,,,,,,,,,yes,,,,,Kronikarza Galla,,,,Samodzielny Publiczny Zakład Opieki Zdrowotnej MSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9136062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,Samodzielny Publiczny Zakład Opieki Zdrowotnej MSW w Krakowie,,,SPZOZ MSW,,,,,,,,,50.0723088,,,,,,,,,
