shop,health_facility:type,office,healthcare:speciality,indoor,payment:cash,source:addr:housenumber:ref,ref:FR:FINESS,roof:orientation:compass,addr:housenumber,name:de,source,location,building:roof:colour,fax,roof:colour,contact:postcode,emergency,ref:FR:SIREN,ref:FR:SIRET,historic,FID,addr:street,bmo:type,source:name,fixme,name:en,contact:fax,addr:city,wheelchair:description,payment:debit_cards,type:FR:FINESS,addr:postcode,roof:material,level,payment:credit_cards,roof:orientation,source:geometry:date,payment:mastercard,amenity_1,amenity_2,payment:american_express,wheelchair:step_height,source:addr,payment:maestro,operational_status,access,payment:cheque,ref,email,barrier,contact:email,name:br,roof:shape,building:use,wall,source:geometry,source:building,health_person:type,health_specialty:radiology,toilets:wheelchair,massage,source:ref:FR:FINESS,lon,contact:website,survey:date,layer,height,alt_name,building:roof:shape,contact:country,operator,railway:historic,contact:city,short_name,area,opening_hours,contact:phone,addr:housename,name,whc:inscription_date,heritage,type,start_date,website,noname,contact:housenumber,source:date,phone,health_specialty:allergology,official_name,old_name,smoking,opening_hours:signed,room,source:version,disused:name,buildingpart,dispensing,ref:FR:NAF,wheelchair,amenity,operator:type,addr:unit,ref:whc,payment:notes,source:addr:version,medical_system:western,doctor,building:levels,note,name:fr,contact:street,description,building:material,note:fr,addr:full,payment:visa,lat,reservation,building,building:colour,payment:coins,roof:levels,addr:place,healthcare,disused:railway,addr:country,heritage:operator,ref:FR:LaPoste
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3726744,,,,,,,,,,,,,,,,Centre Médical,,,,,,,,,,,,,,,yes,,,room,,,,doctors,,,,,,,,,,,,,,,,,48.7568741,,,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.8058840,,,,,,,,,,,,,,,,Centre Médical,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,47.6963960,,yes,,,,,,,,,
,,,,,,,,,22,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre;mise à jour : 2010,,,,,,,,,,,Avenue Tolosane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4706823,,,,,,,,,,,,,,,,Centre Médical,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,43.5506303,,,,,,,doctor,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2347031,,,,,,,,,,,,,,,,Centre Médical,,,,,,,,,,,,,,,,,,,,,yes,doctors,,,,,,,,,,,,,,,,,50.6269173,,,,,,,doctor,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3316766,,,,,,,,,,,,,,,,Centre Médical,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,43.3014095,,yes,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7498417,,,,,,,,,,,,,,,,Centre Médical,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,43.8099020,,yes,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8894946,,,,6,,,,,,,,,,,,Centre Médical,,,,,http://www.sosmedecins34.fr/,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,43.5920145,,yes,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3395508,,,,,,,,,,,,,,,,Centre Médical,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,45.2553542,,yes,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3888805,,,,,,,,,,,,,,,,Centre Médical,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,43.3108837,,yes,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7722640,,,,,,,,,,,,,Mo-Su 09:00-18:30,,,Centre Médical,,,,,,,,,+33450740542,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,46.1926050,,yes,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3630026,,,,,,,,,,,,,,,,Centre Médical,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,47.7666916,,yes,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7374384,,,,,,,,,,,,,,,,"Centre Médical ""Las Famadas""",,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,42.6979827,,yes,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6854000,,,,,,,,,,,,,,,,"Centre Médical ""Les Eaux Vives""",,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,42.6927960,,yes,,,,,,,,,
,,,,,,,,,173,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2016,,,,,,,,,,,Rue des Festons,,,,,,Pertuis,,,,84120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5076540,,,,,,,,,,,,,,+33 4 32 60 69 35,,"Centre Médical ""Les Festons""",,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,43.6927070,,yes,,,,,,,,,
,,,,,,,,,97,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2012,,,,,,,,,,,Rue Raoul Briquet,,,,,,,,,,62217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7755430,,,,,,,,,,,,,,,Cabinet Médical,Centre Médical 4 As,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,50.2679230,,yes,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4041057,,,,,,,,,,,,,,,,Centre Médical Annie-Enia,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,43.3561453,,yes,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1748261,,,,,,,,,,,,,,,,Centre Médical Aqua Petrus,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,41.4135120,,yes,,,,,,,,,
,,,,,,,,,,,Cadastre. Mise à jour : 2010;survey;knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2090825,,,,,,,,,,,,,,,,Centre Médical Clémenceau,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,3,,,,,,,,,48.8862153,,house,,,,,,,,,
,,,,,,,,,1,,extraction vectorielle v1 cadastre-dgi-fr source : Direction Générale des Impôts - Cadas. Mise à jour : 2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0967816,,,,,,,,,,,,,,,,Centre Médical Fariat,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,48.2939700,,yes,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2781761,,,,,,,,,,,,,,,,Centre Médical Gabriel Péri,,,,,,,,,+33169204242,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,48.7312440,,yes,,,,,doctor,,,,
,,,,,,,,,8,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,Place de la Ricaude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8649296,,,,,,,,,,,,,,,,Centre Médical La Ricaude,,,,,,,,,,,,,,,,,,,,,no,doctors,,,,,,,,,,,,,,,,,43.8886659,,yes,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4357800,,,,,,,,,,,,,,,,Centre Médical La Souvenance,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,43.3522420,,yes,,,,,doctor,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8643891,,,,,,,,,,,,,,,,Centre Médical Le Carrefour,,,,,,,,,,,,,,,,,,,,,yes,doctors,,,,,,,,,,,,,,,,,43.8923973,,yes,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7866865,,,,,,,,,,,,,,,,Centre Médical Le Manuesca,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,43.8325485,,yes,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7285419,,,,,,,,,,,,,,,,Centre Médical Les Granges,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,45.1525156,,yes,,,,,doctor,,,,
,,,,,,,,,180,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2014,,,,,,,,,,,Rue Pierre Curie,,,,,,Guilherand-Granges,,,,07500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8818069,,,,,,,,,,,,,,,,Centre Médical Mistral,,,,,http://www.cmm07.fr/,,,,,,,,,,,,,,,,yes,doctors,,,,,,,,,,,,,,,,,44.9344645,,yes,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2011,,,,,,,,,,,,,,,,,,Pente impraticable entre parking privé et entrée. Utiliser le parking public en face.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1516300,,,,,,,,,,,,,,,,Centre Médical Paul Doumer,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,48.9066690,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8519713,,,,,,,,,,,,,,,,Centre Médical Roland Leclerc,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,48.7706699,,yes,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3377903,,,,,,,,,,,,,,,,Centre Médical Saint-Laurent,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,48.6659755,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-63.0823305,,,,,,,,,,,,,,,,Centre Médical de Concordia,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,18.0677363,,yes,,,,,,,,,
,,,,,,,,,30,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2013,,,,,,,,,,,Avenue Robert Clavé,,,,,,Pessac,,,,33600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6537420,,,,,,,,,,,,,,,,Centre Médical de Pessac,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,44.7912720,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.6254717,,,,,,,,,,,,,,,,Centre Médical des Deux-Rives,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,-20.9518042,,yes,,,,,,,,,
,,,,,,,,,57,,,,,,,,,,,,,Rue Roger Gervolino,,,,,,Nouméa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.4709351,,,,,,,,,,,,,,,,Centre Médical le Vanikoro,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,-22.2652741,,yes,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-61.4553990,,,,,,,,,,,,,,,,Centre Médico Psychologique,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,16.3469152,,yes,,,,,,,,,
,,,,,,,,,,,Direction Générale des Impôts - Cadastre. Mise à jour : 2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2231710,,,,,,,,Centre Psychothérapique de Nancy,,,,,,,,Centre Médico Psychologique des Prés,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,48.7021140,,yes,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5415407,,,,,,,,,,,,,,,,Centre Médico-Psychologique,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,48.7470456,,,,,,,,,,,
,,,psychiatry;chiropractic;paediatrics,,,,,,7,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2011,,,,,,,,,,,Avenue du Maréchal Foch,,,,,,SENLIS,,,,60300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5903260,,,,,,,,,,,,,,,,Centre Médico-Psychologique,,,,,,,,,03 44 53 50 90,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,49.2077730,,yes,,,,,doctor,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8386592,,,,,,,,,,,,,,,,Centre Médico-Social,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,47.3327824,,yes,,,,,centre,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3900011,,,,,,,,,,,,,,,,Centre Médico-Social,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,43.8380373,,yes,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2324200,,,,,,,,,,,,,,,,Centre Médico-Social,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,50.3321190,,yes,,,,,,,,,
,,,,,,,,,148,,,,,,,,,,,,,Rue Jacques Iékawé,,,,,,Nouméa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.4556369,,,,,,,,,,,,,Du lundi au Vendredi - 7h30 - 12h / 13h - 16h,,,Centre Médico-Social de Montravel,,,,,,,,,+687 27 23 70,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,-22.2485537,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4723434,,,,,,,,,,,,,,,,Centre Médico-social,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,49.0315161,,,,,,,,,,,
,,,,,,,,,5,,,,,,,,,,,,,Rue des Tropiques,,,,,,Echirolles,,,,38130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7259272,,,,,Institut Grenoblois Pied et Cheville,,,,,,IGPC,,,,,Centre Ostéo-articulaire des Cèdres,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,45.1505810,,yes,,,,,doctor,,,,
,,,,,,,,,18,,,,,,,,,,,,,Rue du Commerce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2360278,,,,,,,,,,,,,,+33 4 50 04 06 01,,Centre Paramédical,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,46.1942781,,office,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8529050,,,,,,,,,,,,,,,,Centre Paramédical,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,43.6822920,,yes,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2575880,,,,,,,,,,,,,,,,Centre Paramédical Kin'Teba,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,43.3522600,,yes,,,,,,,,,
,,,,,,,,,41,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,flat,,,,,,,,,,2.2537553,,,,,,,,,,,,,Mo-Fr 09:00-16:30,,,Centre Psychothérapique de Jour de Courbevoie,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,1,,,,,,,,,48.9014664,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1964177,,,,3,CRBMS,,,,,,,,,,,Centre Régional de Biologie et de Médecine du Sport,,,,,https://www.cms-nice.fr/,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,43.6772018,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,,,,,,,,operational,,,,,,,,,,,Satellite photogrammetry,,,,,,,-149.6030521,,,,,,,,,,,,,,,,Centre Rééducation Te Tiare,,,,,,,,2017/08/23,,,,,,,,,,,,,,doctors,private,,,,,,,,,,,,hard,,,,-17.5792563,,yes,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,yes,,,,,Chemin des Poudries,,,,,,Bédarrides,,,,84370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8995127,,,,,,,,,,,,,,,,Centre Saint-Marc,,,,,,,3,,+33 4 90 33 02 99,,,,,,,,,,,,,doctors,,,,,,,,,Médecins généralistes,,,,,,,,44.0428052,,yes,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2549460,,,,,,,,,,,,,,,,Centre Zephyr,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,43.3458120,,yes,,,,,,,,,
mall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,,,,,,,,operational,,,,,,,,,,,Aerial photogrammetry,,,,,,,-149.8152147,,,,,,,,,,,,,,,,Centre commercial Kikipa (centre médical),,,,,,,,,,,,,,,,,,,,,,doctors,private,,,,,,,,,,,,hard,,,,-17.4841196,,retail,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7431327,,,,,,,,,,,,,,,,Centre d'Accueil de Jour,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,45.1833690,,yes,,,,,doctor,,,,
,,,radiology,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4538060,,,,,,,,,,,,,,,,Centre d'Analyses Médicales et de Radiologie,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,49.1008310,,yes,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0667305,,,,,,,,,,,,,,,,Centre d'Imagerie Médicale,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,44.6246065,,yes,,,,,,,,,
,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4427944,,,,,,,,,,,,,,,,Centre d'Imagerie Médicale,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,49.3199223,,yes,,,,,,,,,
,,,,,,,,,54,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,Avenue Winston Churchill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5243494,,,,,,,,,,,,,,,,Centre d'Imagerie Médicale,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,48.7675512,,yes,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9812400,,,,,,,,,,,,,,,,Centre d'Imagerie des Tilleroyes,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,47.2439780,,yes,,,,,,,,,
,,,urology,,,,,,20,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,+33320935771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0842998,,,,,,,,Urologie Lilloise,,,,,,,,Centre d'Urologie,,,,,http://urologie-lilloise.com/,,,,+33320121290,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,50.6451334,,yes,,,,,doctor,,,,
,,,radiology,,,,950004788,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,,survey,,,,,,,698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data.gouv.fr:Ministère des Affaires sociales et de la Santé - 05/2014,2.2280079,,,,,,,,,,,,,,,,Centre d'imagerie médicale,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,48.9861502,,yes,,,,,doctor,,,,
,,,,,,,,,14B,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4139710,,,,,,,,,,,,,,,,Centre d'Échographie,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,49.3748630,,yes,,,,,,,,,
,,,,,,,,,,,extraction vectorielle v1 cadastre-dgi-fr source : Direction Générale des Impôts - Cadas. Mise à jour : 2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9810286,,,,,,,,,,,,,,,,Centre de Cardiologie,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,47.2433175,,yes,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6433706,,,,,,,,,,,,,,,,Centre de Dialyse,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,47.6883796,,yes,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1599067,,,,,,,,,,,,,,,,Centre de Médecine et de Traumatologie du Sport,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,48.6800083,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4110411,,,,,,,,,,,,,,,,Centre de Médecine préventive,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,43.3402609,,yes,,,,,,,,,
,,,,,,,,,70,,locale,,,,,,,,,,,Allée du Lauzard,,,,,,,,,,34980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8171029,,,,,,,,,,,,,"Mo-Fr 08:00-12:00; 14:00-18:30, Sa 08:00-12:00",,Radiologie Saint Gély,Centre de Radiologie,,,,,http://radiologiesaintgely.fr/radiologue_montpellier,,,,+33467842222,,,,,,,,,,,,yes,doctors,,,,,,,,,,,,,,,,,43.6767442,,yes,,,,,,,,,
