shop,name:cy,healthcare:speciality,building:part,wikipedia:en,postal_code,source:outline,fhrs:structural,ref:seedcode,is_in,addr:housenumber,note,old:fhrs:id,man_made,electricity,created_by,pharmacy,source,is_in:town,capacity:disabled,health_specialty:physiotherapy,multipolygon,fhrs:local_authority_id,health_specialty:geriatrics,fax,survey:date,short_name,check_date,leisure,note:outline,historic,facebook,name:uk,motor_vehicle,source:area,smoothness,wikimedia_commons,addr:street,name:em,source:name,fixme,name:en,contact:fax,name,designation,addr:postcode,roof:material,addr:state,name:etymology:wikidata,fhrs:rating,disused,opening_hours:minor_injuries,health_specialty:renal_dialysis,amenity_1,Source,loc_name,description,healthcare:speciality:mental_health,not:addr:postcode,operational_status,wikipedia,minor_injuries_unit,access,fhrs:authority,alt_website,fhrs:confidence_management,email,highway,barrier,contact:email,addr:province,fhrs:id,roof:shape,specialism,insurance:health,source:geometry,addr:city,source:building,military,toilets:wheelchair,internet_access,drive_through,fhrs:businesstype,lon,contact:website,roof:colour,layer,private,height,lat,alt_name,fhrs:hygiene,operator,previous_name,fee,ref:university_of_cambridge,area,opening_hours,hospital,contact:phone,addr:housename,healthcare:speciality:rehabilitation,type,start_date,website,brand,telephone,phone,health_specialty:dentistry,old_name,smoking,disused:fhrs:id,addr:village,abandoned,note:wikidata,source:id,historic:operator,architect,wheelchair:description,dispensing,landuse,source:amenity,hospital:for,amenity,operator:type,reg_name,addr:suburb,surface,building:min_level,wikidata,source:postcode,addr:town,emergency,addr:district,building:levels,lit,FIXME,source:addr,ref:edubase,addr:full,fence_type,last_check,addr:county,source:addr:postcode,ref:charity,building,building:colour,fhrs:inspectiondate,name:gd,url,wheelchair,addr:place,outpatients,beds,healthcare,position,addr:country,operator:wikidata
,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital Road,,,,,,Daisy Hill Hospital,,BT35 8DR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Newry,,,,,,,-6.3489169,,,,,,54.1783742,,,Southern Health and Social Care Trust,,,,,,,,,,,,,,,028 3083 5000 ext 2347,,,,,,,,,,,,,,,,hospital,public,,,,,Q2571364,,,yes,,,,,,,,,,,,,,,,,,,,,,hospital,,,
,,,,,,,,,,1A,,,,,,,,,,,,,,,,,,,,,,,,,,,Coleraine Road,,,,,,Dalriada Hospital,,BT54 6EY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.2584278,,,,,,55.1997071,,,,,,,,,,+44 28 2076 2666,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,Darent Valley Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,0.2549568,,,,,,51.4374945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,yes,,,,,,,,,,,,,,,,,,yes,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Davison House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1520414,,,,,,52.1983981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ashton Road,,,,,,DeVitre House,,LA1 5AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lancaster,,,,,,,-2.8034397,,,,,,54.0311542,,,,,,,,,,,,,,,https://www.lancashirecare.nhs.uk/DeVitreHouse,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,hospital,,,
,Inffyrmari Dinbych,,,,,,,,,,,,,,,,,,,,,704057,,,,,,,,,,,,,,,Ruthin Road,,,,Denbigh Infirmary,,Denbigh Infirmary,,LL16 3ES,,,,,,,,,,,,,,,,,,Denbighshire,,,,,,,,921675,,,,,Denbigh,,,,,,,-3.4108032,,,,,,53.1859203,Denbeigh Community Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GB,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dene Road,,,,,,Dene Barton Community Hospital,,TA4 1DE,,,,,,,,,,,,,,,en:Dene Barton Community Hospital,,,,,,,,,,,,,,,,Taunton,,,,,,,-3.1825922,,,,,,51.0384639,,,Somerset Partnership NHS Trust,,,,,,,,,,,,https://www.nhs.uk/Services/hospitals/Overview/DefaultView.aspx?id=46284,,,+44 1823 431930,,,,,Cotford St. Luke,,,,,,,,,,,hospital,,,,,,Q5256862,,,,,,,,,,,,,Somerset,,,,,,,,,,,,hospital,,GB,
,,,,,,,,,,,,,,,,,bing,,,,,,,,,,,,,,,,,,,,,,,,,,Denmark St Surgery Annexe,,,,,,,,,,,,,Annexe to  Denmark St Surgery,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5528317,,,,,,54.5388080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northgate,,,,,,Dereham Hospital,,NR19 2EX,,,,,,,,,,,,,,,,,,,,,,,,,,814565,,,,,Dereham,,,,,,,0.9444378,,,,,,52.6898205,,,,,,,,,,,,,,,http://www.norfolkcommunityhealthandcare.nhs.uk/The-care-we-offer/Service-search/dereham-hospital/,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,FHRS Open Data,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Derriford Road,,,,,,Derriford Hospital,,PL6 8DH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plymouth,,,,,,,-4.1165136,,,,,,50.4181976,,,,,,,,,,,,,,,http://www.plymouthhospitals.nhs.uk,,,+44 1752 202082,,,,,,,,,,,,,,,,hospital,,,,,,Q5263135,,,yes,,,,,,,,,,,,,,,,,,yes,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Devonshire Neurorehabilitation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.1320445,,,,,,53.3916474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dewi Sant Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.3445012,,,,,,51.5978321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q5268246,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Dewsbury; West Yorkshire; England; UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dewsbury & District Hospital,,WF13 4HS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dewsbury,,,,,,,-1.6489660,,,,,,53.7031771,,,The Mid Yorkshire Hospitals NHS Trust,,,,,,,,,,,,http://www.midyorks.nhs.uk/,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q30279689,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Rough area of hospital,,,,,,Bing;estimation,,,,,,,,,,,,,,,,,,,,,,survey,,,,"Diana, Princess of Wales Hospital",,,,,,,,,,,,,,,,,"en:Diana, Princess of Wales Hospital",,,,,,,,,,,,,,,,,,,,,,,-0.0933514,,,,,,53.5456525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q5271054,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,OS OpenMap Local,,,,,,,,,,,,,,,,,,,,,,,,,,Didcot Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.2591131,,,,,,51.6039956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Speech House Road,,,,,,Dilke Memorial Hospital,Minor Injuries Unit,GL14 3HX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.5213529,,,,,,51.8104157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Doctor Mackinnon Memorial Hospital,,,slate,,,,,,,,,,,,,,,,,,,,,,,,,,gabled,,,,,,,,,,,-5.9117685,,grey,,,,57.2461699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Doddington Community Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0562793,,,,,,52.4989715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dolgellau and Barmouth Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.8812743,,,,,,52.7413013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Doncaster Royal Infirmary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1145481,,,,,,53.5300033,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q5295518,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,local knowledge,,,,,,,,,,,,,,,,,,,,,,,,,+44 1225 721478,Dorothy House Hospice Care,,BA15 2LE,,,,,,,,,,,,,,,,,,,,,,,,info@dorothyhouse-hospice.org.uk,,,,,,,Bradford on Avon,,,,,,,-2.2922055,https://www.dorothyhouse.co.uk/dorothy-house-information,,,,,51.3463360,,,,,,,,,,+44 1225 722988,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,hospital,,GB,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alumwell Close,,,,,,Dorothy Pattison Hospital,,WS2 9XH,,,,,,,,,,,,,,,,,,,,,dwmh.communication@nhs.net,,,,,,,,,,,,,,,,,-2.0021911,,,,,,52.5814901,,,,,,,,,,,,,,,http://www.dwmh.nhs.uk,,,+44 1922 607000,,,,,,,,,,,,,,,,hospital,,,,,,Q28382462,,,no,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dovedale Day Hospital,,DE1 2XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Derby,,,,,,,-1.4668687,,,,,,52.9137451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Struell Wells Road,,,,,,Downe Hospital,,BT30 6RL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Downpatrick,,,,,,,-5.6936323,,,,,,54.3208267,,,,,,,,,,,,,,,,,,028 4483 8191,,,,,,,,,,,,,,,,hospital,,,,,,Q65064595,,,yes,,,,,,,,,,,,,,,,,,,,,,hospital,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dr Gray's Hospital,,,,,,,,,,,,,,,,,en:Dr Gray's Hospital,,,,,,,,,,,,,,,,,,,,,,,-3.3305247,,,,,,57.6446563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q5304529,,,yes,,,,,,,,,,,,,,,,,,,,,,hospital,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Droitwich Spa Hospital (Private),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.1513861,,,,,,52.2668822,,,BMI Healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,hospital,,,
,,,,,,,,,,,,,,,,,Local Knowlege,,,,,,,,,,,,,,,,,,,,,,,,,,Duchy Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5481959,,,,,,53.9878812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q30265240,,,no,,,,,,,,,,,,,hospital,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dulwich Community Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0815917,,,,,,51.4592173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q30292995,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dumbarton Joint Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.5961134,,,,,,55.9484961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q84598648,,,no,,,,,,,,,,,,,,,,,,,,,,hospital,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cargenbridge,,,,,,Dumfries and Galloway Royal Infirmary,,DG2 8RX,,,,,,,,,,,,,,,en:Dumfries and Galloway Royal Infirmary,,,,,,,,,,,,,,,,Dumfries,,,,,,,-3.6617144,,,,,,55.0608846,,,NHS Dumfries and Galloway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q5313810,,,yes,,,,,,,,,,,,,,,,,,,,,,hospital,,,
,,,,,,,,,,,,,,,,,OS OpenMap Local,,,,,,,,,,,,,,,,,,,,,,,,,,Dunbar Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.5410263,,,,,,58.5835269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Porchester Road,,,,,,Duncan Macmillan House,,NG3 6AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1267307,,,,,,52.9784086,,,NHS,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,hospital,,,Mapperley,,,,,,no,,,,,CQC open data,,,,,,,,,,,,,,,,,hospital,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dunston Hill,,,,,,Dunston Hill Hospital,,NE11 9QT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gateshead,,,,,,,-1.6579839,,,,,,54.9467287,,,,,,,,,,,,,,,https://www.nhs.uk/Services/hospitals/Overview/DefaultView.aspx?id=1475,,,+44 191 482 0000,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,OS_OpenData_StreetView,,,,,,,,,,,,,,,,,,,,,,,,,,Dykebar Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.3940230,,,,,,55.8245212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q65065866,,,no,,,,,,,,,,,,,,,,,,,,,,hospital,,,
,,,,,,,,,,,,,,,,,,,,,,63161,,,,,,,,,,,,,,,Chadwick Drive,,,,,,Eaglestone View,,MK6 5LS,,,,,,,,,,,,,,,,,,Milton Keynes,,,,,,,,131635,,,,,Milton Keynes,,,,,,,-0.7400872,,,,,,52.0273631,,,Elysium Healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,Eaglestone - West,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,hospital,,GB,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ealing Hospital NHS Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3464760,,,,,,51.5085666,,,,,,,,,,,,,,,,,,+44 20 8967 5000,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2020-01-13,,,,,,,,,,,,Halberry Lane,,,,,,Earl Mountbatten Hospice,,PO30 2ER,,,,,,,,,,,,,,,,,,,,,,,,,,541551,,,,,Newport,,,,,,,-1.2814021,,,,,,50.7078825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,FHRS Open Data,,,,,,,,,,,,,,,,,,,GB,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Ayrshire Community Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.2731345,,,,,,55.4517070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q5327766,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,East Cleveland Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9376069,,,,,,54.5643022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Lothian Community Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.7994481,,,,,,55.9562454,,,NHS Scotland,,,,,,,,,,,,,,,,,Roodlands Hospital,,,,,,,,,,,,,,hospital,,,,,,Q28406015,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,,,,,,,,,,,has a urgent tratment centre open 07:000-23:00 not a full emergency department,,,,,,,,,,,,,,,,,,,,,,,,,,Swinemoor Lane,,,,,,East Riding Community Hospital,,HU17 0FA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beverley,,,,,,,-0.4147281,,,,,,53.8527846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastbourne District General Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2720661,,,,,,50.7844254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q30279701,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastwick Park Medical Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3694294,,,,,,51.2821845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eccleshill Diagnostic Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.7112521,,,,,,53.8241998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Durdar Road,,,,,,Eden Valley Hospice,,CA2 4SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlisle,,,,,,,-2.9307945,,,,,,54.8707710,,,,,,,,,,,,,,,http://www.evhospice.org.uk/,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
,,,,,HA8 0AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Burnt Oak Broadway,,,,,,Edgware Community Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2737371,,,,,,51.6056637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q30293035,,,no,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,OS_OpenData_StreetView,,,,,,,,,,,,,,,,,,,,,,,,,,Edington Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.7182216,,,,,,56.0556514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Edward Street Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.9987455,,,,,,52.5195235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,visual survey;bing,,,,,,,,,,,,,,,,,,,,Stratford Road,,,,,,Ellen Badger Hospital,,CV36 4AX,,,,,,,,,,,,,,,,,,,,,,,,,,503978,,,,,Shipston-on-Stour,,,,,,,-1.6224336,,,,,,52.0673995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q5364743,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ellen's Glen House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.1491639,,,,,,55.9093627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q5364707,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ellesmere Port Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.9101461,,,,,,53.2671918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,Ellingham Road,,,,,,Ellingham Hospital,,NR17 1AE,,,,,,,,,,,,,,,,,,,,,,,,,,1138139,,,,,Attleborough,,,,,,,0.9894887,,,,,,52.5252886,,,Priory,,,,,,,,,,,,https://www.priorygroup.com/nhs/locations/priory-ellingham-hospital,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,code-point_open,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elmhurst Practice (GP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0214550,,,,,,51.5974994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,no,,,,,,,,,,,,,hospital,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emersons Green NHS Treatment Centre,,BS16 7FH,,,,,,,,,,,,,,,,,,,,,,,,,,666181,,,,,,,,,,,,-2.4841224,,,,,,51.5037657,,,,,,,,,,,,,,,http://www.emersonsgreentreatmentcentre.nhs.uk/,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dorking Road,,,,,,Epsom General Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epsom,,,,,,,-0.2742125,,,,,,51.3263599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ramped routes to all entrances. Dedicated Blue Badge spaces near main entrance (zone A). Toilets not yet checked.,,,,,hospital,,,,,,Q2692584,,,yes,,,,,,,,,,,,,,,,,,yes,,,,,,,
,,,,,,,,,,,The boundary is subject to checking/improvement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Erith and District Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1657873,,,,,,51.4767323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Escort Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7315337,,,,,,52.6162834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,hospital,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wigan Road,,,,,,Euxton Hall Hospital,,PR7 6DY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chorley,,,,,,,-2.6767937,,,,,15,53.6616903,,,Ramsay Health Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,2,,,,,,,,,,,hospital,,,,,,Euxton,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evelina Children's Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1191037,,,,,,51.4984829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q5416238,,,no,,,,,,,,,,,,,,,,,,yes,,,,hospital,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Everton Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.9685991,,,,,,54.6163783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Waterside,,,,,,Evesham Community Hospital,,WR11 1JT,,,,,,,,,,,,,,,,,,,,,,,,,,673941,,,,,Evesham,,,,,,,-1.9487596,,,,,,52.0848055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,minor_injuries,,,,,FHRS Open Data,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,PI/000050643,,,,,,,,,,,,,,,Wonford Road,,,,,,Exeter Mobility Centre,,EX2 4DU,,,,3,,,,,,,,,,,,,,Exeter City,,,,,,,,571517,,,,,Exeter,,,,,,Restaurant/Cafe/Canteen,-3.5117028,,,,,,50.7154828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
