health_facility:type,maxspeed,source:name:oc,healthcare:speciality,contact:postcode,social_facility,name:co,payment:cash,postal_code,CLC:code,ref:FR:FINESS,capacity:parent,children,is_in,addr:housenumber,lit,alt_name_1,electricity,tourism,name:de,source,location,capacity:disabled,image,fax,payment:discover_card,junction,short_name,source:name,ref:FR:SIREN,name:als,leisure,ref:FR:SIRET,historic,facebook,motor_vehicle,foot,internet_access:ssid,source:FINESS,smoothness,wikimedia_commons,addr:street,bmo:type,architect:wikipedia,fixme,name:en,contact:fax,name,official_name,level,type:FR:FINESS,addr:postcode,name:etymology:wikidata,shortest_name,source:geometry:date,ref:mhs,contact:email,maternity,operator_type,CLC:id,disused,type:FR:PLU,source:addr:housenumber:ref,payment:mastercard,bicycle,twitter,parking,loc_name,payment:credit_cards,AUCAME:ID_Unique,source:addr,capacity,network,internet_access:fee,political_division,wikipedia,access,url:merime,source:heritage,boundary,ref,email,highway,barrier,healthcare,name:br,roof:shape,alt_name:br,ref:structurae,contact:twitter,ref:FR:FANTOIR,wall,operator:short_name,inscription:fr,health_facility_type,tracktype,source:geometry,addr:city,source:building,CLC:year,military,toilets:wheelchair,internet_access,old_short_name,health_amenity:type,addr:territoire,maxstay,name:oc,lon,contact:website,survey:date,layer,addr:streetnumber,height,name:source,alt_name,type,operator,name:pl,contact:city,source:alt_name:br,area,opening_hours,contact:phone,addr:housename,description1,whc:inscription_date,source:name:br,heritage,park_ride,start_date,website,contact:housenumber,nohousenumber,capacity:women,source:date,phone,construction,old_name:en,old_name,mhs:inscription_date,ref:FR:NAP,aeroway,architect,dispensing,ref:FR:NAF,url:drac,landuse,source:amenity,roof:levels,source:ref:FR:FINESS,addr:street_1,amenity,operator:type,entrance:width,source:addr:version,updated,surface,building:level,wikidata,hospital:for,payment:notes,social_facility:for,operational_status,emergency,addr:district,building:levels,provided_for,cycleway,note,operator:wikipedia,name:fr,contact:street,AUCAME:ID_Source,description,building:material,note:fr,addr:full,fence_type,emergency_phone,payment:visa,old_name:wikipedia,roof:colour,lat,medical_system:western,building,building:colour,natural,payment:coins,url,wheelchair,addr:place,dog,beds,entrance:step_count,ref:whc,oneway,entrance:step:height,addr:country,heritage:operator,operator:wikidata
,,,intensive,,,,,,,030000087,,,,1,,,,,,,,,,+33 4 70 97 33 03,,,,,,,,,,,,,,,,,Boulevard Denière,,,,,,Centre hospitalier Jacques Lacarin,,,355,03200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vichy,,,,,,,,,,,3.4327423,,,,,,,,,,,,,,,,,,,,,,,http://www.ch-vichy.fr/,,,,,+33 4 70 97 33 33,,,,,,,,,,,,,,,,hospital,public,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,46.1240941,,,,,,,,,,,,,,,FR,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre hospitalier Jean-Martin Charcot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,dry_stone,,,,,,,,,,,,,,,,,2.0629916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.8036351,,,,,,,,,,,,,,,,,
,,,,,,,,,,590000436,,,,,,,,,,,,,,+33 3 27 84 66 13,,,,,,,,,,,,,,,,,,,,,,,Centre hospitalier Le Cateau,,,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,3.5360532,,,,,,,,,,,,,,,,,,,,,,,http://www.ch-lecateau.fr/,,,,,+33 3 27 84 66 66,,,,,,,,,,,,,,,,hospital,public,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,50.1041776,,,,,,,,,,,,,,,,,
,,,,,,,,,,690000088,,,,,,,,,,,,,,,,,,,,,,26690008300012,,,,,,,,,,,,,,,Centre hospitalier Le Vinatier,,,292,,,,,,,,,,,,,,,,,,,,,,,,,fr:Centre hospitalier Le Vinatier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8965931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7466430,,,,,,,,,,,,,,,,,
,,,,,,,,,,440000560,,,,,,,,,,,,,,+33 2 40 31 46 74,,,,,,,,,,,,,,,,,,,,,,,Centre hospitalier Loire Vendée Océan,,,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,-1.8226846,,,,,,,,,Centre hospitalier Loire Vendée Océan,,,,,,,,,,,,,,,,,,,+33 2 40 78 44 00,,,,,,,,,,,,,,,,hospital,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.9947350,,,,,,,,,,,,,,,,,
,,,,,,,,,,970100400,,,,,,,,,,,,,,+33 5 90 52 26 30,,,,,,,,,,,,,,,,,Spring Concordia,,,,Hospital Louis Constant Fleming,,Centre hospitalier Louis Constant Fleming,,,355,97150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saint-Martin,,,,,,,,,,,-63.0740235,,,,,,,,,,,,,,,,,,,,,,,https://www.chsaintmartin.org/,,,,,+33 5 90 52 25 25,,,,,,,,,,,,,,,,hospital,public,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,18.0654981,,,,,,,,,,,,,,,,,
,,,,,,,,,,390000065,,,,2,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2011,,,,+33 3 84 41 03 50,,,,,,,,,,,,,,,,,Montée de l'Hôpital,,,,,,Centre hospitalier Louis Jaillon,,,355,39206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,Saint-Claude,,,,,,,,,,,5.8670067,,,,,,,,,GHT Hôpitaux du Jura,,,,,,,,,,,,,,http://www.hopitaux-jura.fr/ch-st-claude/,,,,,+33 3 84 41 33 33,,,,,,,,,,,,,,,,hospital,public,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,46.3845328,,,,,,,,,,,,,,,,,
,,,,,,,,,,380000174,,,,,,,,,,,,,,+33 4 74 31 32 04,,,,,,,,,,,,,,,,,,,,,,,Centre hospitalier Lucien Hussel,,,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fence,,,,,,,,,,,,,,,,,,,,,,,,,4.8785738,,,,,,,,,,,,,,,,,,,,,,,http://www.ch-vienne.fr/,,,,,+33 4 74 31 33 33,,,,,,,,,,,,,,,,hospital,public,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,45.5363487,,,,,,,,,,,,,,,,,
,,,intensive,,,,,,,080000425,,,,,,,,,,,,,,+33 3 24 58 70 28,,,,,,,,,,,,,,,,,,,,,,,Centre hospitalier Manchester,,,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,direction-hopital-charleville@ch-charleville-mezieres.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6946447,,,,,,,Centre Hospitalier de Charleville-Mézières,,,,,,,,,,,,,,,,http://www.ch-charleville-mezieres.fr/,,,,,+33 3 24 58 70 70,,,,,,,,,,,,,,,,hospital,public,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,49.7613444,,,,,,,,,,,,,,,,,
,,,,,,,,,,220000541,,,,36,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2012,,,,,,,,,,,,,,,,,,,,,Chemin de Kerpuns,,,,,,Centre hospitalier Max Querrien,,,355,22500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,Paimpol,,,,,,,,,,,-3.0362123,,,,,,,,,,,,,,,,CH Max Querrien,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,public,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,48.7724685,,,,,,,,,,,,,,,,,
,,,,,,,,,,290000181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre hospitalier Michel Mazéas,,,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pennospital Mikael Mazheaz,,,,,,,,,,,,,,,,,,,,,,,-4.3185380,,,,,,,,,,,,,,,,,,,,,,,http://ch-douarnenez.bzh/,,,,,+33 2 98 75 10 10,,,,,,,,,,,,,,,,hospital,public,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,48.0842056,,,,,,,,,,,,,,,,,
,,,intensive,,,Centru Uspitalieru d'Aiacciu,,,,2A0000022,,,,,,,,,,,,,,+33 4 95 29 94 60,,,,,,,,,,,,,,,,,,,,,,,Centre hospitalier Notre-Dame de la Miséricorde,,,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7308335,,,,,,,,,,,,,,,,,,,,,,,https://www.ch-ajaccio.fr/,,,,,+33 4 95 29 90 90,,,,,,,,,,,,,,,,hospital,public,,,,,,,,,,,yes,,,,,,,Centre hospitalier Notre-Dame de la Miséricorde,,,,,,,,,,,,41.9230730,,,,,,,,,,,,,,,,,
,,,general;paediatrics;chiropractic;internal;intensive,,,,,,,970400065,,,,,,,,,,,,,,02 62 45 30 00,,,,,,,,,,,,,,,,,,,,,,,Centre hospitalier Ouest Réunion,,,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.3004867,,,-4,,,,,,,,,,,,,,,,,,,,http://www.chr-reunion.fr/,,,,,02 62 45 30 30,,,Centre hospitalier Gabriel Martin,,,,,,,,,,,,,hospital,public,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,-20.9776191,,,,,,,,,,,,,,,,,
,,,,,,,,,,370000903,,,,,,,,,,,,,,+33 2 47 91 32 00,,,,,,,,,,,,,,,,,,,,,,,Centre hospitalier Paul Martinais,,,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0015743,,,,,,,,,,,,,,,,,,,,,,,https://www.ch-loches.fr/,,,,,+33 2 47 91 33 33,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,47.1287167,,,,,,,,,,,,,,,,,
,,,,,,,,,,450000047,,,,,,,,,,,,,,+33 2 38 29 38 13,,,,,,,,,,,,,,,,,,,,,,,Centre hospitalier Pierre Dezarnaulds,,,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,2.6369145,,,,,,,,,,,,,,,,,,,,,,,http://chpdgien.wixsite.com/ch-gien,,,,,+33 2 38 29 38 29,,,,,,,,,,,,,,,,hospital,public,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,47.6902613,,,,,,,,,,,,,,,,,
,,,intensive,,,,,,,950000364,,,,,,,,,,,,,,+33 1 30 75 53 66,,,,,,,,,,,,,,,,,,,,,,,Centre hospitalier René Dubos,,,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95500A113J,,,,,,,,,,,,,,,,,,2.0939121,,,,,,,Centre hospitalier de Pontoise,,,,,,,,,,,,,,,,http://www.ch-pontoise.fr,,,,,+33 1 30 75 40 40,,,,,,,,,,,,,,,,hospital,public,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,49.0607915,,,,,,,,,,,,,,,,,
,,,,,,,,,,920000585,,,,,,,,,,Microsoft Bing orbital imagery,,,,+33 1 40 88 60 30,,,,,,,,,,,,,,,,,,,,,,,Centre hospitalier Rives de Seine - Neuilly-sur-Seine,,,355,,,,,,,,,,,,,,,,,Hôpital de Neuilly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2613266,,,,,,,Hôpital de Courbevoie-Neuilly,,,,,,,,,,,,,,,,http://hopital-courbevoie-neuilly-puteaux.com/,,,,,+33 1 40 88 60 00,,,Centre hospitalier de Courbevoie - Neuilly-sur-Seine,,,,,,,,,,,,,hospital,public,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,48.8903736,,,,,,,,,,,,,,,,,
,,,intensive,,,,,,,140000027,,,,,,,,,,,,,,+33 2 31 61 30 05,,,,,,,,,,,,,,,,,,,,,,,Centre hospitalier Robert Bisson,,,355,,,,,,,,,,,,,,,,,,,,,,,,,fr:Centre hospitalier de Lisieux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2318713,,,,,,,,,,,,,,,,,,,,,,,http://www.ch-lisieux.fr/,,,,,+33 2 31 61 31 31,,,,,,,,,,,,,,,,hospital,public,,,,,,Q2945693,,,,,yes,,,,,,,,,,,,,,,,,,,49.1434060,,,,,,,,,,,,,,,,,
,,,,,,,,,,210987699,,,,,,,,,,,,,,+33 3 80 89 64 99,,,,,,,,,,CHSemur,,,,,,,,,,,,,Centre hospitalier Robert Morlevat,,,355,,,,,,,,,,,,,,,CH_Semur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3424166,,,,,,,,,,,,,,,,,,,,,,,https://www.centre-hospitalier-semur.fr/,,,,,+33 3 80 89 64 64,,,,,,,,,,,,,,,,hospital,public,,,,,,,,,,,yes,,,,,,,,,,,,,3 avenue Pasteur 21140 Semur-en-Auxois,,,,,,47.4957892,,,,,,,,,,,,,,,,,
,,,intensive,,,,,,,470000423,,,,,,,,,,,,,,+33 5 53 69 78 10,,,,,,,,,,,,,,,,,,,,,,,Centre hospitalier Saint-Esprit,,,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6334881,,,,,,,,,,,,,,,,,,,,,,,http://www.ch-agen.fr/,,,,,+33 5 53 69 70 71,,,,,,,,,,,,,,,,hospital,public,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,44.2148783,,,,,,,,,,,,,,,,,
,,,intensive,,,,,,,440000016,,,,11,,,,,,,,,,+33 2 72 27 89 01,,,CH Saint-Nazaire,,,,,,,,,,,,,,Boulevard Georges Charpak,,,,,,Centre hospitalier Saint-Nazaire,,,355,44600,,,,,,,,,,,,,,,,Cité sanitaire,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,Saint-Nazaire,,,,,,,,,,,-2.2600696,,,,,,,Centre hospitalier Georges Charpak,,,,,,,,,,,,,,,,http://www.hopital-saintnazaire.fr,,,,,+33 2 72 27 80 00,,,,,,,,,,,,,,,,hospital,public,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,47.2644084,,,,,,,,,,,,,,,,,
,,,,,,,,,,170000079,,,,,,,,,,,,,,+33 5 46 76 31 12,,,,,,,,,,,,,,,,,,,,,,,Centre hospitalier Saint-Pierre d'Oléron,,,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.3047200,,,,,,,,,,,,,,,,,,,,,,,http://hopitaloleron.net,,,,,+33 5 46 76 31 00,,,,,,,,,,,,,,,,hospital,public,,,,,,,,,,,limited,,,,,,,,,,,,,,,,,,,45.9429530,,,,,,,,,,,,,,,,,
,,,,,,,,,,9701004,,,,,,,,,,,,,,+33 5 90 97 72 24,,,,,,,,,,,,,,,,,,,,,,,Centre hospitalier Sainte-Marie,,,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,-61.3073906,,,,,,,,,,,,,,,,,,,,,,,,,,,,+33 5 90 97 65 00,,,,,,,,,,,,,,,,hospital,public,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,15.8897434,,,,,,,,,,,,,,,,,
,,,,,,,,,,350000188,,,,,,,,,,,,,,+33 2 99 74 14 00,,,,,,,,,,,,,,,,,,,,,,,Centre hospitalier Simone Veil,,,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,-1.2267729,,,,,,,,,,,,,,,,,,,,,,,https://www.ch-vitre.fr/,,,,,+33 2 99 74 14 14,,,,,,,,,,,,,,,,hospital,public,,,,,,Q30270608,,,,,yes,,,,,,,,,,,,,,,,,,,48.1236345,,,,,,,,,,,,,,,,,
,,,,,,,,,,440000271,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2017 + Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre hospitalier Universitaire de Nantes,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,-1.5551253,,,,,,,,,,,,,,,,,,,,,,,https://www.chu-nantes.fr/,,,,,+33 2 40 08 33 33,,,,,,,,,,,,,,,,hospital,public,,,,,,Q2945767,,,,,yes,,,,,,,,,,,,,,,,,,,47.2093415,,,,,,,,,,,,,,,,,
,,,intensive,,,,,,,710978263,,,,,,,,,,,,,,+33 3 85 44 66 99,,,,,,,,,,,,,,,,,,,,,,,Centre hospitalier William Morey,,,355,,,,,,,,,,,,,,,,,nouvel hôpital,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,4.8392774,,,,,,,,,,,,,,,,,,,,,,,http://www.ch-chalon71.fr/,,,,,+33 3 85 44 66 88,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,46.7771133,,,,,,,,,,,,,,,,,
,,,intensive,,,,,,,220000012,,,,,,,,,,,,,,+33 2 96 01 71 11,,,,,,,,,,,,,,,,,,,,,,,Centre hospitalier Yves Le Foll,,,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.7536370,,,,,,,,,,,,,,,,,,,,,,,https://www.ch-stbrieuc.fr/,,,,,+33 2 96 01 71 23,,,,,,,,,,,,,,,,hospital,public,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,48.4940070,,,,,,,,,,,,,,,,,
,,,intensive,,,,,,,800000143,,,,,,,,,,,,,,+33 3 22 25 52 33,,,,,,,,,,,,,,,,,,,,,,,Centre hospitalier d'Abbeville,,,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,direction@ch-abbeville.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8312942,,,,,,,,,,,,,,,,,,,,,,,http://www.ch-abbeville.fr/,,,,,+33 3 22 25 52 00,,,,,,,,,,,,,,,,hospital,public,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,50.1007453,,,,,,,,,,,,,,,,,
,,,,,,,,,,730000049,,,,,,,,,,,,,,+33 4 79 09 60 09,,,,,,,,,,,,,,,,,,,,,,,Centre hospitalier d'Albertville-Moûtiers,,,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5339946,,,,,,,,,,,,,,,,,,,,,,,https://cham-savoie.fr/,,,,,+33 4 79 09 60 60,,,,,,,,,,,,,,,,hospital,public,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,45.4835066,,,,,,,,,,,,,,,,,
,,,,,,,,,,730000262,,,,,,,,,,,,,,+33 4 79 37 48 10,,,,,,,,,,,,,,,,,,,,,,,Centre hospitalier d'Albertville-Moûtiers,,,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3699983,,,,,,,,,,,,,,,,,,,,,,,https://cham-savoie.fr/,,,,,+33 4 79 89 55 55,,,,,,,,,,,,,,,,hospital,public,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,45.6697133,,,,,,,,,,,,,,,,,
,,,intensive,,,,,,,810000505,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre ; mise à jour : 2008,,,,+33 5 63 47 47 48,,,,,,,,,,,,,,,,,,,,,,,Centre hospitalier d'Albi,,,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,direction.hopital@ch-albi.fr,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,2.1439634,,,,,,,,,,,,,,,,,,,,,,,http://www.ch-albi.fr/,,,,,+33 5 63 47 47 47,,,,,,,,,,,,,,,,hospital,public,,,,,,Q30261214,,,,,yes,,,,,,,,,,,,,,,,,,,43.9250095,,,,,,,,,,,,,,,,,
,,,intensive,,,,,,,610000051,,,,25,,,,,,,,,,+33 2 33 32 31 14,,,,,,,,,,,,,,,,,Rue de Fresnay,,,,,,Centre hospitalier d'Alençon,,,355,61000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,direction@ch-alencon.fr,,,,,,,,,,,,,,,,Alençon,,,,,,,,,,,0.0865764,,,,,,,,,,,,,,,,,,,,,,,https://www.ch-alencon.fr/,,,,,+33 2 33 32 30 30,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,48.4264060,,,,,,,no,,,,,,,,,,
,,,,,,,,,,680000544,,,,,,,,,,,,,,+33 3 89 08 30 11,,,,,,,,,,,,,,,,,,,,,,,Centre hospitalier d'Altkirch,,,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2537594,,,,,,,Hôpital Saint-Morand,,,,,,,,,,,,,,,,http://www.ghrmsa.fr/presentation/nos-sites/centre-hospitalier-saint-morand-d-altkirch-428.html,,,,,+33 3 89 08 30 30,,,,,,,,,,,,,,,,hospital,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.6253892,,,,,,,,,,,,,,,,,
,,,,,,,,,,370000879,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,CHICACR,,,,,,,,,,,,,,,,,,,,Centre hospitalier d'Amboise,,,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,contact@chicacr.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9804845,,,,,,,Hôpital Robert Debré,,Centre hospitalier intercommunal Amboise - Château-Renault,,,,,,,,,,,,,,http://www.ch-amboise-chateaurenault.fr,,,,,+33 2 47 23 33 33,,,,,,,,,,,,,,,,hospital,public,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,47.4092098,,,,,,,,,,,,,,,,,
,,,intensive,,,,,,,160000253,,,,,,,,,,,,,,+33 5 45 24 42 83,,,,,,,,,,,,,,,,,,,,,,,Centre hospitalier d'Angoulême,,,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,0.1183945,,,,,,,Hôpital de Girac,,,,,,,,,,,,,,,,https://www.ch-angouleme.fr/,,,,,+33 5 45 24 40 40,,,,,,,,,,,,,,,,hospital,public,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,45.6366171,,,,,,,,,,,,,,,,,
,,,intensive,,,,,,,060000510,,,,107,,,,,,,,,,,,,,,,,,,,,,,,,,,Avenue de Nice,,,,,,Centre hospitalier d'Antibes - Juan-les-Pins,,,355,06600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,Antibes,,,,,,,,,,,7.1162290,,,,,,,Centre hospitalier de la Fontonne,,,,,,,,,,,,,,,,http://www.ch-antibes.fr/,,,,,,,,,,,,,,,,healthcare,,,,,hospital,public,,,,,,Q65017034,,,,,yes,,,,,,,,,,,,,,,,,,,43.6025430,,,,,,,,,,,,,,,,,
,,,,,,,,,,610000069,,,,47,,,,,,,,,,+33 2 33 12 33 10,,,,,,,,,,,,,,,,,Rue Aristide Briand,,,,,,Centre hospitalier d'Argentan,,,355,61200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Argentan,,,,,,,,,,,-0.0202600,,,,,,,Centre hospitalier Maréchal Leclerc,,,,,,,,,,,,,,,,https://www.ch-argentan.fr/,,,,,+33 2 33 12 33 12,,,,,,,,,,,,,,,,hospital,public,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,48.7465864,,,,,,,,,,,,,,,FR,,
,,,intensive,,,,,,,950000307,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010 / CA Argenteuil Bezons,,,,+33 1 34 23 23 00,,,,,,,,,,,,,,,,,,,,,,,Centre hospitalier d'Argenteuil,,,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2357211,,,,,,,Hôpital Victor Dupouy,,,,,,,,,,,,,,,,http://www.ch-argenteuil.fr/,,,,,+33 1 34 23 24 25,,,,,,,,,,,,,,,,hospital,public,,,,,,Q30280051,,,,,yes,,,,,,,,,,,,,,,,,,,48.9423763,,,,,,,,,,,,,,,,,
,,,intensive,,,,,,,130002827,,,,,,,,,,,,,,+33 4 90 49 28 78,,,,,,,,,,,,,,,,,,,,,,,Centre hospitalier d'Arles,,,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,4.6355366,,,,,,,Centre hospitalier Joseph Imbert,,,,,,,,,,,,,,,,http://www.ch-arles.fr/,,,,,+33 4 90 49 29 29,,,,,,,,,,,healthcare,,,,,hospital,public,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,43.6590211,,,,,,,,,,,,,,,,,
,,,intensive,,,,,,,590000758,,,,,,,,,,,,,,+33 3 20 48 10 37,,,,,,,,,,,,,,,,,,,,,,,Centre hospitalier d'Armentières,,,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,2.8689847,,,,,,,,,,,,,,,,,,,,,,,http://www.ch-armentieres.fr/,,,,,+33 3 20 48 33 33,,,,,,,,,,,,,,,,hospital,public,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,50.6836780,,,,,,,yes,,,,,,,,,,
,,,,,,,,,,910000272,,,,,,,,,,,,,,+33 1 64 92 91 28,,,,,,,,,,,,,,,,,,,,,,,Centre hospitalier d'Arpajon,,,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fence,,,,,,,,,,,,,,,,,,,,,,,,,2.2390163,,,,,,,,,,,,,,,,,,,,,,,http://www.ch-arpajon.fr/,,,,,+33 1 64 92 92 92,,,,,,,,,,,,,,,,hospital,public,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,48.5844717,,,,,,,,,,,,,,,,,
,,,intensive,,,,,,,620000034,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2011,,,,+33 3 21 21 10 02,,,,,,,,,,,,,,,,,,,,,,,Centre hospitalier d'Arras,,,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fence,,,,,,,,,,,,,,,,,,,,,,,,,2.7550970,,,,,,,,,,,,,,,,,,,,,,,http://www.ch-arras.fr/,,,,,+33 3 21 21 10 10,,,,,,,,,,,,,,,,hospital,public,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,50.2970330,,,,,,,yes,,,,,,,,,,
