shop,cameras,name:cy,building:part,indoor,addr:parentstreet,survey_date,payment:cash,postal_code,smoking,is_in,addr:housenumber,source:addr:housenumber,old:fhrs:id,ref:store,payment:debit_cards,office,addr:town,addr:state,pharmacy,source,ref:NPLG:UPRN:1,source:number,opening_hours:url,covered,addr:village,fhrs:local_authority_id,fax,survey:date,emergency,food,material,contact:facebook,disused:shop,building:roof:orientation,sponser,addr:hamlet,source:area,addr:terrace,wikimedia_commons,addr:street,source:postal_code,source:name,fixme,name:en,contact:fax,name,wheelchair:description,level,addr:postcode,roof:material,stroller,parking:disabled,payment:credit_cards,payment:contactless,HE_ref,roof:orientation,floors,money_transfer,disused,internet_access,payment:mastercard,opening_hours:pharmacy,opening_hours:post_office,amenity_1,twitter,designation,roof:height,lawyer,medical_supply,payment:american_express,description,alcohol,not:addr:postcode,contact:email,wikipedia,addr:province,fhrs:rating,fhrs:authority,brand:wikidata,ref:cadw,check_date,leasing_number,ref,email,takeaway,phone2,recycling:batteries,fhrs:id,roof:shape,contact:twitter,old_amenity,addr:source,atm,source:geometry,addr:city,source:building,roof:direction,fhrs:name,source:listed_status,toilets:wheelchair,retail,opticians,comment,drive_through,source:location,ref:pol_id,lon,contact:website,roof:colour,layer,height,dispensing_hours,int_name,alt_name,building:roof:shape,operator,brand:wikipedia,previous_name,fixme:addr2,fixme:addr4,currency:GBP,area,opening_hours,contact:phone,addr:housename,old_fhrs:id,heritage,architect,dogs,website,addr:unit,source:height,listed_status,brand,addr:suburb,phone,old_name,source:outline,indoor:level,disused:fhrs:id,room,note:fsha,atm:fee,start_date,deaf:description:en,dispensing,landuse,source:amenity,roof:levels,amenity,addr:street:en,source:shape,parking,telephone,addr:floor,admin_name,wikidata,source:postcode,alt_shop,cuisine,verified,ref:gphc,fhrs:inspectiondate,building:levels,image,note,nhs,addr:locality,branch,FIXME,source:addr,building:material,addr:full,payment:visa,fhrs:localauthoritybusinessID,levels,building:architecture,addr:county,source:addr:postcode,lat,old_shop,building,building:colour,addr:district,store_ref,url,wheelchair,addr:place,branch:ref,historic,parking:access,healthcare,colour,addr:country,heritage:operator,operator:wikidata
,,,,,,,,,,,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High Street,,,,,,Boots Pharmacy,,,BA1 4DF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204553,,,,,,,,,,,,,,,,,,,-2.3915433,,,,,,,,,,,,,,,,Mo-Fr 09:00-18:00; Sa 09:00-13:00; Su off,,,,,,,https://www.boots.com/,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.3964590,,yes,,,,,yes,,,,,,,,,Q6123139
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boots Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.2773645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0685927,,yes,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Common,,,,,,Boots Pharmacy,,,NR14 8AE,,,,,,,,,,,,,,,,,,,,,,,,NR14 8JG,,,,,,,,,,,,,,,648404,,,,,,,Norwich,,,,,,,,,,,,1.2373496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5607804,,yes,,,,,,,,,,,,GB,,
,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New Road Side,,,,,,Boots Pharmacy,,,LS19 6DD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rawdon,,,,,,,,,no,,,-1.6870027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+44 113 2502052,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.8548419,,yes,,Leeds,,,,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Faulkner Street,,,,,,Boots Pharmacy,,,CH2 3BE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chester,,,,,,,,,,,,-2.8767017,,,,,,,,,Boots,,,,,,,,,,,,,,,,,,,,+44 1244 325965,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.1999110,,yes,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Venture Way,,,,,,Boots Pharmacy,,,TA2 8QY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pyramidal,,,,,,Taunton,,,,,,,,,,,,-3.0799560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,51.0301245,,yes,,,,,yes,,,,,,,GB,,
,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,America Lane,,,,,,Boots Pharmacy,,,RH16 3QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0891342,,,,,,,,,Boots,,,,,,,Mo-Fr 08:30-18:00; Sa 08:30-13:00,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0008958,,yes,,,,,yes,,,,,,,,,
,,,,,,,,,,,944,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,Woodborough Road,,,,,,Boots Pharmacy,,,NG3 5QS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428994,,,,,,,Nottingham,,,,,,,,,,,,-1.1201625,,,,,,,,,,,,,,,,Mo-Sa 08:00-17:30,,,,,,,,,,,,Mapperley,+44 115 962 3564,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,https://www.mapillary.com/map/im/BsWvYVa53VbPuFlYe8zPug,,,,,,FHRS Open Data,,,,,,,,,52.9847349,,retail,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boots Pharmacy,,,,,,,,,,,,,,,,Mo-Fr 08:00-24:00; Sa 09:00-24:00; Su 11:00-17:00,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,-1.2466449,,,,,,,,,Boots UK Limited,,,,,,,,,,,,,,,,,,,,+441489589076,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.8858621,,,,,1166,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,Church Gate,,,,,,Boots Pharmacy,,,DE74 2ED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5169,,,,,,,,,,,,,,,,,,,-1.2781895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,FHRS Open Data,,,,,,,,,52.8358674,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"survey, bing",,,,,,,,,,,,,,,,,,,,,,,,,,Boots Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9616976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.2825463,,yes,,,,,yes,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,os_streetview;survey,,,,,,,,,,,,,,,,,,,,Church Street,,,,,,Boots Pharmacy,,,NG9 8GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q6123139,,,,,,,,,,,,,,,,Nottingham,,,,,,,,,,,,-1.2739339,,,,,,,,,,en:Boots UK,,,,,,,,,,,,,,,,,Boots,Stapleford,,Burrows Close Pharmacy,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,website,,,,,,,,,52.9299382,,shop,,,,,,,,,,pharmacy,,,,
,,,,,,,,,,,24,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,Market Place,,,,,,Boots Pharmacy,,,DE75 7AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002,,,,,,,,,,,,,,,,,,,-1.3538602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,FHRS open data,,,,,,,,,53.0140541,,retail,,,,,,,,,,,,,,
,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,West Walk,,,,,,Boots Pharmacy,,,BS37 4AX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57478,,,,,,,,,,,,,,,,,,,-2.4141878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5400461,,,,,,,,Yate,,,,,,,,
,,,,,,,,,,,1326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melton Road,,,,,,Boots Pharmacy Syston,,,LE7 2EQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0718543,,,,,,,,,,,,,,,,,,Boots Pharmacy Syston,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.6999734,,yes,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boots The Chemist,,,BS31 1DX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205410,,,,,,,,,,,,,,,,,,,-2.4986380,,,,,,,,,,,,,,,,,,,,,,,https://www.boots.com/,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.4158701,,yes,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,OS_OpenData_StreetView,,,,,,,,,,,,,,,,,,,,Lake Lock Road,,,,,,Boots The Chemist,,,WF3 4HS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wakefield,,,,,,,,,,,,-1.4773380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.7137476,,yes,,,,,,,,,,pharmacy,,,,
,,,,,,,,,,,34-38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fore Street,,,,,,Boots The Chemist Ltd,,,TA6 3NG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bridgwater,,,,,,,,,,,,-3.0030217,,,,,,,,,,,,,,,,Mo-Fr 09:00-17:30;Sa 09:00-17:30,,,,,,,,,,,,,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somerset,,51.1288066,,yes,,,,,,,,,,pharmacy,,GB,,
chemist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Old Road,,,,,,Boots pharmacy,,,CO15 3AY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bing,,,,,,,,,,,1.1488352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.7950249,,shop,,,,,,,,,,,,,,
,,,,,,,,,,,55,,,,,,,,,bing,,,,,,68638,,,,,,,,,,,,,,High Street,,,,,,Boots the Chemist,,,LU7 1DN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Central Bedfordshire,,,,,,,,,,1173447,,,,,,,Leighton Buzzard,,,,,,,,,,,,-0.6621644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.9164525,,yes,,,,,yes,,,,,pharmacy,,GB,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boots the Chemist,,,CO11 1AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0606676,,,,,,,,,,,,,,,,,,Century House,,,,,https://www.boots.com/en/Store-Locator/Boots-Manningtree-HC,,,,,,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.9456703,,shop,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boots the Chemist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.1613063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.6826954,,,,,,,,,,,,pharmacy,,,,
,,,,,,,,,,,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Station Road,,,,,,Borno Pharmacy,,,CT6 5NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Herne Bay,,,,,,,,,no,,,1.1210552,,,,,,,,,Borno Chemists Ltd,,,,,,,Mo-Fr 09:00-19:00; Sa 09:00-13:30,,,,,,,,,,,,,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.3712610,,yes,,,,,,,,,,pharmacy,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High Street,,,,,,Borno Pharmacy,,,CO14 8BB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Walton-on-the-Naze,Bing,,,,,,,,,,,1.2709838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.8489194,,shop,,,,,,,,,,,,,,
,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frensham Road,,,,,,Bourne Pharmacy,,,GU10 3PX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7903456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1964522,,yes,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Box Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.2540065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.4149006,,yes,,,,,,,,,,pharmacy,,,,
,,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,Shakespeare Road,,,,,,Boyatt Pharmacy,,,SO50 4QP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133833,,,,,,,Eastleigh,,,,,,,,,,,,-1.3607947,,,,,,,,,,,,,,,,,,Boyatt Wood Centre,,,,,,,,,,,+44 2380 653003,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.9778855,,retail,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brook Way,,,,,,Bradley Stoke Pharmacy,,,BS32 9DS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bristol,,,,,,,,,,,,-2.5604136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5401021,,yes,,,,,,Bradley Stoke,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bradway Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5050933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.3186922,,yes,,,,,,,,,,,,,,
,,,,,,,,,,,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hanbridge Avenue,,,,,,Bradwell Pharmacy,,,ST5 8HX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524887,,,,,,,,,,,,,,,,,,,-2.2344848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,FHRS Open Data,,,,,,,,,53.0406342,,yes,,,,,,,,,,pharmacy,,,,
,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home Farm Square,,,,,,Brennen's Pharmacy,,,LE4 0RU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leicester,,,,,,,,,no,,,-1.1538689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.6619887,,yes,,,,,,,,,,,,,,
,,,,,,,,,,,16,,,,,,,,,,,,,,Bridge,,,,,,,,,,,,,,,High Street,,,,,,Bridge Pharmacy,,,CT4 5JY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1102900,,,,,,,Canterbury,,,,,,,,,,,,1.1234701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,FHRS Open Data,,,,,,,,,51.2477741,,yes,,,,,,,,,,pharmacy,,,,
,,,,,,,,,,,1,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,Brynsmoor Road,,,,,,Brinsley Pharmacy,,,NG16 5DD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.3116335,,,,,,,,,,,,,,,,,,,566222,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,FHRS open data;survey,,,,,,,,,53.0406889,,,,,,,,,,,,pharmacy,,,,
,,,,,,,,,,,36,,,,,,,,,Bing;photograph,,,,,,,,,,,,,,,,,,,,Corbets Tey Road,,,,,,Britannia Pharmacy,,,RM14 2AB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2473928,,,,,,,,,,,,,,,,,,,,,,,https://www.britanniapharmacy.com/,,,,,,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,2,,,,,,,,brick,,,,,,,,51.5533213,,retail,,,,,,,,,,pharmacy,,,,
,,,retail,,,,,,,,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leytonstone Road,,,,,,Britannia Pharmacy,,0,E15 1LH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,London,,,,,,,,,,,,0.0049616,http://britanniapharmacy.com/branches/nw2.htm,,,,,,,,Britannia Pharmacy,,,,,,,,+44 20 85558403,,,,,,,,,,,Stratford,,,,,,,,,2017-01,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5495503,,,,,,,,,,,,,,,,
chemist,,,,,,,,,,,50,,,,,,,,,,,,,,,59585,,,,,,,,,,,,,,Queens Road,,,,,,Brittania Pharmacy,,,E17 8PX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515123,,,,,,,London,,,,,,,,,,,,-0.0213929,,,,,,,,,,,,,,,,,,,,,,,,,,,,Walthamstow,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FHRS Open Data,51.5794696,,yes,,,,,,,,,,,,GB,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broadway Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1429087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,51.5908641,,yes,,,,,,,,,,,,,,
,,,,,,,,,,,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,West Hendon Broadway,,,,,,Broadway Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,flat,,,,,,,,,,,,,,,,,,-0.2390390,,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,51.5771440,,yes,grey,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brockhurst Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1533999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.8080601,,yes,,,,,,,,,,pharmacy,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Willerby,,,,,,Brocklehurst Chemists,,,HU5 5JW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kingston upon Hull,,,,,,,,,,,,-0.4089560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.7529103,,yes,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hotham Road South,,,,,,Brocklehurst Chemists,,,HU5 5JX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kingston upon Hull,,,,,,,,,,,,-0.4158247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.7535765,,yes,,,,,,,,,,,,,,
,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Half Moon Lane,,,,,,Brockwell Park Pharmacy,,,SE24 9JU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362828,,,,,,,,,,,,,,,,,,,-0.1005079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.4529831,,yes,,,,,,,,,,,,,,
,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brook Parade,,,,,,Brook House Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0753434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,51.6195465,,retail,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brookside Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.3272263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.4051863,,yes,,,,,,,,,,pharmacy,,,,
,,,,,,,,,,,782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Whalley New Road,,,,,,Brownhill Phamacy,,,BB1 9BA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blackburn,,,,,,,,,,,,-2.4791833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+44 1254 249016,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.7754627,,yes,,,,,,,,,,,,,,
,,,,,,,,,,,7,,,,,,,,,,,,,,,PI/000402975,,,,,,,,,,,,,,Churchill Parade,,,,,,Brutons Pharmacy,,,B75 7LD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600417,,,,,,,Sutton Coldfield,,,,,,,,,,,,-1.7896325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5630966,,retail,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buckleys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3101448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.3136772,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,PI/000022073,,,,,,,,,,,,,,Levitts Road,,,,,,Bugbrooke Pharmacy,,,NN7 3QN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South Northamptonshire,,,,,1035471,,,,,172041,,,,,,,Northampton,,,,,,,,,,,,-1.0072368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.2111846,,yes,,,,,,,,,,pharmacy,,GB,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reading Road,,,,,,Burghfield Pharmacy,,,RG7 3YL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Burghfield Common,OS_OpenData_StreetView,,,,,,,,no,,,-1.0562008,,,,,,,,,Pillboc Chemists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.3987744,,yes,,,,,,,,,,pharmacy,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Burns Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.8369729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.6332138,,yes,,,,,,,,,,pharmacy,,,,
