healthcare_1,healthcare:speciality,building:part,social_facility,postal_code,contact:yelp,is_in,addr:housenumber,contact:alt_mobile,religion,electricity,created_by,name:de,source,covered,it:fvg:ctrn:code,Longitude,image,ISTAT,fax,short_name,material,contact:facebook,leisure,foot,addr:street,fixme,name:en,contact:fax,name,wheelchair:description,level,addr:postcode,addr:state,internet_access:fee,disused,internet_access,email:pec,name:it,parking,loc_name,cafeteria,emergency:conditional,operational_status,wikipedia,contact:alt_phone,access,addr:province,ref,email,highway,addr:full,barrier,contact:email,importance,roof:shape,key,contact:twitter,FEATURE_ID,health_specialty:paediatrics,insurance:health,refugees,source:geometry,addr:city,roof,toilets:wheelchair,health_amenity:type,lon,contact:website,layer,height,email_1,alt_name,operator,ele,ref:vatin,fee,service,area,opening_hours,contact:phone,addr:housename,rer_edi_id:ref,elevator,contact:mobile,park_ride,start_date,website,addr:unit,phone,surface,old_name,smoking,name:zh,type,it:fvg:ctrn:revision,aeroway,landuse,wheelchair,amenity,operator:type,addr:place,addr:hamlet,reg_name,telephone,official_name,Latitude,wikidata,social_facility:for,water_source,information,emergency,building:levels,contact:instagram,note,operator:wikipedia,name:fr,ref:corine_land_cover,name:nl,description,healthcare,fence_type,linkpdf,first_aid,levels,trees,what3words,lat,building,url,roof:levels,wifi,name:fur,beds,oneway,addr:country,operator:wikidata
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Istituto Fisioterapico di Riabilitazione Clara Franceschini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0503933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.2516619,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,National Cancer Institute,,Istituto Nazionale dei Tumori,,,,,,,,,Istituto Nazionale dei Tumori,,,,,,it:Fondazione IRCCS Istituto nazionale dei tumori,,,,,,,,,,,,,,,,,,,,,,,9.2305318,,,,,,Fondazione IRCCS Istituto Nazionale dei Tumori,,,,,,,,,,,,,1928,http://www.istitutotumori.mi.it/,,,,Istituto Nazionale Vittorio Emanuele III per lo Studio e la Cura del Cancro,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.4743844,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Istituto Neurologico Carlo Besta,,,,,,,,,,,,,,,en:Carlo Besta Neurological Institute,,,,,,,,,,,,,,,,,,,,,,,9.2302239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,Q5041465,,,,,3,,,,Institut de neurologie Carlo Besta,,,,,,,,,,,45.4771307,hospital,,1,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Istituto Oncologico Veneto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.8936870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.4033973,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Istituto Ortopedico Galeazzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1738263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.5226256,hospital,,,,,,,,
,,,,,,,,,,,,,http://dati.emilia-romagna.it/dato/item/11-11-uso-del-suolo-2008.html,,,,,,,,,,,,,,,,Istituto Ortopedico Rizzoli - Ospedale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3432630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,hospital,,,,,,,,,,,,,,,,,,1214,,,,,,,,,,44.4814033,,,,,,,,,
,,,,,,,,,,,,,http://dati.emilia-romagna.it/dato/item/11-11-uso-del-suolo-2008.html,,,,,,,,,,,,,,,,Istituto Ortopedico Rizzoli - Poliambulatorio - Centro di Ricerca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3414161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,hospital,,,,,,,,,,,,,,,,,,1214,,,,,,,,,,44.4763167,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Istituto Ortopedico del Mezzogiorno d'Italia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.6691779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,no,,,,,,,,,,,,,,,,38.1144558,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Istituto Ospedaliero di Sospiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1600465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,45.1078392,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Istituto Ospedaliero di Sospiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1601436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,45.1078413,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Istituto Policlinico San Donato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2765858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.4111776,yes,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Istituto Privato di Riabilitazione Madre della Divina Provvidenza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.8273876,,,17.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,no,,,,,,,,,,,,,,,,43.4474156,yes,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Istituto S.Giovanni Di Dio Fate Bene Fratelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.6753999,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.6996373,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Istituto Sant'Anna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3685170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.4909700,no,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Via Aprutina,,,,Istituto Santo Stefano,,,62018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Porto Potenza Picena,,,,13.6937164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.3684659,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Istituto Scientifico Romagnolo per lo Studio e la Cura dei Tumori (I.R.S.T.) S.r.l.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0647205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.1250142,yes,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Istituto Scientifico di Nervi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0296596,,,,,Ospedale di Nervi,Fondazione Salvatore Maugeri,,,,,,,,,,,,,,https://www.fsm.it/,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.3849084,yes,,,,,,,,
,,,,,,,13,,,,,,,,,,,,,,,,,,Via per Revislate,,,,Istituto Scientifico di Riabilitazione di Veruno - Fondazione Salvatore Maugeri,,,28010,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,Veruno,,,,8.5331920,http://www.fsm.it,,,,,,,,,,,,+39 0322 884711,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,no,,,,,,,,,,,,,,,,45.6957583,,,,,,,,IT,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Istituto Villa Marelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1932791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.4965018,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Via di Acqua Bullicante,,,,Istituto delle Figlie di San Camillo - Ospedale M. G. Vannini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5433497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.8815579,,,,,,,,,
,,,,,,,27,,,,,,,,,,,,,,,,,,Via Parco Vecchio,,,,Istituto di Cura Città di Pavia,,,27100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pavia,,,,9.1667091,,,,,,Gruppo San Donato,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,private,,,,,,,,,,,no,,,,,,,,,hospital,,,,,,,45.1923105,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Istituto di riabilitazione ""Salvatore Maugeri""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9110053,,,,,,,,,,,,,,,,,,,,https://www.fsm.it/istituto.php?id=3010,,+39 0331 829111,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7195330,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Istituto di riabilitazione e di cura Santa Margherita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1718411,,,,,,,,,,,,,,,,,,,,http://www.asppavia.it/web/html/client.aspx?did=253,,,,,,,,,,,,hospital,,,,,,,,,,,,no,,,,,,,,,hospital,,,,,,,45.1963962,,,,,,,,,
,oncology,,,,,,,,,,,,,,,,,,,,,,,,,,,,Istituto di ricovero e cura a carattere scientifico - Centro regionale oncologico Basilicata,,,,,,,,,,,,,,,it:IRCCS - CROB,,,,,,,,,,,,,,,,,,,,,,,15.6740095,,,,,,,,,,,,,+39 0972 726111,,,,,,1989,http://www.crob.it/,,,,,,,,,,,,hospital,,,,,,,,Q3788792,,,,,,,,,,,,,hospital,,,,,,,40.9319235,,,,,,,,,
,,,,,,,292,,,,,,,,,,,,,,,,,,Via Portuense,,,,"Istituto nazionale per le malattie infettive ""Lazzaro Spallanzani""",,,,,,,,,Lazzaro Spallanzani,,,,,,,,,,,,,,,,,,,,,,,,,Roma,,,,12.4606590,,,,,,,,,,,,,,,,,,,,http://www.inmi.it/,,,,,,,,,,,,hospital,,,,,,,,Q3803781,,,,,,,,,,,,,,,,,,,,41.8679126,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Istituto oncologico ""Giovanni Paolo II""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8589929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1055241,,,,,,,,,
,oncology,,,,,,,,,,,,,,,,,,,,,,,,,,,,Istituto per la Ricerca e la Cura del Cancro Candiolo (IRCCS),,,,,,,,,,,,,,,,,,,,,,,hedge,,,,,,,,,,,,,,,7.5661154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,44.9687723,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Italian Red Cross volunteers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4836069,,,,,,Italian Red Cross,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,no,,,,,,,,,,,,,,,,40.2893174,,,,,,,,,
,,,,,,,,,,,,Krankenhaus Brixen,,,,,,,,,,,,,,,,,Krankenhaus Brixen - Ospedale Bressanone,,,,,,,,,Ospedale Bressanone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6464246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,hospital,,,,,,,,Q30270035,,,,yes,,,,,,,,,,,,,,,,46.7256776,,,,,,,,,
,,,,,,,,,,,,Krankenhaus Bruneck,,,,,,,,,,,,,,,,,Krankenhaus Bruneck - Ospedale Brunico,,,,,,,,,Ospedale Brunico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.9343996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,46.7995291,,,,,,,,,
,,,,,,,,,,,,Krankenhaus Sterzing,,,,,,,,,,,,,,,,,Krankenhaus Sterzing - Ospedale Vipiteno,,,,,,,,,Ospedale Vipiteno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4252648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,hospital,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,46.8978983,yes,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,La Colletta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6631088,,,,,,,,,,,,,,,,,,,,http://www.asl3.liguria.it/ospedali/la-colletta-arenzano.html,,+39 010 84981,,,,,,,,,yes,hospital,,,,,,,,,,,,no,,,,,,,,,,,,,,,,44.4007791,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Madonnina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2217907,,,,,,ULSS 9,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.6696145,,,,,,,,,
,,,,,,,9/7,,,,,,,,,,,,,,,,,,Via Altura,,,,Madre Teresa di Calcutta,,,40139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bologna,,,,11.3969348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.4643888,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marrelli Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.1096078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,no,,,,,,,,,hospital,,,,,,,39.0772325,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mater Dei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8515161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1120987,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mater Dei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8857253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,no,,,,,,,,,hospital,,,,,,,41.0984138,yes,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matteo Pagliari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.1217860,,,,,,,,,,,,,,,,,,,,,,+39 099 8801512,,,,,,,,,,hospital,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,40.5830095,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medicina Universitaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5234642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.4539794,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mellino Mellini - Richiedei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8863646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.5999870,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Misericordia del Galluzzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2239065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,43.7366712,yes,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Misericordia di Impruneta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2558485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6843276,yes,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Misericordia di Pisa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3728364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,43.7098095,yes,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Montalcino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4927062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0593819,,,,,,,,,
,,,,,,,37,,,,,,,,,,,,,,,,,,Via Montecatone,,,,Montecatone Rehabilitation Institute,,,40026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6324119,,,,,,,,,,,,,,,,,,,,http://www.montecatone.com/home,,+39 0542 632811,,,,,,,,,,hospital,,,,,,,,Q50035496,,,,,,,,,,,,,hospital,,,,,,,44.3481985,hospital,,,,,,,,
,,,,,,,300,,,,,,,,,,,,,,,,,,Via Milanese,,,,Multimedica,,,20099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2181783,,,,,,,,,,,,24/7,,,,,,,,https://www.multimedica.it/,,02242091,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.5362331,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Multimedica - Clinica Santa Maria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8708324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,45.6006240,,,,,,,,,
,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Mutua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2373234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.5013360,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neuropsichiatria infantile territoriale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7805280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.1542670,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nostra Famiglia - Lungodegenza/Riabilitazione per Disabili Gravi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2888133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7861794,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nostra Signora di Montallegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2138288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.3593458,,,,,,,,,
,,,,,,,280,,,,,,,,,,,,,,,,,,Via Flaminia Nuova,,,,Nuova Villa Claudia Casa di Cura convenzionata,,,00191,,,,,,,,,,,,,,,,,segreteria@nuovavillaclaudia.it,,,,,,,,,,,,,,Roma,,,,12.4740636,,,,,,,,,,,,,,,,,,,,https://www.nuovavillaclaudia.it/,,+39 06 36 79 71,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.9519383,,,,,,,,IT,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nuovo Ospedale Apuano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0977017,,,,,,ASL 1,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,44.0195208,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nuovo Ospedale Civile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7922341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.5298792,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nuovo Ospedale San Giovanni di Dio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2027401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,Q3879862,,,,yes,,,,,,,,,,,,,,,,43.7587494,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nuovo Ospedale degli Infermi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0609286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.5435541,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nuovo Policlinico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.3544873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,construction,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0623462,,,,,,,,,
,,,,,,,4,,,,,,,,,,,,,,,,,,Via Inzani,,,,Nuovo Robbiani,,,26015,,,,,,,,,,,,,,,,,info@nuovorobbiani.it,,,,,,,,,,,,,,Soresina,,,,9.8702732,,,,,,,,,,,,,,,,,,,,https://www.nuovorobbiani.it/,,+39 0374 415411,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.2820157,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O.O. R.R. S. Giovanni di Dio e Ruggi D'Aragona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.7654551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.6823214,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OO.RR. San Giovanni di Dio Ruggi d'Aragona - Scuola Medica Salernitana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8270165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,40.6499669,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Obitorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.4238916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1475874,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Viale Risorgimento,,,,Obitorio Comunale,,,54100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Massa,,,,10.1440385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,hospital,,,,1,,,44.0290268,,,,,,,,,
,geriatric,,,,,,,,,,,,,,,,,,,,,,,,,,,,Opera Pia Lupis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.7190109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,no,,,,,,,,,,,,,,,,36.9183135,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital,,Ospedale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.4202766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.8170045,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ospedale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6603968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.6445030,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ospedale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1567445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.5735468,yes,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ospedale ""Ascoli-Tomaselli""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0749483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,"Presidio Ospedaliero ""Ascoli-Tomaselli""",,,,,,,,,,,,,,,,,,,,,,37.5284747,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ospedale ""Binaghi""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1383551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.2103594,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ospedale ""Costanzo e Gaetano Mazzoni""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6182388,,,,,,ASUR Marche area vasta 5,,,,,,,,,,,,,,,,,,"Ospedale Generale Provinciale ""Costanzo e Gaetano Mazzoni""",,,,,,,,hospital,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,42.8504386,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ospedale ""Domenico Lentini""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.8381783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,40.0522780,yes,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ospedale ""Felice Lotti""",,,,,,,,,,,,,,,it:Ospedale Felice Lotti,,,,,,,,,,,,,,,,,,,,,,,10.6336788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,hospital,,,,,,,,Q3886601,,,,yes,,,,,,,,,,,,,,,,43.6602955,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ospedale ""Francesca Fallacara""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9273858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,41.0660004,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ospedale ""Francesca Fallacara"" Padiglione Nord",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9259521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0683954,,,,,,,,,
