health_facility:type,shop,office,healthcare:speciality,building:part,description:de,social_facility,building:type,addr:housenumber,toilets,fenced,addr:state,ele,source,image,fax,survey:date,name_alt,emergency,fixme,leisure,historic,ref:gdke,wikimedia_commons,addr:street,contact:facebook,name:en,contact:fax,name,wheelchair:description,addr:postcode,roof:material,ref:bldam,internet_access:fee,roof:orientation,registration_hours,disused,internet_access,health_specialty:psychiatry,designation,roof:height,provided_for:adolescent,loc_name,building:name,source:addr,capacity,wikipedia,language:others,access,check_date,ref,email,highway,building:height,barrier,contact:email,roof:shape,building:use,health_specialty:psychotherapy,health_specialty:psychiatrics,source:geometry,addr:city,roof:direction,language:de,health_person:type,toilets:wheelchair,provided_for:child,lon,contact:website,roof:colour,layer,height,alt_name,building:roof:shape,construction_date,operator,short_name,service,area,opening_hours,contact:phone,addr:housename,vehicle,start_date,website,heritage:description:de,health_specialty:rheumatology,heritage,telephone,source:date,phone,old_name,smoking,opening_hours:signed,note_de,source:url,landuse,wheelchair,contact:mail,amenity,operator:type,addr:hamlet,addr:suburb,official_name,building:min_level,wikidata,social_facility:for,health_specialty:cardiology,medical_system:western,addr:district,building:levels,note,kvl_hro:type,old_amenity,description,TMC:cid_58:tabcd_1:LocationCode,building:material,healthcare,fence_type,kvl_hro:amenity,health_specialty:orthopaedics,lat,addr:subdistrict,building,building:colour,url,roof:levels,addr:place,TMC:cid_58:tabcd_1:LCLversion,TMC:cid_58:tabcd_1:Class,year_of_construction,healthcare:for,addr:country,heritage:operator,operator:wikidata
,,,,,,,,,,,,,,,,,,,,,,,,,,,,N26 Klinik und Poliklinik für Anästhesiologie,,,,,,,,,,,,,,,,,,,,,,N26,,,,,,,,,,,,,,,,,9.9755347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,53.5932402,,hospital,,,,,,,,,,,
,,,,,,,,7,,,,,,,,,,,,,,,,Bonifatiusstraße,,,,Naturana,,36364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bad Salzschlirf,,,,,,9.5008414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,50.6207749,,yes,,,,,,,,,DE,,
,,,neurology,,,,,3-7,,,,,,,,,,,,,,,,Hubertusstraße,,,,Neurologische Klinik,,35619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Braunfels,,,,yes,,8.3944572,,,,,,,,,,,,,,,,,http://www.bdh-klinik-braunfels.de/,,,,,,+49 6442-9360,,,,,,,yes,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,50.5150051,,hospital,,,,,,,,,DE,,
,,,,,,,,92,,yes,,,,,,,,,,,,,,Dornheimer Ring,,,,Nierenzentrum Mannheim,,68309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mannheim,,,,,,8.5110490,,,,,,,,,,,,,,,,,http://www.nierenzentrum-mannheim.de/,,,,,,+49 621 727400,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,49.5181317,,,,,,,,,,,DE,,
,,,,,,,,2,,,,,,,+49 4681 5001440,,,,,,,,,Osterstraße,,,,Nordsee-Fachklinik Sonneneck,,25938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wyk auf Föhr,,,,,,8.5555491,,,,,,,,,,,,,,,,,https://www.rehaklinik.net/website/pages/klinik.php,,,,,,+49 4681 5001421,,,,,,,yes,,clinic,,,,,,,,,,,,,,,,,,rehabilitation,,,,54.6805790,,,,,,,,,,,DE,,
,,,,,,,,,,,,,local inspection,,,,Haus 1,,,,,,,,,,,Notfallambulanz,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,8.8385881,,,,,,,,Klinikum Bremen-Mitte gGmbH,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,Interdisziplinäres Notfall-Kompetenzzentrum,,,,,,,,,,,,,,,,,,53.0749791,,yes,,,,,,,,,,,
,,,psychiatry,,,,,,,,,,,,,,,,,,,,,,,,,O25 Poliklinik für Psychosomatik und Psychotherapie,,,,,,,,,,,,,,,,,,,,,,O25,,,,,,,,,,,,,,,,,9.9769727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,53.5905442,,hospital,,,,,,,,,,,
,,,orthopaedics,,,,,1021b,,,,,,,,,,,,,,,,Aachener Straße,,,,ORTHOPARC,,50858,,,,,,,,,,,,,,,,,,,,,,,,,,,medical,,,,Köln,,,,,,6.8610403,,,,,,,,,,,,,,,,,https://www.orthoparc.de/,,,,,,,,,,,,,limited,,clinic,,,,ORTHOPARC Klinik für Orthopädie in Köln ,,,,,,,,,,,,,,clinic,,,,50.9376493,,yes,,,,,,,,,DE,,
,,,,,,,,46,,,,,,,,,,,,,,,,Am Glubigsee,,,,Oberbergklinik,,15864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wendisch-Rietz,,,,,,14.0074147,,,,,,,,,,,,,,,,,https://www.oberbergkliniken.de/berlin-brandenburg.html,,,,,,+49 33679 64100,,,,,,,yes,,clinic,,,,,,,,,,,,,,,,,,,,,,52.1925810,,yes,,,,,,,,,,,
,,,,,,,,7,,,,,,,,,,,,,,,,Waldstraße,,,,Odenwaldklinik Klinik für Rehabilitation u. Prävention,,64732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bad König,,,,,,9.0032433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,49.7377855,,yes,,,,,,,,,,,
,,,orthopaedics,,,,,32-38,,,,,,,,,,no,,,,,,Landgrafenstraße,,,,Orthopädische Fachklinik Kurköln,,53474,,,,,,,,,,,,,,,,,,,,,info@kliniken-badneuenahr.com,,,,,,,,,,Bad Neuenahr-Ahrweiler,,,,,,7.1443092,,,,,,,,,,,,,,Kur Klinik Köln,,,https://www.kliniken-bad-neuenahr.de/fachklinik-kurkoeln/,,,,,,+49 2641 74-0,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,50.5439744,,hospital,,,,,,,,,DE,,
,,,orthopaedics,,,,,5,,,,,,,+49 6442 / 939-182,,,,,,,,,Hasselbornring,,,,Orthopädische Klinik Braunfels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Braunfels,,,,,,8.3832812,,,,,,,,,,,,,,,,,http://www.okb-online.de/,,,,,,+49 6442/939-0,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,50.5256461,,hospital,,,,,,,,,,,
,,,orthopaedics,,,,,34,,,,,,,,,,,,,,,,Reepschlägerbahn,,,,Orthopädische Klinik Dr. Dunckelmann,,24937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flensburg,,,,,,9.4299440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,limited,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,54.7872034,,yes,,,,,,,,,DE,,
,,,,,,,,21,,,,,,,,,,,,,,,,Horkaer Straße,,,,Orthopädisches Zentrum Rothenburg,,02929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rothenburg/Oberlausitz,,,,,,14.9647782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,clinic,,,,,,,,,,,,,,,,,,,,,,51.3288196,,yes,,,,,,,,,DE,,
,,,,,,,,14,,,,,,,,,,,,,,,,Am Königshörn,,,,Ostseeklinik Königshörn,,18551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glowe,,,,,,13.4736392,https://www.ostseeklinik.de/,,,,,,,,,,,,,,,,,,,,,,+49 38302 730,,,,,,grass,yes,,clinic,,,,,,,,,,,,,,,,,,rehabilitation,,,,54.5705955,,,,,,,,,,,DE,,
,,,dialysis,,,,,12,,,,,,,,,,,,,,,,Ochsenweberstraße,,,,PHV-Dialysezentrum Hamburg-Nord,,22419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hamburg,,,,,,10.0117166,,,,,,,,PHV – Der Dialysepartner Patienten-Heimversorgung Gemeinnützige Stiftung,,,,"Mo,We,Fr 06:30-19:30; Tu,Th,Sa 06:30-14:00",,,,,https://www.phv-dialyse.de/hamburg-nord/,,,,,,,,,,,,,,,clinic,public,,,,,,,,,,,,,,,,,clinic,,,,53.6700067,,yes,,,,,,,,,,,
,,,,,,,,31,,,,,,,+49 3301-58 68 -33,,,no,,,,,,Lehnitzstraße,,,,PHV-Dialysezentrum Oranienburg,,16515,,,,,,,,,,,,,,,,,,,,,oranienburg@phv-dialyse.de,,,,,,,,,,Oranienburg,,,,,,13.2445694,,,,,,,,,,,,,,,,,https://www.phv-dialyse.de/oranienburg/,,,,,,+49 3301 58680,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,52.7531934,,yes,,,,,,,,,DE,,
,,,psychiatry,,,,,22,,,,,Bing,,,,,,,,,,,Kurstraße,,,,"Panorama Fachkliniken, Akutkrankenhaus",,88175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scheidegg,,,,,,9.8586138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,psychotherapist,,,,47.5739571,,yes,,,,,,,,,DE,,
,,,,,,,,16,,,,,,,,,,,,,,,,Kurstraße,,,,"Panorama Fachkliniken, Privatklinik Hubertus",,88175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scheidegg,,,,,,9.8579817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,47.5753394,,yes,,,,,,,,,DE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Park-Klinik Bad Hermannsborn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0573853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,51.7643903,,,,,,,,,,,,,
,,,,,,,,1,,,,,,,,,,,,,,,,Im Schloßpark,,,,Parkklinik,,51429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bergisch Gladbach,,,,,,7.1639350,,,,,Parkklinik Schloß Bensberg,,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,50.9671993,,yes,,,,,,,,,DE,,
,,,,,,,,40-44,,,,,,,,,,,,,,,,Bismarckstraße,,,,Parkklinik Heiligenfeld,,97688,,,,,,,,,,,,,,,,,,,,,info@heiligenfeld.de,,,,,,,,,,Bad Kissingen,,,,,,10.0726873,,,,,,,,,,,,,,,,,https://www.heiligenfeld.de/kliniken/bad-kissingen/parkklinik-heiligenfeld/#,,,,,,+49 971 84 4444,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,psychiatry,,,,50.1956084,,,,,,,,,,,DE,,
,,,,,,,,47,,,,,,,,,,no,,,,,,Rheingauer Straße,,,+49 6124 4883 444,Parkklinik Schlangenbad,,65388,,,,,,,,,,,,,,,,de:Parkhotel Schlangenbad,,,,,,,,,,,,,,,Schlangenbad,,,,,,8.0977626,https://parkklinik-schlangenbad.de/,,,,,,,Parkklinik Wiesbaden Schlangenbad GmbH,,,,,+49 6124 4883488,,,,,,,yes,,,,,,,,,,yes,info@parkklinik-schlangenbad.de,clinic,,,,,,Q2052715,,,,,,,,,,,,clinic,,,,50.0934400,,hospital,,,,,,,,,DE,,
,,,,,,,,6,,,,,,,,,,,,,,,,Im Kreuzfeld,,,+49 5621 706-705,Parkland-Klinik,,34537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bad Wildungen,,,,,,9.0843600,http://www.parkland-klinik.de/,,,,,,,Parkland-Klinik GmbH & Co. Betriebs KG,,,,,+49 5621 706-0,,,,,,,,,,,,,,,,,yes,,clinic,,,Reinhardshausen,,,,,,,,,,,,,,,,,,,51.1078706,,hospital,,,,,,,,,DE,,
,,,,,,,,5,,,,,,,+49 (0) 7525 931599,,,no,,,,,,Schussenrieder Straße,,,,Parksanatorium Aulendorf,,88326,,,,,,,,,,,,,,,,,,,,,info@parksanatorium-aulendorf.de,,,,,,,,,,Aulendorf,,,,,,9.6381673,,,,,,,,,,,,,,,,,https://www.parksanatorium-aulendorf.de/,,,,,,+49 (0) 7525 9310,,,,,,,yes,,clinic,,,,,,,,,,,,,,,,,,,,,,47.9560502,,yes,,,,,,,,,DE,,
,,,child_psychiatry;neurology;psychiatry,,,,,,,,,,,,,,,no,,,,,,,,,,Pfalzklinikum Klingenmünster,,,,,,,,,,,,,,,,,,,,,,,info@pfalzklinikum.de,,,,,,,,,,,,,,,,8.0112024,,,,,,,,,,,,,,,,,https://www.pfalzklinikum.de/standorte/klingenmuenster/,,,,,,+49 6349 900-0,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,49.1535862,,,,,,,,,,,,,
,,,,,,,,1,,,,,,,,,,,,,,,,Kirchhainer Straße,,,,Poliklinik - Arzt,,03238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finsterwalde,,,,,,13.7054649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,51.6363474,,house,,,,,,,,,,,
,,,,,,,,129a,,,,,,,,,,,,,,,,Reilstraße,,,,Poliklinik Reil,,06114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Halle (Saale),,,,,,11.9666981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,51.4964926,,,,,,,,,,,,,
,,,,,,,,8,,,,,,,,,,,,,,,,Schillerstraße,,,,Poliklinik St. Georg,,99817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eisenach,,,,,,10.3267856,,,,,,,,St. Georg-Klinik Eisenach GmbH,,,,,,,,,,,,,,,,,,,,,commercial,,,clinic,,,,,,,,,,,,,,,,,,,,,,50.9770238,,,,,,,,,,,,,
,,,,,,,,1,,,,,,,,,,,,,,,,Melchendorfer Straße,,,,Polyklinik Südpark,,99096,,,,,,,,,,,,,,,,,,,,,,,,,,hipped,,,,,Erfurt,,,,,,11.0425527,,,,,,,,,,,,,,,,,,,,,,,,ETAMA Etikettenfabrik Erfurt,,no,,,,yes,,clinic,,,,,,,,,,,4,,,,,,,,,,,50.9648553,,hospital,,,1,,,,,,DE,,
,,,orthopaedics; surgery,,,,,11a,,,,,,,,,,,,,,,,Wirthstraße,,,,Praxisklinik 2000,,79110,,,,,,,,,,,,,,,,,,,,,info@praxisklinik2000.com,,,,,,,,,"maps4bw (LGL, www.lgl-be.de); Mapbox Satellite",Freiburg im Breisgau,,,,,,7.8144767,,,,,,,,,,,,,,,,,https://praxisklinik2000.com/orthopaede_freiburg.html,,,,,,0761 / 88 85 890,,,,,,,yes,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,48.0240107,,clinic,,,,,,,,,DE,,
,,,orthopaedics,,,,,3,,,,,,,+49 721 2 83 71,,,,,,,,,Ohiostraße,,,,Praxisklinik Dr. med. Klaus Steinhauser,,76149,,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,info@dr-klaus-steinhauser.de,,,,,,,,,,Karlsruhe,,,,,,8.3937395,,,,,,,,Dr. med. Klaus Steinhauser,,,,,,,,,https://www.dr-klaus-steinhauser.de/,,,,,,+49 721 25 825,,,,,,,,,clinic,private,,,,,,,,,,,,,,,,,clinic,,,,49.0303931,,yes,,,,,,,,,DE,,
,,,,,,,,43,,,,,,,,,,,,,,,,Goldener Steig,,,,Praxisklinik Hutthurm,,94116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hutthurm,,,,,,13.4870429,,,,,,,,Dr. med. Joachim Fürst,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,48.6676455,,yes,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,no,,,,,,,,,,Praxisklinik Sudenburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5940776,,,,,,,,,,,,,,,,,http://praxisklinik-magdeburg.de/,,,,,,,,,,,,,limited,,clinic,,,,,,,,,,,,,,,,,,centre,,,,52.1105833,,yes,,,,,,,,,,,
,,,,,,,,10,,,,,,,+49 2736 446944,,,,,,,,,Am Flüßchen,,,,Praxisklinik am Flüßchen,,57299,,,,,,,,,,,,,,,,,,,,,info@praxisklinik-burbach.de,,,,,,,,,,Burbach,,,,,,8.0860468,,,,,,,,,,,,"Mo-Tu 08:00-17:00; We 08:00-15:00, Th 08:00-18:00, Fr 08:00-13:00",,,,,http://www.praxisklinik-burbach.de/,,,,,,+49 2736 5995,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,50.7440790,,yes,,,,,,,,,DE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Praxisklinik am Johannisplatz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3853322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,51.3394921,,,,,,,,,,,,,
,,,ophthalmology;surgery;gynaecology;otolaryngology;internal;orthopaedics;plastic_surgery;urology,,,,,38,,,,,,,,,,no,,,,,,Heimhuder Straße,,,,Praxisklinik am Rothenbaum,,20148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hamburg,,,,,,9.9931270,,,,,,,,,,,,,,,,,https://www.klinikrothenbaum.de,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,53.5668508,,hospital,,,,,,,,,,,
,,,,,,,,2,,,,,,,,,,no,,,,,,Seestraße,,,,Privatklinik Bad Zwischenahn,,26160,,,,,,,,,,,,,,,,,,,,,info@privatklinik-zwischenahn.de,,,,,,,,,,Bad Zwischenahn,,,,,,7.9887725,,,,,,,,,,,,,,,,,https://www.privatklinik-zwischenahn.de/,,,,,,+49 4403 9791 0,,,,,,,,,clinic,,,Rostrup,,,,,,,,,,,,,,,clinic,,,,53.1931063,,hospital,,,,,,,,,DE,,
,,,,,,,,,,,,,,,,,,no,,,,,,,,,,Privatkliniken Dr. Gaertner HNO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6059961,,,,,,,,,,,,,,,,,http://www.gaertnerklinik.de,,,,,,,,,,,,,,,clinic,,,,,,Q23930105,,,,,,,,,,,,clinic,,,,48.1438009,,,,,,,,,,,,,
,,,psychiatry,,,,,11,,,,,,,,,,,,,,,,Zscherbener Straße,,,,Psychiatriezentrum Halle,,06124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Halle (Saale),,,,,,11.9166577,https://www.awo-sachsenanhalt.de/angebote/patienten-und-gesundheit/einrichtungen/awo-psychiatriezentrum-halle.html,,,,,,,AWO Landesverband Sachsen-Anhalt e.V.,,,,,+49 345 69220,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,51.4736433,,,,,,,,,,,DE,,
,,,psychiatry,,,,,32,,,,,bing,,+49 2252 838 7899,,,,,,,,,Nideggener Straße,,,,Psychiatrische Institutsambulanz Marienborn,,53909,,,,,,,,,,,,,,,,,,,,,pia@marienborn-zuelpich.de,,,,,,,,,,Zülpich,,,,,,6.6440544,,,,,,,,Fachklinik für Psychiatrie und Psychotherapie der MARIENBORN gGmbH,,,,24/7Mo - Fr 8.00 - 12.00 Uhr und Mo - Do 12.30 - 16.00 Uhr Fr 12.30 - 14.30 Uhr,,,,,https://www.marienborn-psychiatrie.de/,,,,,,+49 2252 838 780,,,,,,,,,clinic,religious,,,,,,,,,,1,,,,,,,clinic,,,,50.6882433,,yes,,,,,,,,,,,
,,,psychiatry,,,,,,,,,,,,,,,no,,,,,,,,,,Psychiatrische Klinik der MTK-Kliniken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4393216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,50.0885043,,hospital,,,,,,,,,,,
,,,psychiatry,,,,,3,,,,,,,,,,,,,,,,Rosentalstraße,,,,Psychiatrische Tagesklinik,,32423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minden,,,,,,8.9168147,http://www.muehlenkreiskliniken.de,,,,,,,Mühlenkreiskliniken (AöR),,,,"""Termine nach Vereinbarung""",+49 571 829920-0,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,52.2942816,,,,,,,,,,,,,
,,,,,,,,28,,,,,,,,,,,,,,,,Obere Bergstraße,,,,Psychiatrische Tagesklinik Lahr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8698160,,,,,,,,,,,,,+497821954180,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,48.3431052,,yes,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Psychiatrische Tagesklinik des Kreises Herford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5952488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,52.2106838,,yes,,,,,,,,,,,
,,,,,,,,,,,,,,,+49 2202 206-183,,,no,,,,,,,,,,Psychosomatische Klinik Bergisch Land,,,,,,,,,,,,,,,,,,,,,,,info@psk-bg.de,,,,,,,,,,,,,,,,7.0981099,,,,,Psychosomatische Klinik Bergisch Gladbach,,,,,,,,,,,,https://www.psk-bg.de/,,,,,,+49 2202 206-0,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,50.9783858,,,,,,,,,,,,,
,,,,,,,,55,,,,,,,,,,,,,,,,Orannastraße,,,,Psychosomatische Klinik Berus,,66802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Überherrn,,,,,,6.6826963,,,,,,,,,,,,,,,,,http://www.ahg.de/AHG/Standorte/Berus/index.html,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,49.2658758,,yes,,,,,,,,,DE,,
,,,rehabilitation,,,,,52,,,,,,,,,,,,,,,,Ernst-Putz-Straße,,,,Regena,,97769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bad Brückenau,,,,,,9.7608641,,,,,Regena Gesundheits-Resort & SPA,,,,,,,,,,,,https://www.regena.de/,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,50.3070803,,yes,,,,,,,,,DE,,
,,,,,,,,4,,,,,,,+49 941 46502 40,,,,,,,,,Wieshuberstraße,,,,Regensburger Kinderzentrum St. Martin,,93059,,,,,Mo-Th 08:00-17:00; Fr 08:00-12:15,,,,,,,,,,,,,,,,info@kinderzentrum-regensburg.de,,,,,,,,,,Regensburg,,,,,,12.1064555,,,,,,,,Katholische Jugendfürsorge der Diözese Regensburg e.V.,,,,,,,,,https://www.kinderzentrum-regensburg.de/,,,,,,+49 941 46502 0,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,49.0315725,,clinic,,,,,,,,,DE,,
,,,,,,,,56,,,,,,,,,,,,,,,,Kolbermoorer Straße,,,,Reha Zentrum Bad Aibling Klinik Wendelstein,,83043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bad Aibling,,,,,,12.0258544,,,,,,,,Deutsche Rentenversicherung,,,,24/7,,,,,http://klinikwendelstein.de/,,,,,,+49 8061 27 0,,,,,,,yes,,clinic,,,,,,,,,,,,,,,,,,rehabilitation,,,,47.8593303,,,,,,,,,,,DE,,
,,,orthopaedics;physiatry;traditional_chinese_medicine;osteopathy,,,,,18,,,,,,,,,,,,,,,,Rehefelder Straße,,,,Reha-Klinik Raupennest,,01773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Altenberg,,,,,,13.7413368,https://www.raupennest.de/,,,,,,,Johannesbad Raupennest AG & Co. KG,,,,,+49 35056 300,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,rehabilitation,,,,50.7577786,,,,,,,,,,,DE,,
,,,,,,,,5,,,,,,,,,,,,,,,,Carl-Zeiss-Allee,,,,Reha-Klinik Reinhardsquelle,,34537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bad Wildungen,,,,,,9.0806181,,,,,,,,Zeiss Sanatorien GmbH & Co KG,,,,,+49 5621 8080,,,,https://www.klinik-reinhardsquelle.de/,,,,,,,,,,,,,,,clinic,,,Reinhardshausen,,,,,,,,,,,,,,,,,,,51.1139637,,hospital,,,,,,,,,DE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reha-Klinik des Orthopädischen Zentrums,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.9665839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,clinic,,,,,,,,,,,,,,,,,,,,,,51.3280390,,yes,,,,,,,,,,,
,,,,,,,,1,,,,,,,,,,,,,,,,Am Orbtal,,,,Reha-Kliniken Küppelsmühle,,63619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bad Orb,,,,,,9.3587803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,clinic,,,,,,,,,,,,,,,,,,,,,,50.2127119,,yes,,,,,,,,,DE,,
,,,rehabilitation;psychiatry,,,,,20,,,,,,,,,,,,,,,,Kurhausstraße,,,,Reha-Zentrum Bad Kissingen Klinik Rhön,,97688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bad Kissingen,,,,yes,,10.0778780,,,,,Klinik Rhön,,,,,,,,,,,,http://www.rzbk.de,,,,,,+49 971 8502,,,,,,,yes,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,50.1943756,,yes,,,,,,,,,,,
,,,rehabilitation;neurology;orthopaedics;geriatrics,,,,,1,,,,,,,,,,,,,,,,Jakob-Herz-Straße,,,,Reha-Zentrum Roter Hügel,,95445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bayreuth,,,,yes,,11.5280784,,,,,,,,,,,,,,,,,http://www.reha-zentrum-roter-huegel.de/Home.aspx,,,,,,+49 921 3090,,,,,,,yes,,clinic,,,,,,,,,,,,,,,,5498,,,,,,49.9427885,,,,,,,9.00,Area,,,,,
,,,,,,,,21,,,,,,,,,,,,,,,,Eichendorffstraße,,,,Reha-Zentrum am Regenknie,,93149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nittenau,,,,,,12.2656854,http://www.reha-entrum-nittenau.de,,,,,,,,,,,,+49 9436 9500,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,49.1927153,,yes,,,,,,,,,DE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reha-Zentrum am Regenknie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2672502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,49.1924899,,yes,,,,,,,,,,,
,,,,,,,,6,,,,,,,,,,,,,,,,Lindenstraße,,,,Reha-Zentrum-Bad Nauheim-Taunus-Klinik,,61231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bad Nauheim,,,,,,8.7444985,,,,,,,,,,,,,,Taunus-Klinik,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,50.3654476,,yes,,,,,,,,,DE,,
