health_facility:type,healthcare_1,name:cy,healthcare:speciality,building:part,indoor,payment:debit_cards,clinic,health_specialty:traditional_chinese_medicine,postcode,smoking,is_in,addr:housenumber,source:addr:housenumber,addr:state,pharmacy,source,health_specialty:physiotherapy,addr:village,fhrs:local_authority_id,fax,emergency,source:name,leisure,source:area,wikimedia_commons,addr:street,payment:bitcoin,fixme,name:en,contact:fax,name,payment:cash,addr:postcode,roof:material,level,payment:credit_cards,HE_ref,postal_code,health_specialty:general_practice,health_specialty:podiatry,amenity_1,operator,full_name,loc_name,source:addr,power,access,fhrs:authority,generator:output:electricity,ref,email,building:height,barrier,contact:email,addr:province,fhrs:id,roof:shape,building:use,source:geometry,addr:city,source:building,toilets:wheelchair,health_specialty:orthopaedics,health_specialty:dermatology,lon,contact:website,roof:colour,layer,height,lat,alt_name,nhs,generator:source,fee,addr:floor_1,addr:floor_2,area,opening_hours,contact:phone,addr:housename,heritage,website,addr:unit,listed_status,telephone,phone,old_name,source:outline,generator:type,room,dispensing,landuse,roof:levels,amenity,source:shape,operator:type,out-of-hours,addr:suburb,building:min_level,generator:method,wikidata,source:postcode,health_specialty:cardiology,verified,building:levels,image,note,FIXME,description,building:material,health_specialty:acupuncture,last_check,min_height,levels,toilets,addr:county,source:addr:postcode,building,building:colour,medical_system:chinese,website_3,website_2,website_1,name:gd,url,wheelchair,addr:place,building:levels:underground,healthcare,addr:country,heritage:operator
,,,,,,,,,,,,32,,,,,,,,,,,,,,Crossways,,,,,Green Elms Health Centre,,CO15 2NB,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaywick,,,,,1.1171555,,,,,51.7813388,,,,,,,,,,,,https://www.greenelms.co.uk/,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greenford Green Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3398717,,,,,51.5531834,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grove Medical Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5454427,,,,,51.4309068,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,public,,,,,,,,yes,,,,,
,,,,,,,,,,,,,,,yes,OS VectorMap District,,,,,,,,,,,,,,,Grove Medical Centre & Pharmacy,,IP11 9GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3507150,,,,,51.9717921,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guardian Medical Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.6060540,,,,,53.3921713,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,102,,,,,,,,,,,,,,Sydney Street,,,,,HCA Sydney Street,,SW3 6NR,,,,,,,,,,,,,,,,,,,,,,,,,,,London,,,,,-0.1686988,http://www.thelisterhospital.com/about-us/our-treatment-centres/hca-sydney-street/,,,,51.4879121,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,347-352,,,,,,,,,,,,,,Chiswick High Road,,,,,HCA UK Chiswick Outpatients & Diagnostics Centre,,W4 4HS,,,,,,,,,,,,,,,,,,,,,,,,,,,London,,,,,-0.2708089,,,,,51.4927737,,,,,,,,,,Bond House,,https://www.hcahealthcare.co.uk/facilities/the-harley-street-clinic/outpatient-and-diagnostic-centres/hca-uk-at-chiswick-outpatients-and-diagnostics-centre/,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Market Place,,,,,Hadleigh Health Centre,,IP7 5DN,,,,,,,,,,,,,,,,,,,,,,,,,,,Hadleigh,,,,,0.9522424,,,,,52.0428483,,,,,,,,,,Hadleigh Health Centre,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,language;speech_therapy,,,,,,,,,2A,,,,,,,,,,,,,,Primrose Lane,,,,,Halton Medical Practice,,LS15 7HR,,,,,,,,,NHS,,,,,,,,,,,,,,,,,,Leeds,,,,,-1.4727968,,,,,53.7963837,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hanford Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.1957312,,,,,52.9745643,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,10a,,,,,,,,,,,,,,Whiteladies Road,,,,,Harbour Lily,,BS8 1PD,,,,,,,,,,,,,,,,,,,,,,,,,,,Bristol,,,,,-2.6092284,,,,,51.4591045,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hill End Road,,,,,Harefield GP Surgery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4821171,,,,,51.6055746,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,15,,,,,,,,,,,,,,Harley Grove,,,,,Harley Grove Medical Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0276601,,,,,51.5275798,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,2,,,,,,,,,,,,,,Whiteladies Road,,,,,Harley Medical Group,,BS8 1PD,,,,,,,,,,,,,,,,,,,,,,,,,,,Bristol,,,,,-2.6090180,,,,,51.4585584,,,,,,,,,,Thomas Lennard House,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,GB,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harpurhey Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.2132745,,,,,53.5118857,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harrow Road Medical Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0134016,,,,,51.5596160,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haslemere Chiropractic Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7105927,,,,,51.0890755,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,house,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hawick Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.7887205,,,,,55.4224894,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hawthorn Medical Centre,,,,,,,,,,,NHS,,,,,,,,,,,,,,,,,,,,,,,-2.2049782,,,,,53.4422329,,,,,,,,,,,,http://www.hawthornmedicalcentre.org,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,clinic,,
,,,general,,,,,,,,,,,,,,,,,,,,,,,Heath Road,,,,,Haywards Heath Health Centre,,RH16 3BB,,,,,,,,,NHS,,,,,,,,,,,,,,,,,,Haywards Heath,,,,,-0.1042132,,,,,51.0008654,,,,,,,,,,Haywards Heath Health Centre,,,,,,+44 1444 475 700,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,clinic,,
,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,Head Injuries Rehabilitation Unit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4857364,,,,,53.3901452,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,Headingley Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5767099,,,,,53.8209368,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,14,,,,,,,,,,,,,,High Street,,,,,Health By Design,,IP7 5AP,,,,,,,,,,,,,,,,,,,,,,,,,,,Hadleigh,,,,,0.9551798,,,,,52.0421492,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,shop,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.0539136,,,,,53.2871537,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.1271292,,,,,53.1453631,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health For Life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.4329333,,,,,55.5972173,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health Sub Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.2447745,,,,,51.7177651,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health Sub Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.8939770,,,,,54.0421218,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health Visitors and School Nurses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.9424203,,,,,52.9941667,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,travel,,,,,,,,,1b,,,,,,,,,,,,,,Queen Street,,,,,Healthub,,LA1 1RS,,,,1212558,,,,,Queen Square Medical Practice,,,,,,,,,,,,,,,gabled,commercial,,Lancaster,,,,,-2.8014523,,,,,54.0460174,,,,,,,,,,,2,http://www.healthub.org.uk/,,Grade II,,,,,,,,,0,clinic,,,,,,,,,,,2,,,,,,,,,,,,,coach_house,,,,,,,,,,,clinic,,Historic England
,,,,,,,,,,,,,,,,,,,,,,,,,,Wilmot Street,,,,,Heanor Health Centre,,DE75 7EF,,,,,,,,,,,,CQC open data,,,,,,,,,,,,,,,,,,,,-1.3542778,,,,,53.0110155,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,general;paediatrics;dentistry;emergency,,,,,,,,,,,,,,,,,01283222504,,,,,,Civic Way,,,,,Hearthwood Medical Practice,,DE11 0AE,,,,,,,,,NHS,,,,,,,,,,,,,,,,,,Swadlincote,,,,,-1.5598134,,,,,52.7749909,,,,,,,,Mo-Su 07:00-18:00,,,,http://www.heartwoodmedicalpractice.co.uk/,,,,+44 1283818100,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,clinic,,
,,,,,,,,,,,,,,,,bing,,,,,,,,,,,,,,,Heath Cottage Surgery,,,,,,,,,,,The Adam Practice,,,,,,,,,,,,,,,,,,,,,,,-2.0800374,,,,,50.7584495,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heathlands Medical Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.0894091,,,,,53.3819939,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,24,,,,survey,,,,,,,,,,Lower Northam Road,,,,,Hedge End Medical Centre,,SO30 4FQ,,,,,,,,,,,,,,,,,,,,,,,,,,,Southampton,,,,,-1.3008741,,,,,50.9141129,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,Hedge End,,,GB,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Henleaze Physiotherapy Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.6002447,,,,,51.4916230,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,Kennet Centre,,,,,Bing,,,,,,,,,,,,,,,HerbLand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.3232986,,,,,51.4001875,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,chinese remedies,extent / indoor,,,,,,,,,,yes,,,,,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hill Brow Surgery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5099474,,,,,53.5867711,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hillcrest Medical Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.9838570,,,,,53.0493134,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,,High Street,,,,,Hoddesdon Health Centre,,EN11 8BQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0141522,,,,,51.7555043,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,clinic,,
,,,,,,,,,,,,,,,,bing,,,,,,,,,,,,,,,Hodge Hill Primary Care Centre,,B36 8GH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.8010563,,,,,52.5031509,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,64-66,,,,,,,,,,,,,,Lamb's Conduit Street,,,,,Holborn Medical Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,London,,,,,-0.1186589,,,,,51.5222315,,,,,,,,"Mo-We 08:50-20:00, Th 08:50-13:00, Fr 08:50-18:30",,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Homeo Hijama Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.4421107,,,,,53.5681362,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Honicknowle Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.1584987,,,,,50.4103928,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Honor Oak Group Practice,,,,,,,,,,,Honor Oak Group Practice/Lewisham CCG,,,,,,,,,,,,,,,,,,,,,,,-0.0410760,,,,,51.4582558,,,,,,,,,,,,https://www.honoroakgrouppractice.co.uk/,,,,+44 3049 2345,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,,,doctor,,
,,,,,,,,,,,,6,,,,Bing,,,,,,,,,,,,,,,Howard Centre Community Mental Health,,,,,,,NE61 1JD,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.6879825,,,,,55.1707606,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,survey,,,,,,,,,,Derbyshire Lane,,,,,Hucknall & District Orthopaedic Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bing,,,,-1.2060285,,,,,53.0363554,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,clinic,,
,,,,,,,,,,,,54,,,,survey,,,,,,,,,,Curtis Street,,,,,Hucknall Health Centre,,NG15 7JE,,,,,,,,,,,,CQC open data,,,,,,,,,,,,,,,,Bing,,,,-1.2063672,,,,,53.0352335,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,clinic,,
,,,,,,,,,,,,8,,,,,,,,,,,,,,Hunter Street,,,,,Hunter Street Health Centre,,,,,,,,,,,NHS,,,,,,,,,,,,,,,,,,,,,,,-0.1231679,,,,,51.5255854,,,,,,,,,,,,,,,020 3317 2309,,,,,,,,,clinic,,,,,,,,,,,5,,former Royal Free Medical School,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,21,,,,,,,,,,,,,,Staplegrove Road,,,,,Hurley Clinic,,TA1 1DE,,,,,,,,,,,,,,,,,,,,,,,,,,,Taunton,,,,,-3.1069640,,,,,51.0194442,,,,,,,,,,,,http://www.hurleyclinic.com/,,,,+44 1823 618233,,,,,,,,clinic,,,,North Town,,,,,,,2,,,,,,,,,,,Somerset,,yes,,,,,,,,,,,clinic,GB,
,,,,,,,,,,,,,,,,,,,,,,,,,,Lewes Road,,,,,Hurstwood Park Centre,,RH16 4EX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0889083,,,,,50.9900564,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,592,,,,,,,,,,,,,,,,,,,IDASS,,,,,,,,,,,,Islington Drug and Alcohol Specialist Services,,,,,,,,,,,,,,,,,,,,,,-0.1236803,,,,,51.5609572,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,bing,,,,,,,,,,,,,,,ITM imaging Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.9376249,,,,,52.4535098,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,QEB & Cobalt,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,bing,,,,,,,,,,Ventura Park Road,,,,,IVI Midland,,B78 3HL,,,,,,,,,,,,,,,,,,,,,,,,,,,Tamworth,,,,,-1.7083001,,,,,52.6267120,,,,,,,,,,,,http://www.ivi.uk/clinics/midland/,,,,+44 1827 311170,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,82,,,,,,,,,,,,,,Hampton Road,,,,,Integrated Neurological Services,,TW2 5QS,,,,,,,,,,,,,,,,,,,,,,,,,,,Twickenham,,,,,-0.3463188,,,,,51.4410065,,,,,,,,,,,,https://www.ins.org.uk/,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Castlebay Medical Practice,,Ionad Slàinte Bàgh a' Chaisteil,,,,,,,,,,,Bòrd SSN nan Eilean Siar,,,,,,,,,,,,,,,,,,,,,,,-7.4864941,,,,,56.9550100,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,Ionad Slàinte Bàgh a' Chaisteil,,,,,,,
,,,,,,,,,,,,,,,,OS_OpenData_StreetView,,,,,,,,,,Rathad nam Buailtean,,,Stornoway Health Centre,,Ionad Slàinte Steòrnabhaigh,,,,,,,,,,,Bòrd Slàinte nan Eilean Siar,,,,,,,,,,,,,,,,,,,,,,,-6.3728768,,,,,58.2129946,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,OS VectorMap District,,,,,,,,,,,,,,,Ipswich Foot Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1535302,,,,,52.0616126,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ironstone Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6524394,,,,,53.5921014,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,public,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ise Medical Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7004098,,,,,52.3935845,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Roserton Street,,,,,Island Medical Centre,,E14 3PG,,,,,,,,,,,,,,,,,,,,,,,,,,,London,,,,,-0.0098697,,,,,51.4979591,,,,,,,,Mo-Tu 09:00-18:30;We 09:00-19:30;Th 09:00-13:00;Fr 09:00-18:30,,,,http://www.islandmedicalcentre.nhs.uk,,,,+442079874231,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Bletchingdon Road,,,,,Islip Medical Practice,,OX5 2TQ,,,,,,,,,,,,,,,,,,,,,,,,,,Bing,Islip,,,,,-1.2409278,,,,,51.8247555,,,,,,,,,,,,https://islipsurgery.org.uk/,,,,+44 1865 371666,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ivybridge Medical Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.9209268,,,,,50.3918769,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,clinic,,
,,,,,,,,,,,,39,,,,,,,,,,,,,,Oldfield Road,,,,,J.H. Thomson Osteopathic Practice,,BS8 4QQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.6184608,,,,,51.4495889,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,James Street Family Resource Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.7011228,,,,,54.5955254,,,,,,,,,,,,www.setrust.hscni.net/contact/2485.htm,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,clinic,,
,,,paediatrics;general;psychiatry,,,,,,,,,,,,,,,,,,,,,,,John Mitchel Place,,,,,John Mitchel Place Health Centre,,BT34 2BU,,,,,,,,,Southern Health and Social Care Trust,,,,,,,,,,,,,,,,,,Newry,,,,,-6.3387513,,,,,54.1722518,,,,,,,,,,,,,,,,,,,,,,,,clinic,,public,,,,,,,,,2,,,,,,,,,,,,,yes,,,,,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jubilee Gardens Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3691329,,,,,51.5212653,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,public,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kearsley Medical Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.3830766,,,,,53.5431139,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kemnay Health Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.4395445,,,,,57.2369818,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kemnay Medical Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.4455312,,,,,57.2344053,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,clinic,,
,,,,,,,,,,,,125,,,,,,,,,,,,,,Warwick Road,,,,,Kenilworth Chiropractic Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5750693,,,,,52.3390559,,,,,,,,,,,,http://www.kenilworthchiropractic.com/,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,clinic,,
,,,,,,,,,,,,10,,,,,,,,,,,,,,Kenworthy Road,,,,,Kenworthy Road Health Centre,,E9 5TD,,,,,,,,,,,,,,,,,,,,,,,,,,,London,,,,,-0.0375266,,,,,51.5474872,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kettering Dialysis Unit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7336134,,,,,52.3996654,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kettering Orthotic Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7369174,,,,,52.4111501,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
