health_facility:type,shop,office,healthcare:speciality,building:part,payment:debit_cards,ref:addr,addr:housenumber,emergency,contact:youtube,ele,source,opening_hours:url,image,fax,short_name,fixme,historic,facebook,name:uk,wikimedia_commons,addr:street,colour,contact:facebook,name:en,contact:fax,name,designation,level,addr:postcode,roof:material,ref:nid,WroclawGIS:addr:postcode:id,payment:credit_cards,roof:orientation,source:user,internet_access,name_1,WroclawGIS:addr:layer,roof:height,WroclawGIS:building:ID,ewmapa:warstwa,WroclawGIS:addr:date,payment:cash,loc_name,phone_2,building:usage:pl,phone_1,3dr:type,source:address,mapillary,boundary,addr:street:sym_ul,ref,email,barrier,contact:email,addr:province,roof:shape,contact:twitter,health_specialty:internal_medicine,addr:city:simc,WroclawGIS:addr:id,building:buildyear,source:geometry,addr:city,source:building,source_ref,building:type:pl,drive_through,health_specialty:dermatology,lon,contact:website,roof:colour,layer,height,alt_name,building:roof:shape,operator,name:pl,old_name:de,opening_hours,contact:phone,addr:housename,contact:mobile,heritage,start_date,website,admin_level,source:height,survey:url,is_in:suburb,addr:subdistrict,delivery,phone,WroclawGIS:building:date,old_name,smoking,OBJECTID_height_lidar,WroclawGIS:addr:postcode:layer,nat_name,source:note,note:pl,buildingpart,architect,dispensing,source:addr,landuse,wheelchair,amenity,operator:type,health_specialty:gynaecology,telephone,official_name,addr:last_update,building:use:pl,medical_system:western,addr:district,building:levels,health_specialty:family_medicine,contact:instagram,note,collection_times,building:fireproof,disused:amenity,description,building:material,takeaway,levels,lat,building,building:colour,url,roof:levels,addr:place,building:levels:underground,healthcare,addr:country,heritage:operator,health_specialty:dentistry
,,,,yes,,,12,,,,,,,,,,,,,,Zygmunta Krasińskiego,,,,,NZOZ Pemed,,,58-130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Żarów,,,,,,16.4968171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,doctors,,,,,,,,,,,,,,,,,,,,50.9435036,,,,,,,,PL,,
,,,general;paediatrics,,,,1A,,,,,,,,,,,,,,Piastowska,,,,,NZOZ Piastowska,,,58-200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dzierżoniów,,,,,,16.6493480,,,,,,,,,,Mo-Fr 08:00-18:00,,,,,,,,,,,,,+48 74 8323194,,,,,,,,,,,,,,,doctors,,,,,,,,,1,,,,,,,,,,,50.7334466,yes,,,,,,doctor,,,
,,,,,,,36,,,,,,,,,,,,,,Augustyna Kordeckiego,,,,,NZOZ Poliklinika,,,62-800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kalisz,,,,,,18.0901658,,,,,,,,,,,,,,,,,,,,,,,+48 62 753 30 57,,,,,,,,,,,,,,,doctors,,,,,,,,,5,,,,,,,,,,,51.7481323,yes,,,,,,,,,
,,,,,,,5,,,,,,,+48 43 820 30 70,,,,,,,Sieradzka,,,,,NZOZ Polimed,,,98-170,,,,,,,,,,,,,,,,,,,,,,,19844,,polimed.brzeznio@wp.pl,,,,,,,0717689,,,,Widawa,,,,,,18.9410286,,,,,,,,,,,,,,,,http://www.polimed.net.pl,,,,,,,+48 43 820 30 70,,,,,,,,,,,,emuia.gugik.gov.pl,,,doctors,,,,,,,,,,,,,,,,,,,,51.4389994,yes,,,,,,,,,
,,,,,,,128a,,,,gis.um.szczecin.pl,,,,,,,,,,Adama Mickiewicza,,,,,NZOZ Poradnia Medycyny Rodzinnej,,,71-140,,,,,,,,,,,,,,,,,Szpital lub zakład opieki medycznej,,,,,,,,,,,,,,,,,,,Szczecin,,,,,,14.5097035,,,,,,,Luxmed,,,Mo-Fr 07:00-20:00,,,,,,,,,,,,,+48 91 487 44 81,,,,,,,,,,,,,,yes,doctors,,,,,,,,,2,,,,,,,,,,,53.4414630,healthcare,,,,,,,,,
,,,,,,,32,,,,,,,,,,,,,,Jana Kilińskiego,,,,,NZOZ Poradnia Medycyny Szkolnej,,,22-400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zamość,,,,,,23.2568227,,,,,,,,NZOZ Poradnia Medycyny Szkolnej,,,,,,,,,,,,,,,+48846275666,,,,,,,,,,,,,,,doctors,,,,,,,,,3,,,,,,,,,,,50.7243964,yes,,,,,,,PL,,
,,,,,,,48,,,,,,,,,,,,,,Bolesława Chrobrego,,,,,NZOZ Poradnia Specjalistyczna MEDICAL,,,64-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leszno,,,,,,16.5769095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,51.8443710,yes,,,,,,,PL,,
,,,,,,,25,,,,,,,,,,,,,,Rynek,,,,,NZOZ Poradnia Zdrowia,,,23-465,,,,,,,,,,,,,,,,,,,,,,,19253,,,,,,,,,0903200,,,,Turobin,,,,,,22.7463507,,,,,,,,,,Mo-Fr 08:00-18:00,,,,,,,,,,,,,,,,,,,,,,,,,turobin.e-mapa.net,,,doctors,,,,,,,,,,,,,,,,,,,,50.8217927,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,NZOZ Połomia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.5622732,,,,,,,,,,Mo-Fr 08:00-16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,49.9908879,yes,,,,,,,,,
,,,,,,,27a,,,,,,,,,,,,,,Polskiej Organizacji Wojskowej,,,,,NZOZ Primamed,,,98-200,roof_tiles,,,,,,,,,,,,,,,,,,,,,,,,,,,,hipped,,,,,,,Sieradz,,,,,,18.7226383,,,,,,,,,,Mo-Fr 08:00-18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,1,,,,,,,,,,,51.5943146,yes,,,,,,doctor,PL,,
,,,,,,,8,,,,UM Jastrzębie-Zdrój,,,,,,,,,,Stanisława Wyspiańskiego,,,,,NZOZ Pro Cordi,,,44-335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jastrzębie-Zdrój,,,,,,18.5719793,,,,,,,,,,,,,,,,http://procordi.pl/,,,,,,,+48324734809,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,49.9637106,yes,,,,,,,,,
,,,,,,,946,,,,,,,,,,,,,,,,,,,NZOZ Pro Familia,,,36-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0375798,,,,,,,,,,,,,,,,http://www.profamilia.rzeszow.pl/,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,50.0780801,yes,,,,Trzebownisko,,,,,
,,,,,,,1,,,,,,,,,,,,,,Krośnieńska,,,,,NZOZ Pro Femina,,,42-500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Będzin,,,,,,19.1148395,,,,,,,,,,,,,,,,https://www.profemina.pro/,,,,,,,(32) 267 41 50; 884 974 150,,,,,,,,,,,,,,,doctors,,,,,,,,,3,,,,,,,,,,,50.3329053,yes,,,,,,,,,
,,,,,,,14,,,,,,,,,,,,,,Kardynała Stefana Wyszyńskiego,,,,,NZOZ Profilaktyka medyczna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kutno,,,,,,19.3664476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMUiA (emuia.geoportal.gov.pl),,,doctors,,,,,,,,,,,,,,,,,,,,52.2296388,yes,,,,,,,,,
,,,,,,,105,no,,,,,,,,,,,,,Jaśkowa Dolina,,,,,NZOZ Przychodna Morena,,,80-286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gdańsk,,,,,,18.5854772,,,,,,,,,,,+48 58 340 72 80,,,,,https://www.nzozmorena.pl/,,,,,,,,,,,,,,,,,,,Urząd Miasta Gdańsk,,,doctors,,,,,,,,,5,,,,,,,,,,,54.3582005,yes,,,,,,,PL,,
,,,,,,,9,,,,,,,,,,,,,,Ogrodowa,,,,,NZOZ Przychodnia Im. Jana Pawła II Sp. z o.o.,,,74-300,,,,,,,,,,,,,,,,,,,,,,,14834,,,,,,,,,0935558,,,,Myślibórz,,,,,,14.8710364,,,,,,,,,,,,,,,,,,,,,,,+48 95 747 20 71,,,,,,,,,,,,mysliborz.e-mapa.net,,,doctors,,,,,,,,,1,,,,,,,,,,,52.9271657,commercial,,,,,,,,,
,,,,,,,18,,,,,,,,,,,,,,Niwecka,,,,,NZOZ Przychodnia Lekarska NIWECKA-WALCOWNIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sosnowiec,,,,,,19.1656347,,,,,,,,,,Mo-Fr 07:30-18:00,,,,,,,,,,,,,322663032,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,50.2658734,yes,,,,,,,,,
,,,,,,,4,,,,,,,,,,,,,,Otwarta,,,,,NZOZ Przychodnia Lekarska SUCHANINO,,,80-169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gdańsk,,,,,,18.6068171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urząd Miasta Gdańsk,,,doctors,,,,,,,,,,,,,,,,,,,,54.3553488,yes,,,,,,,PL,,
,,,,,,,15,,,,,,,,,,,,,,Wodna,,,,,"NZOZ Przychodnia Lekarza Rodzinnego ""ERMED""",,,63-400,,,,,,,,,,,,,,,,,,,,,,,24550,,,,,,,,,0937132,,,,Ostrów Wielkopolski,,,,,,17.8111334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mostrowwielkopolski.e-mapa.net,,,doctors,,,,,,,,,,,,,,,,,,,,51.6598290,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,NZOZ Przychodnia Medycyny Pracy przy Hucie Łabędy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.6132279,,,,,,,Pro-Med Sp. z o.o.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,50.3474831,yes,,,,,,,,,
,,,,,,,21,,,,,,,,,,,,,,Wincentego Witosa,,,,,NZOZ Przychodnia Na Witosa,,,40-832,,,,,,,,,,,,,,,,,,,,,,,,,biuro@nawitosa.pl,,,,,,,,,,,Katowice,,,,,,18.9705795,,,,,,,,,,,,,,,,https://przychodnianawitosa.pl/,,,,,,,+48 32 2540077,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,50.2596489,,,,,,,doctor,,,
,,,,,,,12,,,,,,,,,,,,,,Juliusza Słowackiego,,,,,NZOZ Przychodnia Panaceum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kutno,,,,,,19.3527828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMUiA (emuia.geoportal.gov.pl),,,doctors,,,,,,,,,,,,,,,,,,,,52.2306488,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"NZOZ Przychodnia Rejonowa ""Alfa"" s.c.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0535570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,52.1549591,yes,,,,,,,,,
,,,,,,,,,,,http://sdi.opolskie.pl/mapa_bazowa/request.aspx,,,,,,,,,,,,,,,NZOZ Przychodnia Rodzinna „Mariacka”,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.3378307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,4,,,,,,,,,,,50.4697163,apartments,,,1,,,,,,
,,,,,,,4,,,,,,,,,,,,,,Pogodna,,,,,NZOZ Przychodnia Sportowo - Lekarska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białystok,,,,,,23.1416612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,53.1193110,yes,,,,,,,,,
,,,,,,,15,,,,,,,,,,,,,,Wiktora Zbyszewskiego,,,,,NZOZ RES-MED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rzeszów,,,,,,21.9728658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMRzeszow,,,doctors,,,,,,,,,,,,,,,,,,,,50.0444246,yes,,,,,,,,,
,,,,,,,1C,,,,http://sdi.opolskie.pl/mapa_bazowa/request.aspx,,,,,,,,,,Szkolna,,,,,NZOZ RS-med,,,49-313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lubsza,,,,,,17.5186287,,,,,,,,,,,,,,,,https://www.ars-med.com.pl,,,,,,,+48774118560,,,,,,,,,,,,,,designated,doctors,,,,,,,,,,,,,,,,,,,,50.9151936,house,,,,,,doctor,,,
,,,general,,,,24,,,,,,,,,,,,,,Wolności,,,,,NZOZ Rodzina,,,63-400,,,,,,,,,,,,,,,,,,,,,,,24687,,,,,,,,,0937132,,,,Ostrów Wielkopolski,,,,,,17.8108980,,,,,,,"NZOZ Zespół Lekarza Rodzinnego ""Rodzina""",,,,,,,,,,,,,,,,,,,,,,,,,,,,mostrowwielkopolski.e-mapa.net,,,doctors,,,,,,,,,2,,,,,,,,,,,51.6493910,yes,,,,,,,,,
,,,,,,,60,,,,,,,,,,,,,,Władysława Stanisława Reymonta,,,,,NZOZ Rodzina,,,44-200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rybnik,,,,,,18.5304041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,50.0900876,yes,,,,,,,,,
,,,,,,,26,,,,,,,,,,,,,,Tadeusza Kościuszki,,,,,NZOZ Rodzina,,,23-200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kraśnik,,,,,,22.2171642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMUiA (emuia.gugik.gov.pl),,,doctors,,,,,,,,,,,,,,,,,,,,50.9210252,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,NZOZ Rodzina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.2777456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,50.9025798,yes,,,,,,doctor,,,
,,,,,,,8,,,,,,,,,,,,,,Brzozowa,,,,,NZOZ SALUS,,,55-080,,,,,,,,,,,,,,,,,,,,,,,02276,,,,,,,,,0987124,,,,Kąty Wrocławskie,,,,,,16.7667724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,emuia.gugik.gov.pl,,,doctors,,,,,,,,,,,,,,,,,,,,51.0344566,yes,,,,,,doctor,,,
,,,,,,,5,,,,,,,,,,,,,,Tadeusza Kościuszki,,,,,NZOZ SALUS,,,74-500,,,,,,,,,,,,,,,,,,,,,,,09572,,,,,,,,,0978786,,,,Chojna,,,,,,14.4382028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chojna.e-mapa.net,,,doctors,,,,,,,,,3,,,,,,,,,,,52.9582333,healthcare,,,,,,,,,
,,,,,,,5b,,,,,,,,,,,,,,Heleny i Józefa Fików,,,,,NZOZ SALUS NOVA Sp. z o.o.,,,41-409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mysłowice,,,,,,19.1597328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UM Mysłowice,,yes,doctors,,,,,,,,,,,,,,,,,,,,50.1911996,yes,,,,,,,,,
,,,,,,,99,,,,UM Ruda Śląska,,,,,,,,,,Wolności,,,,,NZOZ SILESIA,,,41-700,roof_tiles,,,,along,,,,,,,"Przyziemie budynku ognioodpornego, podpory, podcienia z pomiaru w terenie",,,,,,,,,,,,,,,,,hipped,,,,,,,Ruda Śląska,,,,,,18.8535250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,doctors,,,,,,"Szpital lub zakład opieki medycznej, socjalnej",,,2,,,,,yes,,,,,,50.3023149,healthcare,,,,,,,,,
,,,,,,,6,,,,,,,,,,,,,,Henryka Sienkiewicza,,,,,NZOZ Salus,,,43-502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Czechowice-Dziedzice,,,,,,19.0116548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,49.9131610,yes,,,,,,doctor,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,NZOZ San-Vita sp. z.o.o.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.2185984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,50.3287835,,,,,,,,,,
,,,,,,,,,,,Geoportal.gov,,,,,,,,,,,,,,,NZOZ Simed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0056790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,doctors,,,,,,,,,,,,,,,,,,,,49.9150034,yes,,,,,,,,,
,,,,,,,13,,,,,,,,,,,,,,PCK,,,,,NZOZ Starówka s.c.,,,62-500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konin,,,,,,18.2516391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,doctors,,,,,,,,,2,,,,,,,,,,,52.2098636,yes,,,,,,centre,,,
,,,,,,,8,,,,,,,,,,,,,,Leonida Teligi,,,,,NZOZ Teligi,,,30-835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kraków,,,,,,20.0043238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,50.0162608,yes,,,,,,doctor,PL,,
,,,,,,,,,,,,,,,,,,,,,,,,,,NZOZ Trzech Wieszczów,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.1063267,,,,,,,,,,,,,,,,http://www.zoz-zana.czest.pl/,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,50.8019695,,,,,,,doctor,,,
,,,,,,,8,,,,,,,,,,,,,,Henryka Sienkiewicza,,,,,NZOZ Ubezpieczalnia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0120645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,49.9126644,yes,,,,,,doctor,,,
,,,,,,,1,,,,,,,,,,,,,,Parkowa,,,,,NZOZ Valmed,,,96-514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rybno,,,,,,20.1076430,,,,,,,,,,Mo-Fr 08:00-18:00,,,,,,,,,,,,,+48 46 861 16 16,,,,,,,,,,,,EMUiA (rybno.e-mapa.net),,,doctors,,,,,,,,,1,,,,,,,,,,,52.2396525,yes,,,,,,,,,
,,,,,,,23,,,,,,,,,,,,,,Poznańska,,,,,NZOZ Visus-Kal,,,62-800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kalisz,,,,,,18.0753439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,51.7606019,yes,,,,,,,,,
,,,,,,,2,,,,http://sdi.opolskie.pl/mapa_bazowa/request.aspx,,,,,,,,,,Ignacego Krasickiego,,,,,NZOZ Vita,,,46-300,,,,,,,,,,,,,,,,,,,,,,,,,kontakt@vitaolesno.pl,,,,,,,,,,,Olesno,,,,,,18.4195228,,,,,,,,,,,,,,,,http://vitaolesno.pl,,,,,,,+48 34 358 20 93,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,50.8794913,commercial,,,,,,,,,
,,,,,,,5,,,,,,,,,,,,,,Kardynała Mieczysława Ledóchowskiego,,,,,NZOZ Wamed,,,63-400,,,,,,,,,,,,,,,,,,,,,,,34013,,,,,,,,,0937132,,,,Ostrów Wielkopolski,,,,,,17.8210148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mostrowwielkopolski.e-mapa.net,,,doctors,,,,,,,,,,,,,,,,,,,,51.6483136,yes,,,,,,doctor,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,NZOZ Wielospecjalistyczna Przychodnia Bartodzieje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fence,,,,,,,,,,,,,,,,18.0506162,,,,,,,,,,Mo-Fr 07:15-18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,53.1273200,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,NZOZ Zacisze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0804513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,52.2808456,,,,,,,,,,
,,,,,,,27,,,,,,,,,,,,,,Ludwika Zamenhofa,,,,,NZOZ Zamenhofa,,,65-186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zielona Góra,,,,,,15.5254167,,,,,,,"Niepubliczny Zakład Opieki Zdrowotnej ""Zamenhofa"" s.c.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,51.9434534,yes,,,,,,doctor,,,
,,,,,,,43,,,,geoportal2,,,,,,,,,,Wojska Polskiego,,,,,NZOZ Zatorze,,,67-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nowa Sól,,,,,,15.7057053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,emuia.gugik.gov.pl,,,doctors,,,,,,,,,,,,,,,,,,,,51.8006715,yes,,,,,,doctor,,,
,,,,,,,11,,,,,,,,,,,,,,Marynarzy,,,,,NZOZ Zdrowa Rodzina,,,44-196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Knurów,,,,,,18.6582134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,50.2382128,yes,,,,,,,PL,,
,,,,,,,106,no,,,,,,,,,,,,,,,,,,NZOZ Zdrowie,,,23-302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0791438,,,,,,,,,,22.5292976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,godziszow.e-mapa.net,,,doctors,,,,,,,,,,,,,,,,,,,,50.8137153,public,,,,Zdziłowice Drugie,,,,,
,,,,,,,2c,,,,UM Mysłowice,,,,,,,,,,Ludomira Różyckiego,,,,,NZOZ Zdrowie,,,41-400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mysłowice,,,,,,19.1289734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,50.2393488,apartments,,,,,,,,,
,,,,,,,12a,,,,,,,,,,,,,,Ignacego Krasickiego,,,,,NZOZ Zdrowie S.C. St. i K. Ptak,,,43-300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bielsko-Biała,,,,,,19.0579920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,49.8074755,yes,,,,,,,,,
,,,,,,,5,,,,,,,,,,,,,,Jana Pawła II,,,,,NZOZ Zdrowie s. c.,,,23-300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Janów Lubelski,,,,,,22.4173687,,,,,,,,,,,,,,,,http://nzoz-zdrowie.pl/,,,,,,,,,,,,,,,,,,,EMUiA (emuia.geoportal.gov.pl),,,doctors,,,,,,,,,,,,,,,,,,,,50.7049431,yes,,,,,,,,,
,,,,,,,15,,,,,,,,,,,,,,Konińska,,,,,NZOZ Zespół Lekarzy Rodzinnych,,,62-511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kramsk,,,,,,18.4221695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kramsk.e-mapa.net,,,doctors,,,,,,,,,,,,,,,,,,,,52.2631652,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,NZOZ Złota Jesień,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0227663,,,,,,,,,,,,,,,,https://nzoz-zlota-jesien.pl/,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,50.0926647,,,,,,,,,,
,,,,,,,24,,,,,,,,,,,,,,Hieronima Derdowskiego,,,,,NZOZ nr 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rumia,,,,,,18.4007131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,54.5735318,yes,,,,,,doctor,PL,,
,,,,,,,54,,,,,,,,,,,,,,Podmiejska,,,,,NZOZ przy Elektrowni,,,44-207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rybnik,,,,,,18.5221651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,50.1292982,,,,,,,,,,
,,,,,,,10,,,,,,,,,,,,,,Główna,,,,,NZOZ w Brzeźnie,,,62-513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brzeźno,,,,,,18.3069429,,,,,,,,,,,,,,,,,,,,,,,+48 63 2796 110,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,52.1931384,yes,,,,,,,,,
,,,,,,,26,,,,,,,,,,,,,,Adama Mickiewicza,,,,,NZOZ w Więcborku Przychodnie Specjalistyczne i Ogólna,,,89-410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Więcbork,,,,,,17.4916620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,53.3554021,,,,,,,doctor,,,
,,,,,,,11,,,,,,,,,,,,,,Starościńska,,,,,NZPOZ Stawiszyn,,,62-820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stawiszyn,,,,,,18.1083004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stawiszyn.e-mapa.net,,,doctors,,,,,,,,,,,,,,,,,,,,51.9180199,yes,,,,,,,,,
,,,,,,,13,,,,,,,,,,,,,,Wysocka,,,,,NZPiSOZ Ambulatorium,,,63-400,,,,,,,,,,,,,,,,,,,,,,,25054,,,,,,,,,0937132,,,,Ostrów Wielkopolski,,,,,,17.8179350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mostrowwielkopolski.e-mapa.net,,,doctors,,,,,,,,,,,,,,,,,,,,51.6432448,yes,,,,,,,,,
,,,,,,,10,yes,,,,,,,,,,,,,1000-lecia,,,,,NZPiSOZ Mar-Med,,,62-874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brzeziny,,,,,,18.2563558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,51.5938807,yes,,,,,,,,,
