health_facility:type,shop,office,healthcare:speciality,building:part,photo,description:de,addr:housenumber_1,health_specialty:occupational_therapy,note:de,health_specialty:ophthalmology,unimainz:buildingId,guest_house,contact:yelp,headframe:speciality,building:type,addr:housenumber,toilets,user_defined_other,man_made,seamark:type,opening_hours:note,TODO,created_by,healthcare:speciality:TCM,addr:state,name:de,source,payment:girocard,opening_hours:url,image,bdouble,fax,survey:date,emergency,building:roof,contact:facebook,historic,check_date:opening_hours,building:roof:material,tourism,wikimedia_commons,addr:street,source:name,fixme,name:en,contact:fax,name,wheelchair:description,level,addr:postcode,roof:material,ref:bldam,lastcheck,roof:orientation,name:1,source:outline,health_specialty:psychosomatic_medicine,elevator,health_specialty:psychiatry,amenity_1,designation,roof:height,operator,name:it,parking,loc_name,phone_1,est_height,lon,seamark:building:function,wikipedia,asb,access,health_specialty:gastroenterology,check_date,language:en,is_in,ref,email,building:height,contact:email,addr:source,roof:shape,doctors,building:use,healthcare:speciality:alternative,healthcare:speciality_1,min_level,name:hsb,health_specialty:general,addr:inclusion,country,atm,source:geometry,addr:city,source:building,language:de,disused:building,name:3,health_person:type,toilets:wheelchair,internet_access,health_specialty:diagnostic_radiology,telecom,ref:witten,contact:website,roof:colour,layer,height,alt_name,building:roof:shape,healthcare:counselling,ele,short_name,area,opening_hours,contact:phone,addr:housename,heritage:website,indoor,contact:mobile,health_specialty:chiropractic,heritage,emergency_service,roof:ridge:direction,start_date,website,addr:hamlet,phone,official_name,changing_table,old_name,smoking,heritage:ref,opening_hours:signed,max_level,room,type,health_specialty:sports_medicine,healthcare:speciality:de,health_speciality:physiotherapy,wheelchair:description:de,buildingpart,architect,healthcare:for,dispensing,wikipedia:de,contact:phone_1,source:addr,wheelchair,amenity,speciality,operator:type,addr:place,name:2,building:flats,addr:suburb,generator:source,building:min_level,short_name:de,wikidata,addr:street_1,specialization,addr:district,doctor,building:levels,language:ar,health_facility,note,kvl_hro:type,specialisation,branch,doctors:de,FIXME,disused:amenity,description,healthcare:speciality:acupuncture,building:material,year_of_construction,health_specialty:family_medicine,kvl_hro:amenity,health_specialty:orthopaedics,building:architecture,lat,capacity,fax:2,medical_system:western,building,building:colour,url,roof:levels,floor,health_specialty:gynaecology,building:levels:underground,healthcare,onkz,addr:country,heritage:operator
,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,Rosenstraße,,,,,Dr. Gerhard Helferich,,,77855,,,,,,,,,,,,,,,,,,,8.0770194,,,,,,,,,,,,,,,,,,,,,,,,,,Achern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.dr-helferich.de,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.6315520,,,,yes,,,,,,,doctor,,DE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dr. Gerhard Seidel, Dr. Carsten Nordmann, Dr. Markus Schraub",,,,,,,,,,,,,,,,,,,,,,8.8648538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Fr 08:00-11:00; Tu 16:00-18:30; Th 16:00-18:30; Sa 09:00-11:00; Su off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.9749275,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,1A,,,,,,,,,,,GIS,,,,,,,,,,,,,,,Graßhoffstraße,,,,,"Dr. Gerke, Allgemenmedizin",,,32425,,,,,,,,,,,,,,,,,,,8.9100150,,,,,,,,,,,,,,,,,,,,,,,,,,Minden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.3337670,,,,yes,,,,,,,,,DE,
,,,paediatrics,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,Von-Weber-Straße,,,,,Dr. Gertrude Otetea-Stemper,,,67061,,,,,,,,,,,,,,,,,,,8.4395539,,,,,,,,,,,,,,,,,,,,,,,,,,Ludwigshafen am Rhein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.4706828,,,,,,,,,,,doctor,,DE,
,,,,,,,,,,,,,,,,20,,,,,,,,,,,Bing Aerial (Dec. 2010 available data),,,,,,,,,,,,,,,Vörstetter Straße,,,,,Dr. Gläsker,,,79232,,,,,,,,,,,,,,,,,,,7.8012336,,,,,,,,,,,,,,,,,,,,,,,,,"maps4bw (LGL, www.lgl-bw.de)",March,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,Holzhausen,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0708369,,,,house,,,,,,,,,DE,
,,,general,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,Postweg,,,,,Dr. Glück,,,86556,,,,,,,,,,,,,Drs. Mathias und Simone Glück,,,,,,11.1914669,,,,,,,,,,,,,,,,,,,,,,,,,,Kühbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 8251 2617,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.4924057,,,,yes,,,,,,,doctor,,DE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dr. Goldfuss,,,,,,,,,,,,,,,,,,,,,,8.8006747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mo,Tu,Th,Fr 08:00-11:00; Mo,Tu,Th 16:00-18:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.8232248,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,Benekestraße,,,,,Dr. Gotthard Behnisch,,,,,,,,,,,,,,,,,,,,,,8.8746328,,,,,,,,,,,,,,,homoeopathic,,,,,,,,,,,Detmold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.9330755,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,Poststraße,,,,,Dr. Grimminger,,,66333,,,,,,,,,,,,,,,,,,,6.8537366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,Völklingen,,,,,,,,,,,,,,,,,,,,,,,,,,,49.2523658,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,John-F.-Kennedy-Straße,,,,,Dr. Groß,,,97877,,,,,,,,,,,,,,,,,,,9.4977434,,,,,,,,,,,,,,,,,,,,,,,,,,Wertheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.7552485,,,,yes,,,,,,,,,,
,,,general,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,Bibliser Weg,,,,,Dr. Guido Wehlen,,,68623,,,,,,,,,,,,,,,,,,,8.4173443,,,,,,,,,,,,,,,,,,,,,,,,,,Lampertheim,,,,,,,,,,,,,,,,,,,,,"Mo,We,Th 08:00-12:00,16:00-18:00; Tu 08:00-12:00 Fr,Sa,Su off",,,,,,,,,,,,,+49 6241 80 062,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.6606974,,,,yes,,,,,,,doctor,,,
,,,,,,,,,,,,,,,,8,,,,,,,,,,,bing,,,,,,,,,,,,,,,Philipp-Mayer-Straße,,,,,Dr. Gurr,,,67304,,,,,,,,,,,,,,,,,,,8.0693998,,,,,,,,,,,,,,,,,,,,,,,,,,Eisenberg (Pfalz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,limited,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.5593958,,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dr. Gutsch,,,,,,,,,,,,,,,,,,,,,,11.0384921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.9787587,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Friedensstraße,,,,,Dr. Göbel,,,06895,,,,,,,,,,,,,,,,,,,12.8265339,,,,,,,,,,,,,,,,,,,,,,,,,,Zahna-Elster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,doctors,,,,,,Elster,,,,,,,,,,,,,,,,,,,,,,,,,,,51.8283607,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,Straße der Freundschaft,,,,,Dr. Hanna Scholz,,,15324,,,,,,,,,,,,,,,,,,,14.4060077,,,,,,,,,,,,,,,,,,,,,,,,,,Letschin,,,,,,,,,,,,,,,,,,,,,,,Dr. Hanna Scholz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,doctors,,,,,,Groß Neuendorf,,,,,,,,,,,,,,,,,,,,,,,,,,,52.6988956,,,,yes,,,,,,,,,DE,
,,,gernaral,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,Saarlandstraße,,,,,Dr. Hannelore Pitule,,,67061,,,,,,,,,,,,,,,,,,,8.4338919,,,,,,,,,,,,,,,,,,,,,,,,,,Ludwigshafen am Rhein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.praxis-pitule.de/,,,,,,,,,,,,,,,,,,,,,,,yes,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.4677844,,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,Lauffener Straße,,,,,Dr. Hartmut Clemens,Hausarzt,,74081,,,,,,,,,,,,,,,,,,,9.1871671,,,,,,,,,,,,,,,,,,,,,,,,,,Heilbronn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,limited,doctors,,,,,,,,,,,,,,,,,,Dr. med. Hartmut Clemens,,,,,,,,,,,,,,,49.1168446,,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,Alter Weg,,,,,Dr. Hartmut Roth,,,36358,,,,,,,,,,,,,,,,,,,9.3437355,,,,,,,,,,,,,,,,,,,,,,,,,,Herbstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,limited,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.5629684,,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,Rostocker Straße,,,,,Dr. Hausmann,,,18311,,,,,,,,,,,,,,,,,,,12.4239240,,,,,,,,,,,,,,,,,,,,,,,,,,Ribnitz-Damgarten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.2436488,,,,yes,,,,,,,doctor,,DE,
,vacant,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,Körnerstraße,,,,,Dr. Heike Geiselmann,,,74348,,,,,,,,,,,,,,,,,,,9.1513187,,,,,,,,,,,,,,,,,,,,,,,,,,Lauffen am Neckar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.dr-geiselmann.de/,,+49-7133-1200680,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0756698,,,,apartments,,,,,,,,,DE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dr. Heinz Hauke,,,,,,,,,,,,,,,,,,,,,,9.0936161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.1639984,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,Plektrudisstraße,,,,,Dr. Helmut Schnürer,,,41179,,,,,,,,,,,,,,,,,,,6.3629420,,,,,,,,,,,,,,,,,,,,,,,,,,Mönchengladbach,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,doctors,,,,,,,,,,,,,Rheindahlen,,,,,,,,,,,,,,,,,,,,51.1484177,,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,Beckengasse,,,,,Dr. Hemeling,,,73660,,,,,,,,,,,,,,,,,,,9.5733015,,,,,,,,,,,,,,,,,,,,,,,,,,Urbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.8176997,,,,yes,,,,,,,,,DE,
,,,general,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dr. Hemmrich,,,97922,,,,,,,,,,,,,,,,,,,9.7009343,,,,,,,,,,,,,,,,,,,,,,,,,,Lauda-Königshofen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,Lauda,,,,,,,,,,,,,,,,,,,,,,,,,,,49.5671488,,,,yes,,,,,,,doctor,,,
,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,Bahnhofstraße,,,,,Dr. Henning,,,,,,,,,,,,,,,,,,,,,,7.5605642,,,,,,,,,,,,,,,,,,,,,,,,,,Efringen-Kirchen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.6552680,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,Bahnhofstraße,,,,,Dr. Herbert Zenglein & Dr. Michael Pucher,,,63776,,,,,,,,,,,,,,,,,,,9.1639447,,,,,,,,,,,,,,,,,,,,,,,,,,Mömbris,,,,,,,,,,,,,,,,,,,,,Mo-Fr 08:00-12:30; Tu 15:30-19:00; Th 16:00-18:00,,,,,,,,,,,https://www.zenglein-pucher.de,,+4960295757,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,Mensengesäß,,,,,,,,,,,,,,,,,,,"Gemeinschaftspraxis Dr. med. H. Zenglein, Dr. med. M. Pucher, Dr. med. C. Hermann",,,,,,,,50.0714238,,,,yes,,,,,,,doctor,,,
,,,general,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,Peuntweg,,,,,Dr. Herschmann,,,,,,,,,,,,,,,,,,,,,,11.9763427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0848460,,,,yes,,,,,,,doctor,,,
,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,Weiherstraße,,,,,Dr. Hessenbruch,,,73650,,,,,,,,,,,,,,,,,,,9.4716675,,,,,,,,,,,,,,,,,,,,,,,,,,Winterbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.7982189,,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dr. Hildebrandt Korbhuhn,,,,,,,,,,,,,,,,,,,,,,13.1800508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.6943951,,,,,,,,,,,,,,
,,,child_psychiatry,,,,,,,,,,,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,Ammergaustraße,,,,,"Dr. Holger Koppe (Arzt, Kinder- & Jugendpsychiater)",,,26123,,,,,,,,,,,,,,,,,,,8.2325868,,,,,,,,,,,,,,,,,,,,,,,,,,Oldenburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.1616195,,,,yes,,,,,,,doctor,,,
,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,Mühlenbuschweg,,,,,Dr. Igelbrinck,,,41542,,,,,,,,,,,,,,,,,,,6.7618331,,,,,,,,,,,,,,,,,,,,,,,,,,Dormagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0923694,,,,yes,,,,,,,,,DE,
,,,general,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Mainstraße,,,,,Dr. Ilona Grab,,,,,,,,,,,,,,,,,,,,,,8.3131213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.4258228,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,Im Dorf,,,,,Dr. Ingo-Frithjof Zürn,,,77787,,,,,,,,,,,,,,,,,,,8.0775084,,,,,,,,,,,,,,,,,,,,,,,,,,Nordrach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.3986112,,,,yes,,,,,,,,,,
,,,acupuncture;general,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,Auf der Aue,,,,,Dr. Iwan und Dr. Meiß,,,36289,,,,,,,,,,,,,,,,,,,9.8595358,,,,,,,,,,,,,,,,,,,,,,,,,,Friedewald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 6674 92250,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,Arzt für Akupunktur Facharzt für Allgemeinmedizin Hausarzt,,,,,,,,50.8848472,,,,yes,,,,,,,doctor,,DE,
,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,Eckbornstraße,,,,,Dr. Joanna Strutz,,,65207,,,,,,,,,,,,,Joanna Strutz,,,,,,8.3033582,,,,,,,,,,,,praxis@dr-Strutz.net,,,,,,,,,,,,,,Wiesbaden,,,,,,,,,,,https://dr-strutz.net,,,,,,,,,,"Mo-Fr 08:30-12:00, Mo,Th 15:00-17:00",,,,,,,,,,,,,+49 6127 967933,,,,,,,,,,,,,,,,,,,,,yes,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.1351811,,,,yes,,,,,,,doctor,,DE,
,,,,,,,,,,,,,,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,Dorfstraße,,,,,Dr. Johannes Rudolph,,,79232,,,,,,,,,,,,,,,,,,,7.7861726,,,,,,,,,,,,,,,,,,,,,,,,,"maps4bw (LGL, www.lgl-bw.de)",March,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.dr-rudolph.net/,,+4976652606,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0571163,,,,house,,,,,,,,,DE,
,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,Lauchagrundstraße,,,,,Dr. Juliane Maas & Dr. Sigurd Scholze,,,99891,,,,,,,,,,,,,,,,,,,10.5150186,,,,,,,,,,,,,,,,,,,,,,,,,,Bad Tabarz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.8758645,,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,Kirchweg,,,,,Dr. Jung Gemeinschaftspraxis,,,88521,,,,,,,,,,,,,,,,,,,9.4661178,,,,,,,,,,,,,,,,,,,,,,,,,,Ertingen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.jung-ertingen.de/,,+49 7371 5207,,,,,,,,,,,,,,,,,,,,,yes,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.1010647,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,Große Straße,,,,,Dr. Jörg Meckoni,,,38268,,,,,,,,,,,,,,,,,,,10.2775333,,,,,,,,,,,,,,,,,,,,,,,,,,Lengede,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,Woltwiesche,,,,,,,,,,,,,,,,,,,,,,,,,,,52.2015159,,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,Wilhelmstraße,,,,,Dr. Kai Könemann und Dr. Henrik Könemann,,,32257,,,,,,,,,,,,,,,,,,,8.5707224,,,,,,,,,,,,,,,,,,,,,,,,,,Bünde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.1998843,,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,Fritz-Hönig-Straße,,,,,Dr. Kaiser-Schmidt und Dr. Unold,,,77815,,,,,,,,,,,,,,,,,,,8.1122981,,,,,,,,,,,,,,,,,,,,,,,,,,Bühl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 7223 21077,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,Vimbuch,,,,,,,,,,,,,,,,,,,,,,,,,,,48.7178580,,,,yes,,,,,,,doctor,,,
,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,Robert-Koch-Straße,,,,,Dr. Kamil Krasny,,,52224,,,,,,,,,,,,,,,,,,,6.2791063,,,,,,,,,,,,,,,,,,,,,,,,,,Stolberg (Rhld.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.7585704,,,,yes,,,,,,,doctor,,,
,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,Weringhauser Straße,,,,,Dr. Kando,,,59597,,,,,,,,,,,,,,,,,,,8.3601192,,,,,,,,,,,,,,,,,,,,,,,,,,Erwitte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.6318009,,,,house,,,,,,,,,DE,
,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,Finkenbacher Weg,,,,,Dr. Karin Paes,,,64760,,,,,,,,,,,,,,,,,,,8.9182633,,,,,,,,,,,,,,,,,,,,,,,,,,Oberzent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,Rothenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,49.5029797,,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,Hasselstraße,,,,,Dr. Kehrer,,,63762,,,,,,,,,,,,,,,,,,,9.0312164,,,,,,,,,,,,,,,,,,,,,,,,,,Großostheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,doctors,,,,,,Ringheim,,,,,,,,,,,,,,,,,,,,,,,,,,,49.9279670,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,Brunnenstraße,,,,,Dr. Klemens Thöne + Dr. Gabriele Sbrisny,,,32805,,,,,,,,,,,,,,,,,,,8.9853730,,,,,,,,,,,,,,,,,,,,,,,,,,Horn-Bad Meinberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.gefaesschirurgie-praxis.de/,,+49 5234 91383,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,Bad Meinberg,,,,,,,,,,,,,,,,,,,,,,,,,,,51.8973283,,,,yes,,,,,,,,,DE,
,,,general,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,Lindenallee,,,,,Dr. Kluge,,,97241,,,,,,,,,,,,,,,,,,,10.0751703,,,,,,,,,,,,,,,,,,,,,,,,,,Bergtheim,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 9367 3990,,,,,,,,,,,,,,,,,,,,,no,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.8983493,,,,yes,,,,,,,doctor,,,
,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,Burger Hauptstraße,,,,,Dr. Koch,,,,,,,,,,,,,,,,,,,,,,8.3066164,,,,,,,,,,,,,,,,,,,,,,,,,,Herborn Burg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.6988153,,,,yes,,,,,,,,,DE,
,,,general,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,Mühlenstraße,,,,,Dr. Kortmann,,,59394,,,,,,,,,,,,,,,,,,,7.5275314,,,,,,,,,,,,,,,,,,,,,,,,,,Nordkirchen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,limited,doctors,,,,,,Nordkirchen,,,,,,,,,,,,,,,,,,,,,,,,,,,51.7391662,,,,yes,,,,,,,doctor,,DE,
