shop,health_facility:type,office,building:part,indoor,payment:alipay,payment:cash,currency:others,postal_code,language:tr,source:outline,construction_year,source:position,addr:housenumber,toilets,payment:debit_cards,payment:unionpay,addr:state,name:de,source,image,fax,survey:date,note:de,building:roof,ref:lda,contact:facebook,historic,currency:EUR,tourism,wikimedia_commons,addr:street,delivery,source:name,fixme,contact:fax,name,wheelchair:description,level,addr:postcode,roof:material,website:operator,payment:credit_cards,payment:contactless,lastcheck,roof:orientation,internet_access,payment:mastercard,opening_hours:text,house,designation,roof:height,owner,BLfD:criteria,fixme:wikipedia,payment:american_express,source:addr,payment:maestro,network,lda:criteria,internet_access:fee,wikipedia,access,ref:Alsdorf,check_date,language:en,ref,email,building:height,contact:email,opening_hours:lastcheck,roof:shape,building:use,tenant,atm,source:geometry,addr:city,source:building,language:de,toilets:wheelchair,drive_through,lon,contact:website,roof:colour,layer,height,phone:mobile,alt_name,operator,ele,emergency:iodine_tablets,wheelchair:description:en,area,opening_hours,payment:jcb,contact:phone,addr:housename,check-date,heritage,ref:BLfD,type,start_date,website,addr:unit,payment:ep_geldkarte,lfd:criteria,brand,source:date,phone,old_name,smoking,payment:cryptocurrencies,payment:account_cards,opening_hours:signed,internet_access:operator,room,tunnel,roof,wheelchair:description:de,buildingpart,dispensing,wheelchair,inscription,amenity,operator:type,addr:hamlet,addr:suburb,payment:discover_card,wikidata,payment:notes,language:ru,payment:v_pay,medical_system:western,addr:district,payment:girocard,building:levels,payment:visa_debit,surveillance,note,demolished,opening_hours:check_date,ref:lfd,description,building:material,healthcare,payment:visa,building:architecture,lat,source:metrics,3dr:type,building,building:colour,payment:coins,url,roof:levels,source:address,source:addr:housenumber,payment:diners_club,year_of_construction,addr:country,heritage:operator
,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,Syker Straße,,,,,Brunswiga Apotheke,,,27321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gabled,,,,,Thedinghausen,,,,,9.0204796,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 4204406,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,52.9623651,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,3,,,,,,,,+49 2527/13 08,,,,,,,,,,Bunte Straße,,,,,Brücken-Apotheke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0398535,,,,,,,,,,,,"Mo,Tu,Th,Fr 08:00-12:30,14:30-18:30; We,Sa 08:00-12:30",,,,,,,,,http://www.apotheke-lippetal.de/,,,,,,+49 2527/86 80,,,,,,,,,,,,,limited,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,51.6641210,,,house,,,,,,,,,,
,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,Hauptstraße,,,,,Brücken-Apotheke,,,66904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brücken (Pfalz),,,,,7.3597652,http://www.apotheke-bruecken.de/,,,,,,Susanne Heusler,,,,,"Mo-Fr 08:30-12:30,14:00-18:00; Tu 08:30-12:30,14:00-18:30,Th 08:30-12:30,14:00-18:30; Sa 08:30-12:30",,+49 6386 92130,,,,,,,,,,,,,+49 6386 92130,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,49.4317657,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,Kesselstädter Straße,,,,,Buchen Apotheke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8891011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,50.1764456,,,house,,,,,,,,,,
,,,,,,,,,,,,,7a,,,,,,,,,,,,,,,,,,Sendelbacher Straße,,,,,Buchen-Apotheke,,,97816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lohr am Main,,,,,9.5844436,,,,,,,,,,,,"Mo-Fr 08:00-18:00, Sa 08:00+",,,,,,,,,,,,,,,+49 9352 8786-0,,,,,,,,,,,,,limited,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,49.9910827,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,Neunaigener Straße,,,,,Burg Apotheke,,,92533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wernberg-Köblitz,,,,,12.1443712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,49.5364525,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,Sprenger Straße,,,,,Burg Apotheke,,,66346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Püttlingen,,,,,6.8974543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,pharmacy,,,49.3008859,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,Mittelstraße,,,,+49 2853 3466,Burg Apotheke,,,46514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,info@burg-apotheke-schermbeck.de,,,,,,,Schermbeck,,,,,6.8701628,http://www.burg-apotheke-schermbeck.de,,,,,,Heidrun Irmgard Hoch,,,,,"Mo-Th 08:00-13:00,14:30-19:00; We,Fr 08:00-13:00,14:30-18:30; Sa 08:00-13:00",,+49 2853 3469,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,51.6928482,,,house,,,,,,,,,DE,
,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,Burgstraße,,,,,Burg Apotheke,,,26603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aurich,,,,,7.4777604,,,,,,,,,,,,,,,,,,,,,http://www.burg-apotheke-aurich.de/,,,,,,,,,,,,,,,,,,yes,limited,,pharmacy,,,,,,,,,,,,,,,,,,,,,pharmacy,,,53.4692115,,,yes,,,http://www.burg-apotheke-aurich.de/,,,,,,DE,
,,,,,,,,,,,,,1,,,,,,,,+49 2242 83116,,,,,,,,,,Kaiserstraße,,,,,Burg Apotheke,,,53773,,,,,,,,,,,,,,,,,,,,,,,,,,,,info@die-burg-apotheke.de,,,,,,,,,Hennef (Sieg),,,,,7.2818006,,,,,,,,,,,,Mo-Fr 08:00-18:30; Sa 08:00-14:00,,,,,,,,,https://www.die-burg-apotheke.de/,,,,,,+49 2242 3211,,,,,,,,,,,,yes,yes,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,50.7761529,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,Bernhardstraße,,,,,Burg-Apotheke,,,48619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heek,,,,,7.0996519,,,,,,,,,,,,"Mo-Fr 08:00-12:30; Mo,Tu,Th,Fr 14:30-18:00, PH off",,,,,,,,,http://www.apotheke-nienborg.de/,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,Nienborg,,,,,,,,,,,,,,,,,,,,,52.1366536,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,Hochstraße,,,,,Burg-Apotheke,,,57392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schmallenberg,,,,,8.3107007,,,,,,,Armin Hohmann,,,,,,,,,,,,,,http://www.apo-burg.de/,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,51.1920470,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,Blasbacher Straße,,,,,Burg-Apotheke,,,35586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wetzlar,,,,no,8.4910840,,,,,,,,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,50.5803270,,,yes,,,,,,,,,,
,,,retail,,,,,,,,,,10,,,,,,,,+49 228 797695,,,,,,,,,,Erich-Hoffmann-Straße,,,,,Burg-Apotheke Endenich,,0,53121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bonn,,,,,7.0683482,,,,,,,Markus Schulz,,,,,"Mo-Fr 08:30-13:00,14:30-18:30; Sa 08:30-13:00; Su,PH off",,,,,,,,,http://www.burg-apotheke-endenich-bonn.de/,,,,,,+49 228 621772,,,,,,,,,,,,yes,yes,,pharmacy,,,,,,,,,,,,,,,,,2019-01-17,,,,,,,50.7263149,,,,,,,,,,,,DE,
,,,,,,,,,,,,,58,,,,,,,,+49 5322 2701,,,,,,,,,,Herzog-Julius-Straße,,,,,Burgberg-Apotheke,,,38667,,,,,,,,,,,,,,,,,,,,,,,,,,,,info@burgberg-apo.de,,,,,,,,,Bad Harzburg,,,,,10.5632821,,,,,,,,,,,,"Mo-Fr 08:30-13:00,15:00-18:00; Sa 09:00-13:00",,,,,,,,,www.burgberg-apo.de,,,,,,+49 5322 2272,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,51.8801934,,,yes,,,,,,,,,,
,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,Marburger Straße,,,,,Burgwald-Apotheke,,,35117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Münchhausen,,,,,8.7151476,,,,,,,,,,,,,,,,,,,,,https://www.apotheken.de/club/35117/burgwald-apotheke/,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,50.9570623,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bußmanns Apotheke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,7.8950146,,,,,,,Bußmann Apotheken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,pharmacy,,,51.7712134,,,yes,,,,,,,,,,
,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,Gemmericher Straße,,,,,Bußmanns Barbara-Apotheke,,,59229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,barbara@apotheke-bussmann.de,,,,,,,Ahlen,,,,,7.8866108,http://www.apotheke-bussmann.de,,,,,,,,,,,"Mo-Fr 08:00-13:00,14:00-18:30; Sa 08:00-12:30",,+49 2382 98250,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,51.7492249,,,retail,,,,,,,,,DE,
,,,,,,,,,,,,,17a,,,,,,,,,,,,,,,,,,Oststraße,,,,,Bußmanns Park-Apotheke,,,59227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park@apotheke-bussmann.de,,,,,,,Ahlen,,,,,7.8944538,http://www.apotheke-bussmann.de,,,,,,,,,,,Mo-Fr 08:00-18:30; Sa 09:00-16:00,,+49 2382 80720,,,,,,,,,,,,,,,no,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,pharmacy,,,51.7630003,,,commercial,,,,,,,,,DE,
,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,Kapellentorstraße,,,,,Bära-Apotheke,,,72362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nusplingen,,,,,8.8905598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,48.1326289,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,Kapellentorstraße,,,,,Bära-Apotheke,,,72362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nusplingen,,,,,8.8905638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,48.1325355,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,Ravensberger Straße,,,,,Bären Apotheke,,,33775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Versmold,,,,,8.1556528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,52.0414941,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,Bunsenstraße,,,,,Bären Apotheke,,,59557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lippstadt,,,,,8.3386022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,51.6602353,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,Bahnhofstraße,,,,,Bären-Apotheke,,,56204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hillscheid,,,,,7.6947584,,,,,,,,,,,,Mo-Fr 08:30-18:30; Sa 08:30-13:00; Su off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,50.4094293,,,commercial,,,,,,,,,DE,
,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,Kaiserstraße,,,,,Bären-Apotheke,,,42477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Radevormwald,,,,,7.3537134,,,,,,,,,,,,,,,,,,,,,https://www.baeren-apotheke-radevormwald.de/,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,51.2035041,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,Rekumer Straße,,,,+49 2364 169338,Bären-Apotheke,,,45721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,baeren-apotheke-haltern@t-online.de,,,,,,,Haltern am See,,,,,7.1860934,http://www.baeren-apotheke-haltern.de,,,,,,Dirk Schulte-Mecklenbeck,,,,,"Mo-Fr 08:30-12:30,14:30-18:30; We 08:30-12:30; Sa 08:30-13:00",,+49 2364 2600,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,51.7439302,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,Kaiser-Wilhelm-Platz,,,,,Bären-Apotheke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weilerswist,,,,,6.7988083,,,,,,,,,,,,,,,,,,,,,http://www.apotheken-umschau.de/apotheken/Deutschland/53919/Weilerswist-Baeren-Apotheke.html,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,50.7103348,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,Mitteldorfstraße,,,,,Bären-Apotheke,,,77781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biberach (Baden),,,,,8.0270327,,,,,,,Max Bergsträsser,,,,,"Mo-Fr 08:30-12:30,14:30-18:30; Sa 08:30-12:30",,,,,,,,,https://www.apothekebiberach-app.de/,,,,,,+49 7835 8158,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,48.3400094,,,yes,,,,,,,,,,
,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,Auf dem Wall,,,,,Bären-Apotheke,,,47574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Goch,,,,,6.1597743,,,,,,,,,,,,,,,,,,,,,http://www.baeren-apotheke-goch.de/,,,,,,,,,,,,,store,,,,room,,yes,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,51.6731494,,,,,,,,,,,,DE,
,,,,,,,,,,,,,64,,,,,,,,+49 4931 76350,,,,,,,,,,Hauptstraße,,,,,Bären-Apotheke,,,26524,,,,,,,,,,,,,,,,,,,,,,,,,,,,info@baeren-apotheke-hage.de,,,,,,,,,Hage,,,,,7.2827982,,,,,,,Henning Kruse e.K.,,,,,"Mo-Fr 08:00-13:00, 14:30-18:00; Sa 08:00-13:00",,,,,,,,,http://www.baeren-apotheke-hage.de/,,,,,,+49 4931 7515,,,,,,,,,,,,,yes,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,53.6028920,,,retail,,,,,,,,,DE,
,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,Bahnhofstraße,,,,,Bären-Apotheke,,,26441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jever,,,,,7.8955531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,limited,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,53.5726130,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,An der Frauenkirche,,,,,Bären-Apotheke,,,02826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Görlitz,,,,,14.9869138,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 3581 3 85 10,,,,,,,,,,,,,yes,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,51.1524801,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,Hochstraße,,,,+49 2043 2057224,Bärenapotheke,,,45964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,service@baerenapotheke-gladbeck.de,,,,,,,Gladbeck,,,,,6.9931691,http://www.baerenapotheke-gladbeck.de/,,,,,,Christiane Haller,,,,,Mo-Fr 08:30-18:30; Sa 09:00-14:00,,+49 2043 205720,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,pharmacy,,,,,,,,,,,,,,,,,,,,,pharmacy,,,51.5737656,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,Hauptstraße,,,,,Bärenapotheke,,,69427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mudau,,,,,9.2036884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,pharmacy,,,49.5339716,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,Bärenapotheke,Zugang über Rampe,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,7.8451589,,,,,,,Richard Giebel,,,,,"Mo-Fr 08:00-12:30,14:30-18:30; We 08:00-12:30,14:30-18:00; Sa 08:30-12:30",,+49 2582 1030,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,51.9271278,,,,,,,,,,,,,
,,,,,,yes,,,,,,,22,,,,,,bing,,+49 4871 4186,,,,,,,,,,Lindenstraße,,,,,Böttcher Apotheke,,,24594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hohenwestedt,,,,,9.6515913,,,,,,,Dr. M. Borowski,,,,,,,,,,,,,,,,,,,,+49 4871 626,,,,,,,,,,,,yes,yes,,pharmacy,,,,,,yes,,,,,yes,,,,,,,,,,,,,54.0908594,,,yes,,yes,,,,,,,DE,
,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,Alter Markt,,,,,Calendula-Apotheke,,,66287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quierschied,,,,,7.0533950,,,,,,,,,,,,,,+49 6897 601666,,,,,,,,,,,,,,,,,,,,,,,,,no,yes,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,49.3249976,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,Rheinstraße,,,,,Carolus-Apotheke,,,55218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ingelheim am Rhein,,,,,8.0362579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,pharmacy,,,49.9761411,,,commercial,,,,,,,,,DE,
,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,Carolus-Magnus-Straße,,,,,Carolus-Magnus-Apotheke,,,52531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Übach-Palenberg,,,,,6.1167063,,,,,,,E. Kremers,,,,,,,,,,,,,,,,,,,,+49 2451 4 13 45,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,pharmacy,,,50.9203402,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,Hauptstraße,,,,,Castell Apotheke,,,63811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stockstadt am Main,,,,,9.0649403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,49.9786042,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,61,,,,,,,,,,,,,,,,,,Große Straße,,,,,Central Apotheke,,,27313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dörverden,,,,,9.2296133,,,,,,,Elisabeth Renaud,,,,,"Mo-Fr 08:30-12:30,14:00-18:30; Sa 08:30-12:30",,+49 4234 1308,Central Apotheke,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,52.8488286,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,76,,,,,,,,,,,,,,,,,,Hauptstraße,,,,,Central Apotheke,,,74821,,,,,,,,,,,,,,,,,"LGL, www.lgl-bw.de",,,,,,,,,,,,,mail@central-apotheke.org,,,,,,Bing 2012,Mosbach,,,,,9.1464652,http://www.neckar-odenwald-apotheken.de/central-apotheke,,,,,,,,,,,Mo-We 08:15-18:30; Th 08:15-19:15; Fr 08:15-18:00; Sa 08:00-13:00,,+49 6261 5566,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,49.3530277,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,42,,,,,,,,+49 7041 8 10 69 47,,,,,,,,,,Bahnhofstraße,,,,,Central Apotheke,,,75417,,,,,,,,,,,,,,,,,,,,,,,,,,,,central@muehlacker-apotheken.de,,,,,,,,,Mühlacker,,,,,8.8404145,,,,,,,,,,,,Mo-Fr 08:00-19:00; Sa 09:00-14:00,,,,,,,,,http://www.uhland-apotheke-muehlacker.de/central-apotheke.html,,,,,,+49 7041 8 10 69 46,,,,,,,,,,,,yes,yes,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,48.9491441,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,3,,,,,,"LGL, www.lgl-bw.de",,+49 6282 1520,,,,,,,,,,Obere Vorstadtstraße,,,,+49 6282 1520,Central-Apotheke,,,74731,,,,,,,,,,,,,,,,,,,,,,,,,,,,info@centralapo.de,,info@centralapo.de,,,,,,,Walldürn,,,,,9.3680162,,,,,,,Jan Reuter,,,,,"Mo-Sa 08:30-12:30, Mo, Tu, Th, Fr 14:00-18:00, Ph off || We 14:00-18:00 ""jeden 2. Mittwoch""",,+49 6282 1507,,,,,,,https://www.centralapo.de/,,,,,,+49 6282 1507,,,,,,,,,,,,yes,yes,,pharmacy,,,,,,,,,,,,,,,,,,,,,pharmacy,,,49.5826075,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,20,,,,,,"Bing, local_knowlegde",,,,,,,,,,,,Frankfurter Straße,,,,,Central-Apotheke,,,38729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lutter am Barenberge,,,,,10.2702115,,,,,,,,,,,,"Mo-Tu,Th 08:30-13:00,15:30-18:30; We 08:30-13:00; Fr 08:30-13:00,15:30-18:00; Sa 08:30-12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,51.9890729,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,Fleiner Straße,,,,,Central-Apotheke,,,74072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heilbronn,,,no,no,9.2185634,,,,,,,,,,,,Mo-Fr 8:30-18:30; We 8:30-18:00; Sa 10:00-14:30,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,limited,,pharmacy,,,,,,,,,,,,,,,,,,,,,pharmacy,,,49.1405674,,,commercial,,,,,,,,,DE,
,,,,,,,,,,,,,8,,,,,,Luftbilder Stuttgart,,,,,,,,,,,,Neckarstraße,,,,,Charlotten-Apotheke,,,73728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Esslingen am Neckar,,,,,9.3171162,,,,,,,,,,,,"Mo-Sa 08:30-13:00, Mo-Fr 14:00-18:30",,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,48.7365194,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,6,,,,,,Bing,,,,,,,,,,,,Kardinal-Faulhaber-Platz,,,,,Christkönig Apotheke,,,83022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rosenheim,,,,,12.1134370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,47.8562917,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,Carolus-Magnus-Straße,,,,,Christophorus Apotheke,,,52531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Übach-Palenberg,,,,,6.1170963,,,,,,,,,,,,"Mo-Tu,Th-Fr 08:00-18:30; We,Sa 08:00-13:00",,,,,,,,,,,,,,,+49 2451 4 12 06,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,pharmacy,,,50.9202676,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,3a,,,,,,,,,,,,,,,,,,Kirchdorfer Straße,,,,,Cirksena Apotheke,,,26603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aurich,,,,,7.4803107,,,,,,,,,,,,,,,,,,,,,https://www.cirksena-apotheke.de/,,,,,,,,,,,,,,,,,,yes,yes,,pharmacy,,,,,,,,,,,,,,,,,,,,,pharmacy,,,53.4669362,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,Breitestraße,,,,,City-Apotheke,,,78234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Engen,,,,,8.7737068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,pharmacy,,,,,,,,,,,,,,,,,,,,,pharmacy,,,47.8556424,,,yes,,,,,,,,,DE,
